,full,mar20_pct_change,apr20_pct_change,may20_pct_change,jun20_pct_change,jul20_pct_change,aug20_pct_change,sep20_pct_change,oct20_pct_change,nov20_pct_change,dec20_pct_change,jan21_pct_change,feb21_pct_change,mar21_pct_change,apr21_pct_change,may21_pct_change
20,14 ST IRT,-9.758199270176911,-94.31613202476753,-94.37628851011934,-89.43641901640513,-84.25627494530819,-83.40638857444401,-75.45591790236085,-77.46890794480096,-76.81393372982158,-76.92789565831954,-76.2589436266691,-81.85850430932751,-75.34832356311341,-77.65842309476304,-73.11623450158251
21,14 ST-UNION SQ BMT,-10.733976059909192,-95.22134416194847,-95.35106373392685,-94.0087076732398,-84.31630775567497,-83.14172716714504,-78.4133664772343,-77.72150721402579,-79.68630374565024,-79.45239864988363,-75.82944886207842,-83.2365946606466,-76.7677601719663,-80.03331001060255,-75.51564738639539
22,14 ST-UNION SQ IRT,-7.3076250347247225,-87.49858658042923,-90.65007915518993,-81.50821869568675,-78.27393057605374,-77.81042467668648,-74.24740540192097,-72.89953165763859,-75.03249835682465,-74.52516656460823,-73.86542836244556,-78.20070884109336,-72.47101525688058,-70.99097672946019,-74.82315906990364
23,145 ST IND,4.042933076117963,-86.65291202558097,-87.98587740583285,-82.07594936708861,-74.35942774473557,-73.70148787107959,-69.37853690167414,-68.0733333786512,-69.21793360263374,-70.57734667338977,-66.07694670835065,-74.0870298036278,-68.67204502567542,-67.83470548040627,-65.5748543772769
24,145 ST IRT,-20.007181684228772,-87.65763412259244,-85.76027425895731,-81.98048243553431,-72.8153104539895,-65.83988290323607,-60.478866213817284,-60.04151005479833,-60.05053445136679,-63.80124852370508,-62.49527658665615,-69.97886813407166,-62.052845843072305,-68.45180136319377,-54.92007748372981
25,149/GRAND CONC IRT,-2.1879743140688848,-79.75636398176292,-82.52425996402305,-72.44593930458288,-64.1553207342681,-66.12291407409629,-62.292591727039024,-63.904798761609904,-56.51520152565372,-66.13213042023472,-56.095858061071525,-71.89656022077666,-66.04636172650878,-67.13525835866263,-63.36959581003194
26,14TH STREET PTH,0.8958902284686605,-83.3864695371895,-85.34872594261725,-81.02459582700014,-73.79338885727587,-80.49246334916374,-64.43202979515829,-67.94103676008643,-70.38471055734269,-65.33545555394781,-57.4203410378726,-69.11753019707565,-62.74797821422678,-51.07732193532565,-63.340175636257
27,15 ST-PROSPECT IND,-0.050731806305963516,-93.85971578387415,-94.43504075414702,-90.70112492918612,-80.2092857868536,-79.79626485568761,-74.59321525067547,-73.48828810236301,-77.49947132216452,-78.9410228071938,-78.24980220838637,-80.02498151877437,-77.23269801791743,-78.73445297261696,-69.22736387073253
28,155 ST IND,-0.2554904642700457,-80.79339749663393,-82.53043157506455,-74.98023492206912,-67.6659528907923,-68.16766733377807,-65.2980709057764,-63.60825746141487,-63.051823416506714,-64.2749610880049,-69.47805396648612,-68.06469162668776,-63.14100905562743,-62.063032962648975,-60.410672568547895
29,157 ST IRT,-37.6598247144971,-88.72667398463227,-86.9369760046256,-83.2479650035993,-73.64757640034567,-71.41405901275994,-66.38519529858719,-64.85739714927138,-65.31190804479208,-66.93849634345241,-62.60807883284446,-70.00277293614324,-60.994461688272175,-71.73069886571534,-60.56374674761492
30,161/YANKEE STAD IND,-3.628506933247339,-86.83829992344552,-83.69133051859329,-83.05161318758815,-72.08424454318786,-75.8168498973103,-74.8124079809108,-66.23394931920443,-63.41216130585761,-65.07290393315775,-62.65419504692552,-68.64481006858821,-61.69290073883713,-72.15212604081015,-63.363655387190875
31,161/YANKEE STAD IRT,16.242030886786807,-85.01649345092682,-80.28584436922223,-81.65531398712325,-69.38522088691515,-74.66532852032309,-76.72712451599756,-61.22089797792359,-60.25097410038964,-57.55001811521275,-54.4633515061402,-65.84333098094565,-54.31433889042886,-69.947414185748,-38.84434942692559
32,163 ST-AMSTERDM IND,1.5766638258309442,-88.11155319776009,-88.01528899049796,-81.79615506831904,-72.99886345185907,-64.05687853349323,-31.808156554517385,-66.06936832996827,-67.53371538382348,-68.37893103934564,-67.45992984948718,-72.55069589303423,-67.02261546089012,-64.85779546124374,-62.33121383153532
33,167 ST IND,-5.538467453573763,-66.68294359141301,-68.04773069251496,-54.49493947211749,-36.826971271796765,-63.25298306389531,-35.75884652222309,-39.47572587281062,-43.690000225881505,-50.58500713423334,-51.6873798846893,-65.83380245095917,-63.94366770458107,-67.30146673177437,-66.99618574377996
34,167 ST IRT,5.819571502118729,-77.14750299043062,-77.2490904588659,-72.5109404053115,-59.63935003743009,-62.56893651973247,-54.48615835019589,-53.61087992736627,-55.00694031330558,-53.5542191896997,-51.10865011917086,-60.83526050877431,-51.39686757358582,-49.08418062200957,-43.913217394617035
35,168 ST IND,11.744341613450478,-86.80256230023474,-88.2879170543666,-79.92093125411816,-74.20371329240328,-82.97772667262893,-77.6414548283944,-79.84531144118952,-76.20091639158495,-79.44569707542666,-66.3424093334829,-71.93562472709127,-65.73107210743292,-56.5324067320062,-60.425362222517606
36,168 ST IRT,33.881180115856125,-77.27048371174729,-80.84719698028799,-65.53972760960585,-59.49992513849378,,,,,,-49.25024392748934,-61.60806618407446,-57.89178621740505,-41.30676209279368,-40.54442691378243
37,169 ST IND,-3.858228847862573,-90.80606262622301,-90.3205179442091,-82.6461290105603,-70.5656526387404,-68.59230632551528,-58.08046582837638,-59.2417643089381,-60.989120076238876,-64.72847284728472,-62.215931226138224,-70.59723100136614,-63.69554948553121,-64.37324758338072,-61.350011989449285
38,170 ST IND,-2.030290242415717,-81.92455067968251,-80.79104590486274,-73.14684105903028,-64.33727981518913,-64.73535290605612,-50.894573013939635,-51.16941967548604,-38.950887710398895,-51.9811753902663,-32.478919711597214,-66.36492502051678,-61.12998947066144,-60.39823008849557,-54.39007789457763
39,170 ST IRT,6.647538065218757,-76.85439147930889,-80.08024226993037,-75.23442256951492,-63.003815469996525,-65.18121501588467,-59.69542921837192,-57.29080036434201,-56.79211263283078,-55.88697333440747,-56.85191399292739,-65.72638091749094,-60.66259500009819,-61.99523513984264,-56.71546785486951
40,174 ST IRT,-9.233106900250268,-79.32991791348897,-80.76118153551782,-75.64885005781832,-68.81720430107528,-70.52927155777581,-55.78469787585069,-63.909571274168364,-60.65960295744309,-59.47896948891527,-61.09119251753702,-68.2935916542474,-54.3607418348925,-60.10362694300518,-56.23056685003588
41,174-175 STS IND,5.273896804537281,-77.21710482081625,-80.85271077809084,-74.13866719217,-68.54078943382508,-72.12229735147126,-66.12854597779909,-66.89161205447414,-68.37785332685769,-60.148507161276285,-55.70239457177798,-61.215739305386066,-56.62100456621004,-54.95864990250791,-57.12295259621637
42,175 ST IND,8.573840552946763,-90.0297348140057,-91.35203292651012,-89.46936367251132,-77.97062224090814,-76.04645535930317,-69.51016771070236,-69.7562662057044,-74.53022518901665,-71.02790330679292,-60.82781556161429,-73.85297691373025,-65.84459131110894,-67.08174039686874,-63.93428972474009
43,176 ST IRT,2.412326363068503,-76.15166753366857,-77.2929575006545,-71.57483246463143,-61.375299349982896,-65.3352751611304,-59.868485302255934,-56.18920020970467,-69.19088287488908,-55.95833699054975,-53.59147888948704,-64.03314586574129,-57.47603833865814,-60.47049303508468,-54.423015388195594
44,18 AV BMT,20.170510991095135,-85.31118004802215,-85.52984075011162,-77.81558291927702,-65.71049136786189,-66.01110525172938,-57.032846655657835,-57.282462579485546,-56.96520703796798,-59.09533073929961,-60.832352446611736,-64.41340610818104,-58.205320907861115,-52.31961021434706,-44.43369549040035
45,18 AV IND,6.9461963376973594,-80.76692330766923,-84.55598455598455,-79.18425420915342,-67.86355475763017,-69.7084917617237,-56.770073910201624,-62.120993705252026,-65.61376886830126,-59.42652329749104,-55.346215780998385,-68.66839563584331,-59.0165934602245,-60.28397160283971,-60.930111491909244
46,18 ST IRT,-13.090377347741041,-97.26468798109627,-97.0717283479588,-94.8716256352716,-87.95141549966326,-86.1104587861062,-80.68025877278964,-81.09682404453866,-82.186525592965,-82.49347258485639,-79.48072431678244,-86.11077346947044,-80.26177781662443,-83.16028785220723,-79.48492941625334
47,181 ST IND,-1.516176872903198,-92.3040701609818,-93.2513195743849,-92.11410459587955,-79.36330047104559,-77.42598300177454,-66.62051828186013,-64.99312022015296,-71.62217596742582,-62.159412456681395,-67.310443490701,-73.31526951121124,-66.61013479926314,-67.76685599929368,-64.25279973189599
48,181 ST IRT,-12.968333441706223,-83.02730423801977,-82.64131379515408,-75.62978304616695,-61.61810699588477,-60.41742527061472,-51.12803984764137,-48.40393642066474,-49.2999090433009,-60.71507332671738,,,,,
49,182-183 STS IND,8.943959749504897,-81.2101123039628,-79.96736026111792,-79.36343287656275,-66.60358930533512,-67.73213280810354,-61.59684274438373,-62.25886745488488,-64.76800640672707,-65.02823149828595,-64.03730928408179,-71.55995055624228,-65.31394320526678,-62.30148914065205,-55.45841347554934
50,183 ST IRT,2.7597163788284447,-75.55787219655133,-77.09149699942455,-66.06289808917197,-58.09646429632564,-59.15088383838384,-55.965721819380356,-55.578024941017866,-52.302685109845406,-53.49890268633497,-49.014053006299626,-61.37596509859075,-50.91762819595156,-52.887974754874335,-50.9659386731702
51,190 ST IND,15.09746012994684,-93.72490535734771,-94.82574869444741,-92.3792270531401,-82.54677464395421,-82.18733400224282,-84.0069249597039,-85.63330461203573,-86.86336494555673,-85.31301034295046,-84.2207019631172,-86.92271318236747,-83.78322898491226,-83.81323849948376,-83.51273579878503
52,191 ST IRT,-83.72097755529781,-97.50731678181059,-97.04192851531815,-95.3710640423165,-93.63691962693032,-92.16203751153019,-91.88718915391865,-90.79965232507605,-88.92807348478635,-74.89544080500228,-55.049382077666884,-64.82731137088204,105.62499999999999,-65.56632886694408,-44.50117831893166
53,2 AV IND,-1.5176971326164874,-91.72945444397935,-93.9426377763833,-90.19417863635456,-84.04914123093573,-80.679181406672,-77.54578870986536,-79.41129494442723,-78.78682688028482,-78.62985882807968,-80.43060728573096,-83.30091132981323,-79.03421476637286,-72.6535975070927,-73.05009043593813
54,20 AV BMT,3.0216690410137215,-88.33518107908351,-88.83205791513387,-82.57881893606638,-69.4643157717556,-67.8014568077748,-62.42259447443633,-60.63358481472556,-63.26211201969577,-63.350822587816815,-64.16542315071413,-68.8118720278297,-62.05786026200874,-62.742054693274206,-55.3754450848858
55,207 ST IRT,-21.800035463687717,-81.972268886493,-80.17296418828718,-73.8268249389838,-63.30153933327038,-66.07206142941524,-56.71470402480335,-52.70043960644756,-47.592759019129545,-54.27887338448072,-56.07566740915589,-70.19063045103414,-56.41216675844644,-64.35824787503448,-50.31632712287423
56,21 ST IND,-1.8740629685157422,-83.23559408465069,-87.5767319497223,-79.32827735644638,-72.41379310344827,-68.20903094875698,-62.38619521490578,-59.900848507960724,-61.84285987382909,-63.558524651863,-69.2997542997543,-67.79033330168075,-61.516424751718866,-50.369709331973475,-56.961901977979146
57,21 ST-QNSBRIDGE IND,-1.5984799360608026,-86.38431138617553,-87.37578211262422,-80.56569343065694,-72.79439737160644,-74.99433556134588,-63.33872348520879,-69.7241216694176,-70.38605098985742,-70.524142833707,-70.3598453557149,-69.8689231790277,-66.62069176896081,-67.36708671985684,-66.54681351037627
58,215 ST IRT,-13.340486409155938,-87.68605053651783,-84.41609809156532,-77.28953205873033,-71.1531761700151,-71.94408644790325,-67.17769317831053,-68.76255860683187,-64.46478993753743,-68.44681797952826,-68.50516702715693,-77.82038345105954,-66.93148988856788,-70.84631360332295,-59.9920893898942
59,219 ST IRT,-1.422275641025641,-79.3761327864161,-80.01132502831257,-73.32241301400813,-72.84760385274478,-74.88522819335674,-60.16135681055297,-51.92458758837392,-69.64076532604452,-63.44465745131672,-60.47762760792546,-70.31935200949285,-62.660028449502136,-64.35657731565392,-56.697209924842994
60,225 ST IRT,-3.2492862025978204,-79.29701368890292,-81.12423625254583,-75.91786483753242,-73.614018009248,-75.96985641665923,-62.44789693065555,-50.598984771573605,-67.05635733290333,-61.488659621569695,-58.612754766600915,-67.32762312633834,-60.11471798495366,-60.99648901337331,-56.86354378818738
61,23 ST BMT,-12.990039542878884,-96.6138174429175,-96.66244219438865,-92.59086401026778,-88.36419140918068,-87.23626569248154,-80.34266953934544,-80.7671586233919,-83.84628676089436,-84.60012992785585,-81.64012541771525,-85.06361344467432,-81.97293519595824,-83.94604566600717,-81.71994445268366
62,23 ST IND,2.6345725885004514,-93.94466132847008,-93.91024867456697,-90.8907573454128,-83.83743128550728,-82.28813708414701,-76.83965362794865,-77.72175236695514,-79.37722300516744,-79.0286258578926,-78.37809448781303,-82.05500110137757,-77.09700771364938,-76.52024620294645,-69.75398032164378
63,23 ST IRT,-2.6009458684634836,-94.77819543770609,-94.98992360688007,-90.09389471089814,-84.29575313168347,-84.05373909421623,-83.06524206488983,-80.69319897691905,-81.3956729635268,-81.41691408942648,-77.3084453895927,-85.27338655569879,-80.22820298054584,-82.43611838623441,-79.02560016727894
64,231 ST IRT,-1.4230493469247794,-81.73334153316318,-80.02225351622943,-75.05226950832939,-63.88156522069005,-61.930565760470245,-58.62940953344291,-55.1092248980129,-57.27286845783507,-63.25786566104949,-57.905103307005966,-71.72865013774104,-69.89959680607163,-62.830171273946064,-51.60903353674438
65,233 ST IRT,0.9200868396567765,-79.0619486701508,-79.51446737615177,-72.1305269533616,-69.3192290740073,-72.43179461508205,-56.691630126886814,-45.20140247879974,-62.67110741049125,-56.5948484220703,-53.719154195912246,-65.05459668897498,-55.067267636413305,-56.01011950334542,-50.464112066913735
66,238 ST IRT,-0.8543393672813399,-85.4514200882916,-84.47221137576467,-78.07078720251069,-68.31946755407654,-65.118313432183,-60.25536655383692,-60.26159603825653,-61.874404631054446,-63.309949460662295,-62.51090221920729,-74.12584494700826,-62.95537923385377,-64.79274915029106,-55.03492559330123
67,25 AV BMT,-0.4976600092281326,-90.33973596946755,-92.00362373546731,-84.91380823649195,-73.03116589304521,-71.86279683377309,-64.59244677748615,-57.68763836320788,-68.65145100926438,-68.0157158372197,-65.29128230698912,-72.62157898346938,-67.89771786293929,-69.82418819996245,-67.29276762796316
68,25 ST BMT,-3.7658017298735866,-85.49283038367136,-85.22204864985494,-77.43622637785563,-65.75908464879754,-66.67913413436814,-60.818063143644544,-63.19111335521333,-63.11909336888749,-64.87841252744522,-61.50692225772097,-64.60089027183542,-56.969026548672566,-60.4013262713689,-55.95625976344566
69,28 ST BMT,-8.883812739754939,-97.05841821074654,-97.3162931376438,-94.23574564591632,-87.27214377406932,-86.47251605339586,-77.82024181956541,-78.8374152523918,-80.90316324056707,-82.61136158701532,-81.24400513729252,-82.9978541421102,-80.24252333265208,-79.52794377419477,-77.729571598572
70,28 ST IRT,-5.128205128205128,-93.15011199613357,-93.85346656820498,-89.67577074967643,-82.95890410958904,-82.6829430310215,-80.4774007686019,-78.48429540972857,-78.80986328944057,-79.3744237861094,-78.34016881062695,-83.36311237774595,-77.04676788342127,-78.10870595670723,-76.13737275540059
71,3 AV 138 ST IRT,-17.853330379262424,-82.93460925039872,-85.4915229962225,-78.50538315389487,-61.12222569552985,-57.58988197454139,-59.897271622666516,-62.59534543682223,-59.330097783728206,-60.11177417827034,-61.65028469637688,-69.32990328245974,-58.61959053573618,-70.54887773758121,-69.04058578154931
72,3 AV BMT,16.37386724245101,-90.72501156027161,-89.83491332211099,-76.87597417056334,-74.61965215615534,-66.54283297164085,-57.45437307418819,-57.462476217320834,-63.64856976065383,-68.71856769261719,-70.24465823514575,-73.7020766773163,-67.18767569998876,-71.86351578281291,-61.71701958004784
73,3 AV-149 ST IRT,11.887903536752077,-80.72833691210086,-80.80361425817874,-74.5703098432809,-67.2687979866139,-67.77360409421954,-51.69480010452051,-58.73964693791186,-59.251535943315844,-58.50459046626308,-59.4665587012551,-66.61351863750664,-57.54452467849814,-54.53522199903027,-50.127772399417395
74,30 AV BMT,31.266087272507043,-93.60311598080584,-94.36074708492416,-89.91342637510262,-81.45733241821094,-76.06791294138895,-76.27388846507442,-75.30715406691927,-73.75863557858376,-76.63687092203544,-69.9259237783222,-74.33519592670912,-68.64676571006736,-76.12134078408323,-76.34661025693943
75,33 ST IRT,-11.458485869087715,-92.15832205683357,-92.82089710758919,-87.96464345585281,-80.84979511956455,-79.7579496915045,-78.27178016446695,-74.91933762695693,-74.69607597948017,-74.31536785523242,-75.06557867304653,-77.60971286315707,-70.8054246258166,-75.84291835814163,-71.73084412136089
76,33 ST-RAWSON ST IRT,15.648272091400992,-95.43936690910755,-94.95949311225293,-89.51271186440678,-81.11293569234029,-80.56051177161756,-73.37905552462418,-77.7521990104453,-79.95597603463608,-80.99271739801272,-72.33344038825251,-82.66890043763676,-78.0603511517582,-81.22379275117028,-77.02298017211487
77,34 ST-HERALD SQ BMT,-10.24551337901437,-95.08162574530684,-95.48551138258993,-91.53134390770859,-86.27274897409374,-84.79745475915456,-78.47798864026,-77.05010367126528,-76.66942517028455,-77.55003474635164,-77.51474817711338,-81.49797837657631,-72.84958543160893,-74.49906825020737,-73.0012824409373
78,34 ST-HERALD SQ IND,-9.532646395501928,-95.12996299952941,-95.44807736215887,-92.36881509503269,-81.56258997679657,-80.78363195496236,-75.29093131048454,-76.89018413540308,-77.55615591005794,-78.02371875429019,-75.56121574675578,-81.17811574084726,-75.00864679057739,-76.67148011109369,-75.26182146094185
79,34 ST-HUDSON YD IRT,36.59607405245594,-93.28857064251564,-94.46389136095455,-92.51723028697752,-87.63924050632912,-85.61953198537728,-79.93491767760645,-80.81728564878496,-78.95172585085172,-64.7651383354846,-55.147243896300026,-85.77048604738383,-75.91546679052485,-72.46574018306602,-74.08879659843765
80,34 ST-PENN STA IND,-10.181317560677137,-95.15078224792019,-95.50439404100588,-91.78077478841257,-84.82912694270539,-83.75781988343354,-79.34082923080781,-78.4151402867221,-80.94154168496136,-81.72420529505094,-82.40518482957273,-83.22040456587631,-76.70380874742553,-79.15956224445952,-76.80694518206099
81,34 ST-PENN STA IRT,-16.049213891291075,-95.01074693592916,-95.25598817842173,-91.96424427919516,-85.06265747484558,-84.08429001479666,-79.77772950229244,-79.51697252826098,-80.28616790731992,-81.76464501250985,-79.1205315580722,-84.53823347198866,-76.3278462862059,-79.50974866499175,-77.27110780570715
82,36 AV BMT,24.68720071673515,-90.44001181239764,-91.73373660737171,-85.03547048587873,-74.05609326200563,-65.28993717169637,-66.0045792787636,-65.29115670593045,-62.80489437468205,-67.71553968608197,-67.26924916307986,-72.92084554852646,-67.35629335976215,-63.85943246798572,-65.65591838827088
83,36 ST BMT,3.3179450465351668,-87.96157445513073,-86.68239658167816,-78.0733871398792,-64.59598528135938,-65.54121151936445,-58.456103017406015,-56.85587002725777,-57.44877364622174,-60.15566827997022,-58.88186195342098,-64.68816464021833,-59.785907146782634,-63.1710094598099,-57.30267173780344
84,36 ST IND,-17.00631783573627,-90.34908309356258,-93.37306559208966,-84.1146658219829,-76.81456655494972,-81.98346528410285,-69.44823749557477,-74.9351865187959,-75.28307460041354,-76.31095769682726,-78.16415112952551,-77.90386064818692,-74.05918176139913,-75.74444482961833,-75.16508076258846
85,39 AV BMT,-8.913974309069676,-91.38968856320335,-95.02115711630482,-87.50358104623847,-79.62048192771084,-68.93617021276596,-72.80148208186186,-68.43549862763038,-66.09140480071954,-71.28589859989486,-74.86308568899706,-73.5565201879051,-68.96367521367522,-69.51059931954985,-79.01688614703207
86,4 AV-9 ST IND,8.435374149659863,-90.09878454044703,-88.55146849158825,-82.11856664298041,-69.63365769891242,-70.23044591526161,-62.33506186784412,-61.23431701714084,-63.32117571336623,-63.82224645583424,-65.9727001605873,-70.9441550132529,-67.21325660883485,-68.13857149360403,-59.66162912270697
87,40 ST LOWERY ST IRT,3.204966010492047,-92.0933601609658,-92.43793922052605,-86.90175426111091,-76.13384955752213,-73.92091869079317,-67.85216178521618,-69.39828262146247,-69.10287228796844,-67.78390037578147,-67.43428105836442,-74.51927866892498,-68.71026265465898,-69.00281690140845,-65.65000707469304
88,42 ST-BRYANT PK IND,-1.761840518129053,-95.22826267806025,-96.03517173448223,-92.0684172619506,-85.21647675728484,-85.77691220834765,-81.13136602911996,-82.43777631747786,-81.88766869641795,-82.6046020889278,-81.98591592607399,-85.78923787470846,-81.39949773467214,-80.0965012947897,-80.5242126000016
89,42 ST-PORT AUTH IND,-8.92444713898031,-93.45144612001421,-94.00461981676457,-89.75060383081504,-83.55963174753275,-81.42189415657207,-77.9705611305532,-77.5944117236468,-78.74493063695256,-79.2665209161329,-80.87186882115003,-82.91724364563329,-75.09905933257784,-76.38322049062504,-74.97391620309891
90,45 ST BMT,-5.135674706649283,-87.92300147130948,-87.6183554398078,-82.20064084813482,-68.32253082808806,-66.53279493615628,-58.1514882482127,-58.37326503635162,-60.23154382650292,-61.1373127506181,-57.48899273385376,-64.18794732631305,-59.51854317435094,-61.75208435507602,-57.109401812932795
91,46 ST BLISS ST IRT,2.734899985646994,-89.06037564832066,-89.74307507025291,-82.8212936026753,-73.4965407131453,-69.95868608195056,-63.022325568519975,-63.23484318848046,-62.54749851282612,-61.7273398344924,-62.522551036556415,-69.64022506761,-62.5439766304693,-63.14895009819226,-59.70242874347651
92,46 ST IND,-4.129357057761039,-91.49021250666463,-91.68550476925623,-79.78004353305074,-71.29474657140716,-72.67625813384275,-64.50180667406656,-66.0265565291234,-67.06925207756233,-69.21978424902063,-68.79829198861326,-70.7014954110776,-66.40811336259596,-68.87805621144032,-66.49574534561026
93,47-50 STS ROCK IND,-1.1504779691250502,-96.39965014862567,-97.12160764981749,-93.92522602178815,-82.85382877027378,-84.41540063848575,-79.57080516813554,-81.37837421810498,-80.93131108864172,-81.4209678548918,-80.45753398551645,-83.871952131638,-79.33952609619774,-79.45448873992342,-79.5096622358808
94,49 ST BMT,-1.292710359922179,-96.86549768526055,-97.29584936724574,-94.51623093354192,-91.88354653727393,-90.26785293345098,-86.24472156241752,-84.68791374379155,-85.28064815132686,-86.92054946360001,-84.54666604682876,-87.23707456915231,-84.8879376053833,-85.29180041802046,-83.73785614885568
95,4AV-9 ST BMT,-3.266953241512413,-92.73841518735985,-92.58417792293083,-87.04657936006843,-77.34369688866731,-77.61592283670001,-69.76852538173193,-70.27504232120428,-69.45457058447504,-72.61508745573559,-71.37080075032279,-75.81177134592659,-70.4768468975024,-73.4614923737953,-66.05371057349261
96,5 AV/53 ST IND,-16.85312357779906,-98.31053487938364,-98.39372945505978,-95.81651767357569,-86.78027638907369,-86.4006997354306,-82.97761665826391,-82.34095573145706,-84.70048805375976,-86.6411567109683,-99.94279220427822,-87.39949606477549,-81.23815436899548,-85.03469609564418,-83.00483256282986
97,5 AV/59 ST BMT,-3.7313078002044553,-96.73987827467585,-93.56368077005962,-89.67961350200243,-80.92032714574526,-79.62718438589614,-73.42325406523169,-74.87255483106105,-74.06867974070731,-75.159532443328,-76.63244799304763,-79.20540695179517,-72.44372553619716,-72.71341624768456,-71.25822241834022
98,5 AVE IRT,2.498205312275664,-86.49757750655264,-87.10273514802826,-80.53206026326258,-75.49358109168523,-79.14751099906076,-79.39452381556576,-77.87822786074622,-77.49325978108266,-76.77169601016335,-70.32123967081806,-84.56453264546904,-80.42251906938837,-77.3013687749861,-75.57632072133468
99,50 ST BMT,3.1802301685162346,-81.3065759854399,-80.33702162217034,-68.47557967439566,-55.637973320571874,-59.67822746757223,-47.52204487107936,-41.399346326110646,-52.047455032529655,-51.5436765351412,-53.24660438993638,-56.022523675454316,-48.92695314445053,-62.407203410125,-45.492843366155725
100,50 ST IND,-4.079822255499581,-95.97849477740522,-96.03409375783404,-93.32542827721784,-89.23353735428906,-86.82065327817557,-83.49891268058074,-83.29128977620816,-85.46155005057788,-86.71211910393767,-90.1451199140914,-84.72064930162325,-81.76141184456135,-85.00353892459587,-81.78920603087062
101,50 ST IRT,-10.454774397980197,-96.62185246677896,-96.7420744943108,-94.75867609477045,-91.60217254165833,-91.10693891339514,-87.57101847975599,-85.88563732779664,-88.60771457262685,-89.24677057787194,-86.56639126238731,-90.4265554842848,-86.76316670108011,-90.41639444487734,-86.73202154021502
102,51 ST IRT,-4.419020440440784,-95.39130364646766,-96.41259240046686,-93.93181735226484,-88.962368933226,-88.24343891402715,-86.48622671613387,-85.27704485488127,-84.99458329229766,-85.16871726154221,-82.02884889190013,-86.68445115262774,-82.24952112017411,-83.41062887653953,-81.3359162235767
103,52 ST IRT,6.424104604889141,-89.88397684971335,-90.5566121465703,-84.9361749671797,-74.35986159169549,-67.76579883014107,-62.510535483508455,-64.95949638883467,-64.52492875758092,-61.702817319899516,-62.12080982409559,-55.777199320017004,-37.18482905982906,-60.25324022498167,-60.25104602510461
104,53 ST BMT,2.0793438595223472,-76.98361456715584,-74.31963854155721,-62.402772145832564,-64.82675421248318,-60.939104336150386,-51.35646818957267,-50.69667738478027,-52.43743936148791,-55.95843301435407,-50.56681050245009,-62.2330601925732,-56.29236350765419,-58.43788716910674,-55.13116878568176
105,55 ST BMT,-9.972794959908363,-83.48379915904032,-83.0683075221239,-68.68236791852324,-55.49470948579914,-57.392348918868976,-44.94592903744749,-35.63407850005151,-49.08921064922933,-49.372352714670775,-49.47113660810326,-52.87404548124528,-45.05765407554672,-69.63888201830324,-53.09043141592921
106,57 ST IND,13.88747533170326,-94.83993143868186,-96.24337612366818,-93.09485329266349,-86.70127795527156,-85.72717846307462,-79.14767422703058,-81.45530717391534,-87.25202707105687,-82.06934673366834,-78.06440681555846,-84.49412368990693,-82.2762047995815,-73.97710936636072,-77.5682638974832
107,57 ST-7 AV BMT,-7.574500465269788,-94.91607503043336,-95.05162258921354,-90.6762922748685,-84.72906682980434,-85.66185513313303,-81.69675051395483,-81.97501460677665,-81.09343498974006,-82.22222222222221,-80.61397917994476,-85.16031351046706,-80.29202148500464,-82.13140100052425,-77.97898140662895
108,59 ST BMT,3.9555188484455197,-87.49812182051043,-89.00764777736471,-83.68619157133456,-68.94779236524585,-67.77283927872327,-58.94422915513331,-59.62234796855424,-59.95139111806979,-57.63054714539974,-60.3086542607888,-66.32348057123879,-58.60099877989955,-58.622095976760654,-59.00207127303627
109,59 ST COLUMBUS IND,-8.841178897697976,-92.96991329308871,-93.50075403833901,-88.6718064964504,-82.76960444136017,-82.26636872876428,-78.39205052994356,-78.18598724744895,-78.15977259411068,-78.51487450264676,-76.93947919229521,-80.6096957413212,-75.93183268021507,-77.69944471023335,-74.72882845829402
110,59 ST COLUMBUS IRT,-10.843522570049831,-95.6450477521302,-96.16694065864135,-91.67535291922428,-85.21594913965863,-85.8285638521203,-81.55597190889509,-79.23161094224925,-82.80880371313071,-83.67210823858223,-81.47042564953013,-83.66802979407039,-79.07419790313016,-82.4488595173305,-79.66908840218487
111,59 ST IRT,-6.441763384420692,-93.03878432331133,-93.75652441535,-88.91896263033716,-77.50944478982353,-78.29716335208605,-72.21968188411142,-72.48411721660459,-74.24369987999772,-73.60782207937201,-68.41372962443675,-76.65786168581862,-70.17611547365077,-72.99234091094272,-69.32952924393724
112,6 AV BMT,-29.74018794914317,-96.48313176320815,-96.42936969155119,-90.3253858975288,-88.4297067689778,-82.73841236014917,-77.9838595497664,-76.99760997351592,-80.73717630717333,-78.64506627393226,-76.67712662199982,-78.71679353736212,-73.90744581932623,-79.76872480373434,-76.59253464461332
113,61 ST WOODSIDE IRT,5.321348314606741,-89.66874113346657,-83.18258252942738,-83.0838387748957,-71.45307943043404,-69.34519099914549,-62.144349960744414,-57.152660739335346,-58.94091548319369,-59.70238219731036,-58.57315787418486,-68.43901562780673,-60.36954851924554,-60.022159861656185,-24.306575803168425
114,63 DR-REGO PARK IND,-1.6110854701772086,-90.42464701616687,-91.6067618238694,-84.88584098902521,-70.37548531672616,-72.1263176272888,-62.83548829464198,-64.46946369001796,-64.55287071458076,-65.99169587714906,-65.59320476296755,-68.17684469671066,-63.530643859228064,-64.70055027086977,-62.4691843964285
