,full,mar20_pct_change,apr20_pct_change,may20_pct_change,jun20_pct_change,jul20_pct_change,aug20_pct_change,sep20_pct_change,oct20_pct_change,nov20_pct_change,dec20_pct_change,jan21_pct_change,feb21_pct_change,mar21_pct_change,apr21_pct_change,may21_pct_change
115,65 ST IND,-8.349046261784697,-90.38426681167302,-90.65308052796766,-73.9376572546827,-67.36459595085655,-70.79253648623684,-59.18709528214616,-61.44012644105615,-62.910777188210645,-65.03458068062108,-66.96184189341491,-64.51646848363674,-60.63346251375532,-63.55356171832518,-64.31058944924546
116,66 ST-LINCOLN IRT,-11.690717901389938,-96.46400055304,-97.1916963867812,-94.84683362478141,-87.98345764990337,-85.9417691999791,-81.65862708719852,-80.94842191127564,-84.52695674067596,-85.65101209165609,-84.73208432210824,-88.56957919280927,-82.19259423468216,-84.68079222978811,-81.8020607411021
117,67 AV IND,-1.2386991809794967,-91.46863685651797,-92.57494179278231,-86.6874054503228,-73.45468240020085,-75.78011902847032,-67.85450310211213,-68.1754189728656,-69.43345552208471,-71.57844364278878,-69.4760763777388,-72.05189850781856,-70.08180609895356,-72.24274503317343,-68.24978172293365
118,68ST-HUNTER CO IRT,-3.870577772837173,-91.52559946361055,-93.06070154783754,-84.8233746145579,-73.60754269504865,-73.64596398173236,-75.78074597978542,-72.55950609937518,-74.01105071076742,-72.25938224930508,-57.929297100850754,-78.75559918155174,-73.9175056554954,-75.24728521956715,-71.55718688320233
119,69 ST IRT,6.565639249837145,-89.2456390056602,-89.28934655479279,-81.7708678644832,-70.28662863503547,-64.61103549366558,-57.2609049038201,-60.59576533398047,-59.81150314161431,-54.34622096925762,-54.076119108657075,-65.55119377051291,-55.89086931342899,-52.745688656449644,-51.79570302568014
120,7 AV BMT,-18.709990300678953,-95.31703850194673,-95.7859210750391,-91.31468115967355,-83.40671549666693,-82.72140843608945,-76.47091827192818,-74.47948413589555,-72.81394119469914,-84.74447116198733,-76.32136324251468,-82.48753779521124,-71.60044545201447,-77.92318150917743,-70.8048859783568
121,7 AV IND,-1.8620681745194292,-94.72467738138549,-95.10264601027005,-91.96500722384113,-85.41091840756799,-84.755998532322,-80.99392051515291,-79.93488345290575,-80.86253810206719,-82.75541625426152,-77.56810413639248,-80.77796739155502,-78.83877075188893,-81.34108759389646,-78.44433784328903
122,71 ST BMT,-4.69250947245701,-88.89131324151099,-89.72866146779191,-81.67193772047196,-69.85836433653155,-68.81257205266671,-62.21256038647343,-54.240329655722455,-67.28454152525165,-62.31503086510914,-63.577079324353214,-70.35967200894521,-64.70336391437309,-67.89035865266602,-65.99188120927252
123,72 ST IND,12.448581944143754,-96.08406647116324,-97.20952945690468,-94.08258908833672,-86.82544356916733,-81.82955899880811,-80.59297682576407,-77.42089064970838,-77.74627230505988,-76.95967027464273,-83.64537030061027,-77.81623595863503,-73.10358105506354,-71.60312805474096,-70.28672084830305
124,72 ST IRT,-5.993964768692452,-90.50989957074266,-90.59397163120568,-85.75105975181522,-75.79542263006758,-78.17707060559161,-72.83214077591066,-72.85597204496618,-69.4694670389705,-68.89830545230588,-68.04330766993542,-75.43774451514518,-70.13855228862774,-72.70561345840888,-68.12862669245648
125,72 ST-2 AVE IND,-4.448389986429004,-90.19422756943555,-92.28836145387392,-84.9525097593213,-75.40800342274329,-75.74987637058132,-67.16887459478775,-68.93166827044548,-69.84736986970091,-70.43663540194441,-69.47389431824288,-74.39967418156876,-66.88672572333188,-70.9437262681855,-66.24013682531688
126,74 ST-BROADWAY IRT,7.890232160051354,-90.19598260104588,-91.0883015971989,-84.1845920591301,-74.58793969849246,-67.98387498133678,-62.08210114781214,-64.33585559303492,-58.245257765265144,-57.4989783408255,-58.263996993934185,-66.75524062592264,-59.179929594922896,-55.74507599824056,-54.410283466832944
127,75 AV IND,-2.0338983050847457,-92.5315366972477,-93.02003410059676,-88.00191458809763,-75.59780478243826,-78.98179333235711,-69.9313375446306,-70.44837280221088,-69.66062296606229,-72.11630340810848,-70.87905236907731,-75.76754901499837,-68.93502499038831,-70.2217125382263,-64.4075021312873
128,75 ST-ELDERTS BMT,11.2023684461847,-83.24940487090277,-83.69629461241192,-65.82051458922535,-63.621234814445,-63.40201152231227,-55.37782680639823,-56.356522912263344,-54.624849423507136,-59.76555839727196,-55.02801533470952,-63.22583651784882,-57.179663345929235,-58.86284563266801,-51.634462377813136
129,77 ST BMT,-2.54869517257395,-89.91969630603008,-90.52761581985813,-83.59228104898565,-71.34894903646497,-74.95221712538226,-62.48856668586335,-62.397660818713454,-63.99280883486003,-65.94291008048174,-63.43057176196033,-69.47888641946427,-64.88933901283846,-66.36589283107023,-63.79929344860269
130,77 ST IRT,-4.373189736058418,-90.30587390713535,-91.39854967092576,-85.70957686933467,-74.43141169619832,-73.51859823438504,-68.24765038987222,-67.51012717852096,-66.93051300516301,-66.24076234928043,-69.58422809241675,-69.58769273127753,-62.04584559816845,-66.03850985821603,-61.54604826422037
131,79 ST BMT,0.8035690991155522,-89.65331555464383,-89.73270561601193,-82.74561675062618,-72.17179409077063,-72.63664022601326,-63.99888221321783,-57.21171259019865,-65.98275646632513,-65.93047439833613,-66.11575126169465,-70.69296515450361,-64.48223205735435,-65.35463357095236,-61.38252167425588
132,79 ST IRT,-13.319505534593818,-94.73804455059972,-95.44855295373219,-91.84971627311002,-83.04399188474281,-81.4383893360393,-75.18337559527491,-69.23518383900218,-73.6788659165685,-74.6687426851697,-77.46520466334549,-78.2298748476877,-69.83875040582951,-74.4701178669713,-68.03523970954444
133,8 AV BMT,0.6185171731848085,-95.71071874442661,-95.97887797724204,-92.53539071347679,-83.03210860315858,-79.47281068178428,-75.5765702048104,-74.64709980200924,-76.34088146580831,-76.27873880505459,-76.00084716006309,-76.63019137089239,-70.31568074929052,-70.73434991974318,-67.71583038492999
134,8 ST-NYU BMT,-9.190630961633577,-97.02547189048771,-97.65767125872806,-93.39318600368324,-90.47881294291237,-89.18805216659655,-81.31423660842165,-81.79758545820704,-84.91295938104449,-82.9223535856119,-73.9670774348162,-69.8605911669461,-77.13532649925111,-75.7179207560887,-84.05661445555765
135,80 ST IND,-2.855619859884252,-88.08673563303022,-87.0285914751798,-80.32964288687255,-69.61793440334961,-69.37692977594806,-62.158956109134046,-52.19112627986349,-63.2305634871869,-64.3700123637181,-63.603765127745405,-67.51526538280883,-64.47048679156542,-66.17825718808673,-57.06016488335379
136,81 ST-MUSEUM IND,14.122112848227497,-94.84572165423229,-97.16089798105712,-94.96790249802298,-90.07722570304531,-84.53387036837248,-84.38538597525044,-80.63366381303646,-80.4338682899834,-79.53081302437074,-85.21948239583435,-78.87294312119619,-76.09933476152892,-60.0,-72.2543891328914
137,82 ST-JACKSON H IRT,5.875408244328714,-89.52127264430271,-89.06303418803418,-81.39645328066142,-69.70456444140655,-68.64878842403542,-59.63181547457902,-57.08001531769489,-53.8240455013009,-56.019366125554335,-52.58390982899033,-64.41205662644307,-54.81726189855873,-52.46580139872014,-46.63247863247863
138,85 ST-FOREST PK BMT,8.235674079542308,-84.06728238076117,-85.23682949148112,-65.43551654287644,-62.7661188369153,-61.90945343654703,-54.22331501301707,-56.52655338358673,-55.799098196392784,-56.397499681081776,-57.33654876741694,-65.0699131048476,-56.77565113602455,-54.98148396020167,-51.64930933809752
139,86 ST BMT,-0.038278885605942795,-88.23629303415562,-89.7924471668538,-81.57353422862758,-68.7856348965776,-66.01463040051732,-60.61840100324978,-58.45030948490739,-59.07425599537706,-63.55460478924277,-61.47763708494104,-66.46465134247633,-60.088553820379346,-62.572596257259626,-60.0802641379387
140,86 ST IND,-0.26082921287184163,-93.47369261052295,-94.55225716246133,-90.42073516677118,-77.83917376627552,-73.68877329865626,-70.94600387523792,-70.2443068917702,-67.44129922489424,-67.67470494609448,-60.92664421806402,-64.8616805693011,-70.93373977218033,-78.64419854232058,-71.44077780510855
141,86 ST IRT,-1.8175064718541685,-91.46653656611282,-92.30656570039923,-87.20783174855966,-76.06187333098201,-77.85366507478169,-72.35517248841474,-69.71378764926038,-70.96756191848372,-71.55576296381744,-72.31190963059561,-74.9402936562893,-67.73047699634101,-69.54989228331954,-65.29058540183996
142,86 ST-2 AVE IND,-5.912293473834878,-94.58262746848835,-94.93003848782418,-90.05705305592566,-81.94396167389563,-82.13646654395495,-73.5464780600462,-74.82845463172494,-75.30151882807586,-76.06692975532755,-76.25609306517019,-80.11156111014486,-73.86936650426549,-77.30427922280458,-71.56756951188807
143,88 ST IND,-1.8597914252607186,-87.0204036371701,-85.91595320567284,-77.59910246821241,-64.98843380051707,-65.01928640308583,-57.358948174623436,-51.53009525096264,-60.42268683778118,-61.48744402244771,-60.43295249549008,-63.69569651233938,-61.444004958970424,-64.48769128409847,-53.03574929743154
144,9 AV BMT,4.684877155501297,-87.49597635560238,-86.9640144876738,-78.34990677439403,-64.46357310115101,-61.69810736300839,-55.54161307525802,-53.71775417298937,-62.521328074739166,-58.09110629067246,-59.60872576177285,-68.90263661805862,-62.186588921282805,-61.519328124542774,-56.24488842154457
145,90 ST-ELMHURST IRT,1.9538046990743043,-87.2255489021956,-86.55862449536754,-75.472553146494,-63.06516062045747,-60.818997831945374,-53.39569517641114,-51.97335522281035,-51.27070569548445,-52.81263501512169,-51.88941925218775,-60.17072337934734,-53.31681913046871,-52.638839967124575,-47.283939860397126
146,96 ST IND,3.0202782446979723,-90.0712788259958,-93.17735052979815,-88.26759950699629,-76.96189648226289,-74.27738927738928,-71.60167604091956,-70.8791025341391,-69.57496511609676,-71.09606502557651,-69.50843761850588,-73.63807567197398,-67.20244397771259,-71.07085953878408,-65.32898627159547
147,96 ST IRT,-6.345315154019189,-89.75608894020482,-90.44199571655162,-84.73473610644814,-76.46539717376041,-78.33150503612775,-69.1322612620136,-68.84060245729245,-69.73243170643401,-71.50874201941092,-69.44330800097528,-73.78149368920332,-66.51013685737814,-71.50355366131679,-65.00267342141186
148,96 ST-2 AVE IND,-7.530524212219433,-89.44914564686736,-90.62482429577747,-84.42668665941319,-77.19743455030283,-76.85108511886278,-69.45111525234866,-69.93179124640517,-71.17883240986109,-72.79818992300419,-70.22979866994625,-77.0728808523282,-69.68435108803557,-73.58828315703825,-67.2527490180644
149,9TH STREET PTH,13.367069128787879,-96.38306159924322,-96.15169325496782,-90.39664378337147,-88.28628100970029,-82.9036592606481,-56.37315875613748,-66.05864573943475,-82.14303365788564,-79.91387368139938,-85.27214841119206,-79.72131504463313,-81.85804902242293,-77.54715931222526,-74.30450601735237
150,ALABAMA AV BMT,0.5004481625336122,-75.03982621288921,-78.41851077632812,-58.35883486342514,-61.71525137304605,-63.296051129879025,-53.33766444697092,-53.43607137590326,-51.49609713790113,-50.67182874060578,-49.3844049247606,-58.4668721109399,-52.27053140096618,-55.14844315713251,-50.47214012830678
151,ALLERTON AV IRT,1.9059880051496214,-79.98153332936201,-81.32138517618469,-76.01637201623444,-67.85511766373689,-73.69941237010723,-58.40791675762206,-59.61803746053156,-67.24833445388424,-37.19613051977345,-59.023818189170605,-66.81019360188817,-64.4727922598139,-61.30041103234646,-56.409477521263675
152,AQUEDUCT N.COND IND,0.5702337958563011,-87.9660717441244,-87.64517420905086,-80.77889447236181,-71.63798597833015,-72.08728652751422,-66.78981937602627,-60.411644724643054,-64.12715325874623,-64.99162479061977,-61.09958506224067,-74.20796100731113,-63.882063882063875,-64.71107969605937,-53.54425310372447
153,AQUEDUCT RACETR IND,-19.924327113251355,-99.03283485045513,-98.60730593607306,-98.91532834440427,-98.4986058482877,-97.61860978300845,-97.75290284855066,-60.68438296323262,-63.97791055585732,-63.07179939269272,-67.96911340589821,-71.3551912568306,-57.89304123711341,-66.89694408322497,-48.00228310502283
154,ASTOR PL IRT,-5.535066535986015,-95.76651757303048,-96.0658050629019,-93.04701265850152,-87.94367559605597,-85.97439100562148,-86.14371010912085,-82.54032258064517,-81.15523194715509,-81.56721645545437,-81.79072185225772,-86.13837610685877,-80.67193633611791,-81.80221041026147,-79.06646528412122
155,ASTORIA BLVD BMT,-9.752077959300658,,,,,,,,,,-61.07603855476016,-69.41760146645679,-57.03255260023818,,
156,ASTORIA DITMARS BMT,26.583020491649933,-93.20446410511227,-93.6234038831555,-88.29802704929953,-79.08829758235306,-74.76618315652739,-73.24978151323008,-72.19967672043197,-72.65754312919134,-73.9939506666435,-71.54585351089588,-76.80621333489252,-70.3674145014927,-73.47304915264672,-70.91394087808291
157,ATL AV-BARCLAY BMT,17.917130326634812,-87.85119211428285,-88.02707657594134,-81.76151301840386,-69.71325555290996,-69.1972405142678,-66.37906603268571,-64.09796333739506,-71.43455861307602,-67.00196206671026,-64.79951176868391,-72.10602013560715,-71.8866227753661,-66.6295564284106,-61.187677081063065
158,ATL AV-BARCLAY IRT,-1.1425868400134593,-91.80668276562116,-91.85568371035211,-87.43911406472016,-77.65941932497638,-74.82869867294255,-68.10669970664868,-66.19272398340594,-64.6207801456493,-69.19938683043728,-63.46741774753796,-70.88260146499249,-68.96427549600924,-69.58178253433388,-64.37984810949112
159,ATLANTIC AV BMT,5.903828100552832,-72.77683134582624,-74.18628454452406,-71.30757014293276,-59.96845043077297,-79.54035212099728,-71.86287704853139,-54.92316448491748,-49.3157576977259,-54.02570694087404,-53.79862378879371,-67.6240488693602,-56.09179552841525,-61.05621805792164,-50.11258955987717
160,AVENUE H BMT,1.6005073869571704,-60.596095991044564,-59.002862772799936,-45.81983441324694,-34.65004140080853,-39.3057879606985,-42.974033252381844,-37.41785113862143,-75.58637716941399,-73.85747348785796,-65.95951192457015,-74.7423365915287,-67.60915066279881,-75.94976561953403,-63.39740491504629
161,AVENUE I IND,10.822690330071321,-79.92739507703205,-84.10454832596336,-81.5804813056874,-68.97178281316802,-70.98952725849075,-75.863302916443,-63.95443449959316,-68.57224729565155,-60.80622784029598,-54.710612528541645,-68.41628213579433,-62.56828556461872,-63.00690632194086,-61.71825647504738
162,AVENUE J BMT,-1.137081490840177,-86.13312565852765,-87.44855509332385,-74.54778782693718,-59.89345509893455,-63.21036256270239,-39.451145958986736,-50.26171746478031,-43.62171671965184,-44.521158129175944,-34.103096929883364,-41.892682926829266,-55.5299347131546,-69.58403958037474,-62.70828235189428
163,AVENUE M BMT,-12.739052598675798,-88.4439420851499,-89.39568953373714,-80.53168970240318,-66.53309643518693,-65.12083377050327,-58.76003936382972,-54.5795580988714,-54.57180254300673,-59.61312845165536,-56.50817555938038,-67.80263614290669,-52.04506968868048,-68.06878734054578,-55.726158613889275
164,AVENUE N IND,15.879853309272947,-83.22969296541002,-86.41316310807836,-82.82594881867021,-70.44709584371313,-70.84380610412926,-69.25012272950417,-64.58635703918722,-66.40104951168554,-60.6157495745449,-59.524127790402346,-70.40253427276203,-63.48520620887125,-60.82394092499028,-63.086066475896985
165,AVENUE P IND,12.91459369817579,-80.23346303501945,-83.99537958031188,-79.86843036004811,-68.62683766030653,-69.13034323015371,-69.97044619044188,-63.51222176703537,-66.43548965682172,-61.06473752550548,-58.27970491288652,-69.7682119205298,-62.20549537971972,-58.98054474708171,-63.84521594044792
166,AVENUE U BMT,-1.6546114922546797,-88.59580382357724,-88.91987270378424,-81.35571377943876,-69.73333109570879,-67.90761164626863,-62.64031412848322,-57.32386852011025,-57.00782219829198,-58.252427184466015,-58.26524981755398,-64.17810875804825,-55.15940656565657,-59.116111957180664,-50.781422314648516
167,AVENUE U IND,15.86998087954111,-81.06974841480876,-84.16795732231974,-81.4620663362562,-69.13865084596792,-67.19735345807919,-77.469753262837,-64.80021501523025,-66.52618904274533,-61.33123342175067,-60.259910451021085,-73.65488420686053,-64.58431557441459,-64.50194313765596,-61.56427465152298
168,AVENUE X IND,297.75304493910124,-79.77079857837093,-83.23338784905204,-78.25036249395843,-70.73886565411989,-69.60248363366404,-60.88817174126561,-63.313123657951245,-70.07220771239821,-64.94996064320252,-62.669700417140696,-71.59886134503618,-66.67018636819597,-58.5769202872271,-64.85553334544794
169,B'WAY-LAFAYETTE IND,3.0420583081089694,-96.69503883812982,-96.98801382454593,-96.13129109762266,-87.68648462653918,-83.07244293724408,-79.70615679018202,-80.45401846990312,-80.95036707614435,-79.1725916375023,-79.80383690086978,-85.31942633637549,-80.3446223301046,-77.10187196809619,-77.13949555114347
170,BAY 50 ST BMT,4.50131313748244,-87.27056019070322,-88.12943314379507,-81.3567023693606,-71.85432632475273,-71.14882506527415,-65.89661049043741,-58.384509337009646,-67.26735103771479,-65.8268087360923,-68.14017740293733,-69.97763697353709,-66.31209818819403,-66.54350417163289,-61.234538953045316
171,BAY PKWY BMT,19.885082872928177,-86.20652144352887,-86.30148915788557,-77.20280336756733,-67.59441411986367,-66.45881235629311,-60.53182069018621,-58.96347459049812,-59.11633828149636,-58.42985842985843,-60.085594899006686,-64.85428895067449,-59.272231234331215,-55.932664327867066,-47.65885802200354
172,BAY PKWY IND,112.31204406729194,-80.40582403965304,-85.60766264460754,-78.29984097151944,-67.09632468211113,-68.81431767337808,-76.09964412811388,-64.01730197350636,-68.24102509795615,-59.57446808510638,-57.90598290598291,-67.6309616888194,-77.34380478227332,-57.32651796778191,-62.52021395695982
173,BAY RIDGE AV BMT,17.429760665972946,-73.27833112469541,-76.31976767315113,-82.22217160558503,-70.23721558335669,-67.8301616142297,-62.436891562190496,-61.168183152333434,-64.10022779043281,-66.11912526760169,-62.339522546419104,-67.8712207202559,-68.59016393442623,-63.30312486641303,-62.84361697895533
174,BAY RIDGE-95 ST BMT,-0.5370843989769821,-86.7961274662,-87.64542936288089,-80.26336077959725,-70.13936097892591,-69.41862530341602,-62.09604737994078,-61.36802349979018,-63.447710184552285,-66.27945205479452,-65.18572469045884,-69.89948911594847,-63.846747235793266,-65.05405176550283,-63.24653739612188
175,BAYCHESTER AV IRT,-7.415801640904764,-81.1442723418545,-83.25317388101737,-77.56451693103277,-67.23921989622472,-69.18238993710692,-63.43320642277769,-68.62372938546544,-72.07784454968758,-69.11777412943921,-65.45258757205296,-77.04013450015088,-64.94492044063648,-69.9953826134408,-62.79301529529009
176,BEACH 105 ST IND,-3.662182361733931,-87.4538745387454,-89.38589840788475,-88.6696730552424,-84.27184466019418,-47.526193247962745,-46.887778282598816,-58.17518248175182,-72.42105263157896,-81.1048839071257,-64.83516483516483,-74.31597528684908,-71.21799844840963,-77.19557195571956,-69.67399545109932
177,BEACH 25 ST IND,-0.6471017134524243,-77.30721722251633,-77.6904527998571,-69.50070182474434,-60.588951621831065,-59.45300845350572,-55.88752196836555,-51.97995480003931,-50.03625064733299,-60.33504458254526,-55.74436645733284,-68.03334302607347,-67.70938446014128,-63.905064407976,-58.971152987407336
178,BEACH 36 ST IND,3.0802530802530805,-76.44114322622315,-76.52582159624414,-70.21877205363444,-62.117981520966595,-57.07213578500707,-56.35883905013193,-53.33913043478261,-47.635566916194996,-55.977355977355984,-53.91666666666667,-66.996699669967,-65.2237118397674,-59.018246407233974,-54.71160295103957
179,BEACH 44 ST IND,-5.740181268882175,-76.7379679144385,-75.03299604047514,-67.74876499647142,-55.930118110236215,-56.17720940854076,-51.96944378133206,-70.53274877109074,-79.12433031590615,-55.747780559981784,-54.80796996823564,-62.40673886883273,-62.91208791208791,-59.70793911970382,-57.457105147382315
180,BEACH 60 ST IND,-2.1878418502891077,-73.97772352761672,-75.39933575834256,-68.45544392714204,-61.45619086795557,-57.96128629409928,-54.71570205914753,-65.58389477061277,-49.803716304632296,-58.51213782302271,-54.51963568700421,-65.02006018054163,-65.75331522607445,-63.28959414098261,-56.57124782539934
181,BEACH 67 ST IND,3.9212729055124047,-77.0349452876809,-77.16265553982564,-73.21475110763618,-63.48057662247438,-54.85497394062996,-49.14021613539047,-51.78910369068541,-47.444489301574485,-53.375694996028585,-55.70328259673574,-66.40882285364172,-65.77171467963137,-56.463113307447934,-53.7366813203189
182,BEACH 90 ST IND,1.027631879424526,-83.07027027027027,-85.61103810775296,-88.86517943743938,-81.4023682377525,-64.64433226250573,-57.34858681022881,-62.690681859952214,-85.4605036219386,-78.0461270670148,-63.92558641143166,-71.56028368794325,-11.211573236889691,-74.24864864864865,-65.28690319754709
183,BEACH 98 ST IND,-2.002184200946487,-81.80445451113629,-83.93602225312935,-90.08021913519859,-83.86167146974063,-68.72138076787601,-64.4636251541307,-61.07549857549858,-66.12318840579711,-81.72697957721246,-71.15768463073853,-72.04438753734529,-66.08469539375929,-73.23518308795772,-69.05424200278163
184,BEDFORD AV BMT,18.583261925164237,-96.38457509791421,-95.6855305466238,-91.05915697570912,-83.54066283151586,-77.34196196038198,-68.69066755633739,-66.91531286513033,-68.53128507979892,-69.49881465157435,-75.6833007175473,-77.94842598794374,-71.89723755385187,-75.12353128700245,-66.59485530546624
185,BEDFORD PK BLVD IND,3.161652218255992,-83.38750845350029,-84.19666179660868,-77.74865843005117,-65.80382253343282,-66.33678364049483,-61.120906128118826,-60.86355148804721,-60.41921358554313,-62.862716957438224,-58.23933975240715,-66.4240388204554,-62.820743270570254,-64.27932546521521,-60.18948952937531
186,BEDFORD PK BLVD IRT,12.517293233082707,-83.54672330097087,-83.88674545067897,-76.73217726396916,-63.427188737351514,-64.07984031936128,-65.67106420404573,-60.09251610771518,-66.28259551243177,-66.94547989211141,-53.4562686720923,-71.2225645586507,-68.71859296482413,-65.91322815533981,-61.888993529179444
187,BEDFORD-NOSTRAN IND,-1.021734751799022,-91.51101012463661,-91.05706773894215,-86.93892130015477,-78.23993270949427,-76.923954155817,-69.80078386775786,-68.15861655555757,-67.48817173928396,-71.76768966901435,-70.91902775780238,-74.612287503728,-70.51151604846915,-74.70845724596519,-63.80490256727498
188,BERGEN ST IND,11.3385804398477,-93.85693058798556,-94.41335997716244,-90.61979706593787,-81.78707701126775,-81.13432274444044,-77.38120869838852,-74.29061318567032,-75.95652919375898,-77.39837876804026,-75.86762567307315,-82.54277750696815,-78.74925034133395,-76.79615085261446,-69.23208678275763
189,BERGEN ST IRT,27.79205285858493,-94.38773483735156,-94.70465217219744,-88.83593298671289,-82.74234158623584,-82.13775627735545,-82.35589553392056,-82.4658665329834,-74.93189135639395,-78.75954495870344,-78.3335118346364,-81.27134430301149,-78.80506983591253,-77.44767049291019,-71.43984532217969
190,BEVERLEY ROAD BMT,-15.675068386088315,-86.71616067877503,-85.40647921760392,-79.01818955430274,-64.72594246031747,-65.89374509290762,-63.4302928539681,-58.766248893444526,-58.12124974136147,-67.29109192845065,-61.3069854045288,-73.08112537558044,-55.95782888258124,-69.34906535861063,-55.36369193154034
191,BEVERLY RD IRT,1.394079832560921,-81.35624675228269,-83.04564775457402,-76.88594338078875,-66.23779946761313,-58.62155893919532,-60.68386721508995,-59.482792144662646,-61.124945071041445,-62.20003697541136,-56.02855493149966,-65.40105319392505,-61.026945335250105,-62.61598990423873,-59.02051376824986
192,BLEECKER ST IRT,-8.786321611358758,-95.00038360228116,-94.83550565326632,-92.20903992671538,-85.39595984632544,-82.98301438623224,-80.59420467049762,-77.67992646901652,-78.47357319845186,-78.210015029078,-79.67809867629362,-82.35664289341783,-76.4019140921072,-81.25548764374429,-76.44079773869346
193,BOROUGH HALL BMT,-18.49837459364841,-95.2383866821715,-96.13961813842482,-90.578073089701,-79.71518463321742,-77.99930045470444,-64.04442812557372,-71.8742042271454,-75.06493506493507,-80.5537004432032,-75.71403842824995,-79.47395564724084,-70.20019943238475,-75.6472244323398,-70.49522673031026
194,BOROUGH HALL IRT,-6.540259006167294,-93.38221126530935,-94.06642777979334,-84.11146058580697,-79.89533000124607,-81.45244407375414,-78.22144059681689,-75.95833559377205,-78.4021741343159,-79.33844982874541,-75.7975318301444,-83.48036014431467,-78.35438458173807,-79.87046030561882,-76.96994697109005
195,BOTANIC GARDEN BMT,-8.38585621194317,-88.4398184032776,-91.4190502638156,-80.7948094079481,-78.62414338429099,-75.6639033300548,-78.78882634980195,-71.94522471910112,-74.11290322580645,-76.60700213891704,-68.7873844480696,-79.64812173086068,-74.35867537313433,-75.40693167976968,-71.20244376562066
196,BOWERY BMT,-9.540055597675007,-91.4282747520897,-94.36694065304275,-89.83043854944512,-87.60117302052785,-85.62074186222559,-74.97359638376072,-73.66845544482167,-75.30757296965761,-77.02179750434371,-78.27120096607067,-81.1301934252754,-74.48898821995623,-69.42007164737034,-75.13008068773094
197,BOWLING GREEN IRT,-4.144662852672241,-94.00744381623434,-94.94835359242138,-91.38058162640439,-87.01653035902498,-84.6298636693646,-81.12114404485573,-75.14421465843267,-81.06899757802546,-79.8885011438139,-80.84392403255748,-85.8022863616468,-81.03642867618458,-81.63309372957922,-82.69131997945557
198,BRIARWOOD IND,-2.0844022575679837,-89.77783568962148,-90.58704122057428,-83.32025264416788,-68.0866724939044,-72.37052162613699,-64.7008975000963,-62.37782835720979,-64.37919135360374,-68.19455628925752,-63.41613541437678,-70.46500082740361,-65.61210453920219,-66.7242165613395,-63.36640146678454
199,BRIGHTON BEACH BMT,3.933078509889577,-86.78470516781537,-87.87834145818825,-81.09829099185623,-69.11531358114611,-60.804328638857974,-52.85474642782254,-58.98518968293778,-59.69456404736275,-59.57265554081419,-51.42702973540692,-65.14396702547222,-58.81408619255411,-63.12023026750112,-58.8243959929287
200,BROAD CHANNEL IND,-7.498689040377557,-85.84117032392894,-86.48648648648648,-84.8694725625999,-73.56389214536928,-68.59375,-63.53919239904988,-60.40609137055838,-64.51781970649894,-66.36982713462545,-69.37354988399072,-75.50655542312276,-64.05895691609977,-66.19644723092999,-64.60989291177971
201,BROAD ST BMT,-3.2524754820675605,-94.24630047654878,-94.61936404584578,-90.27784705941039,-86.50647948164148,-86.17331827576655,-75.9187592748858,-80.1675917327171,-82.9452069414502,-81.0554186067744,-81.80984688732008,-84.81549907624706,-79.69932175999608,-80.70228241785804,-77.98242875618784
202,BROADWAY BMT,43.45265245413981,-91.61310748773151,-92.93229711552831,-88.36915297092288,-79.17458770005686,-70.170251415541,-69.93050974857722,-68.37235085923841,-65.40658950297504,-69.28183295053498,-70.72066517518981,-75.13731389886317,-69.42186463171865,-63.213550736108914,-65.2204453743835
203,BROADWAY IND,13.166375721767153,-81.32073017387157,-84.75076165164971,-75.79442634817227,-66.45591851071303,-65.88922290176566,-59.193519985913014,-59.045474177824396,-59.19788372658721,-62.00099058940069,-62.16463293453634,-65.70849811903155,-62.999110056363094,-53.830811256124534,-57.51280222985674
204,BROADWAY JCT IND,-12.854596384008149,-81.20558686596424,-78.04869309733245,-78.28092435944586,-63.33519103350053,-65.13060975171572,-56.65863148101159,-53.07835334596069,-56.015417430677694,-56.394498676046325,-56.15082750383894,-55.63681413099948,-57.32569692010987,-64.03130720555804,-58.08595639477597
205,BRONX PARK EAST IRT,2.2262964903090623,-83.79454014053852,-84.09975125964667,-76.8286482167502,-70.47454313002933,-72.10376687988628,-58.88794632528727,-59.76149259472976,-66.7826983820022,-63.125122894409124,-58.18277035873265,-69.74458454574847,-62.182936202920835,-62.20384304458678,-57.3378404234964
206,BROOK AV IRT,-4.34497587581288,-77.42664256857326,-75.3415300546448,-69.41640139457328,-25.703855997985986,-61.00701536275641,-56.56702082958161,-53.52171376177378,-53.89005388474505,-62.521258503401356,-52.11387949007143,-60.92627022227155,-58.95994956002083,-57.439400382734426,-43.80278191753602
207,BROOKLYN BRIDGE IRT,-8.201233228358959,-93.58646597999162,-95.03568274018431,-90.2187692071297,-89.12933408943616,-92.27829306741944,-86.48558311459777,-85.43203557940066,-84.4155215011223,-83.862364738848,-82.55946325630964,-85.99227667991653,-80.91462945879458,-82.59993916924924,-80.97207131858082
208,BUHRE AV IRT,-0.4707642219191342,-85.51373954599761,-86.68065248105493,-79.16748285994123,-67.3216885007278,-67.36178244257239,-59.197091997647945,-63.052122050306856,-61.843091529940864,-64.31968744691694,-62.09245458779693,-70.09688847155235,-63.071346476880905,-64.4563918757467,-60.350216209273455
