,full,ENTRIES_19_x,EXITS                                                               _19_x,change_19_x,ENTRIES_20_x,EXITS                                                               _20_x,change_20_x,diff_x,pct_change,mar20_pct_change,ENTRIES_19_y,EXITS                                                               _19_y,change_19_y,ENTRIES_20_y,EXITS                                                               _20_y,change_20_y,diff_y,apr20_pct_change,ENTRIES_19_x,EXITS                                                               _19_x,change_19_x,ENTRIES_20_x,EXITS                                                               _20_x,change_20_x,diff_x,may20_pct_change,ENTRIES_19_y,EXITS                                                               _19_y,change_19_y,ENTRIES_20_y,EXITS                                                               _20_y,change_20_y,diff_y,jun20_pct_change,ENTRIES_19_x,EXITS                                                               _19_x,change_19_x,ENTRIES_20_x,EXITS                                                               _20_x,change_20_x,diff_x,jul20_pct_change,ENTRIES_19_y,EXITS                                                               _19_y,change_19_y,ENTRIES_20_y,EXITS                                                               _20_y,change_20_y,diff_y,aug20_pct_change,ENTRIES_19_x,EXITS                                                               _19_x,change_19_x,ENTRIES_20_x,EXITS                                                               _20_x,change_20_x,diff_x,sep20_pct_change,ENTRIES_19_y,EXITS                                                               _19_y,change_19_y,ENTRIES_20_y,EXITS                                                               _20_y,change_20_y,diff_y,oct20_pct_change,ENTRIES_19_x,EXITS                                                               _19_x,change_19_x,ENTRIES_20_x,EXITS                                                               _20_x,change_20_x,diff_x,nov20_pct_change,ENTRIES_19_y,EXITS                                                               _19_y,change_19_y,ENTRIES_20_y,EXITS                                                               _20_y,change_20_y,diff_y,dec20_pct_change,ENTRIES_20_x,EXITS                                                               _20_x,change_20_x,ENTRIES_21_x,EXITS                                                               _21_x,change_21_x,diff_x,jan21_pct_change,ENTRIES_20_y,EXITS                                                               _20_y,change_20_y,ENTRIES_21_y,EXITS                                                               _21_y,change_21_y,diff_y,feb21_pct_change,ENTRIES_20,EXITS                                                               _20,change_20,ENTRIES_21_x,EXITS                                                               _21_x,change_21_x,diff_x,mar21_pct_change,ENTRIES_19_x,EXITS                                                               _19_x,change_19_x,ENTRIES_21_y,EXITS                                                               _21_y,change_21_y,diff_y,apr21_pct_change,ENTRIES_19_y,EXITS                                                               _19_y,change_19_y,ENTRIES_21,EXITS                                                               _21,change_21,diff,may21_pct_change
60,225 ST IRT,80393240322.0,27320666646.0,24867.0,80443393710.0,27334305600.0,24059.0,-808.0,-3.2492862025978204,-3.2492862025978204,80398389902.0,27321992372.0,25349.0,80445852136.0,27335143367.0,5248.0,-20101.0,-79.29701368890292,80402401468.0,27323008633.0,24550.0,80446603659.0,27335559342.0,4634.0,-19916.0,-81.12423625254583,80406284356.0,27324067058.0,22743.0,78493101475.0,26671753639.0,5477.0,-17266.0,-75.91786483753242,80417861615.0,27327164607.0,20545.0,72609142250.0,24673204918.0,5421.0,-15124.0,-73.614018009248,78453410497.0,26659863489.0,22426.0,53008676507.0,18014617177.0,5389.0,-17037.0,-75.96985641665923,80419220880.0,27327619785.0,21112.0,78488694527.0,26671281018.0,7928.0,-13184.0,-62.44789693065555,60809127462.0,20664198286.0,19700.0,78490186325.0,26671989165.0,9732.0,-9968.0,-50.598984771573605,80426464237.0,27329540912.0,24806.0,56925381207.0,19344974441.0,8172.0,-16634.0,-67.05635733290333,80364527761.0,27310949593.0,23941.0,76546509621.0,26011310738.0,9220.0,-14721.0,-61.488659621569695,80434998728.0,27331911983.0,18252.0,78494907680.0,26674137445.0,7554.0,-10698.0,-58.612754766600915,84362439756.0,28666274872.0,23350.0,70648617041.0,24008779163.0,7629.0,-15721.0,-67.32762312633834,80443393710.0,27334305600.0,24059.0,80459657418.0,27341854050.0,9596.0,-14463.0,-60.11471798495366,80398389902.0,27321992372.0,25349.0,80462127701.0,27343248013.0,9887.0,-15462.0,-60.99648901337331,80402401468.0,27323008633.0,24550.0,80463842837.0,27343992290.0,10590.0,-13960.0,-56.86354378818738
61,23 ST BMT,6360804630.0,1592533757.0,147182.0,6467794348.0,1543106797.0,128063.0,-19119.0,-12.990039542878884,-12.990039542878884,6144359803.0,1421079741.0,149608.0,5277563516.0,1437037560.0,5066.0,-144542.0,-96.6138174429175,6252452335.0,1432610064.0,148342.0,5380096822.0,1386766069.0,4951.0,-143391.0,-96.66244219438865,6275991513.0,1445457639.0,119987.0,5619176466.0,1404065369.0,8890.0,-111097.0,-92.59086401026778,6037786120.0,1422734817.0,115961.0,6009692642.0,1423389305.0,13493.0,-102468.0,-88.36419140918068,6326987129.0,1474302828.0,129202.0,2554650401.0,1265980845.0,16491.0,-112711.0,-87.23626569248154,5982463779.0,1195967582.0,107217.0,5413306336.0,1375792800.0,21076.0,-86141.0,-80.34266953934544,4625333848.0,1230439664.0,122504.0,5710773193.0,1447045475.0,23561.0,-98943.0,-80.7671586233919,6391214307.0,1503136187.0,144685.0,6050959122.0,1507912194.0,23372.0,-121313.0,-83.84628676089436,6318532262.0,1497747048.0,146235.0,5959233828.0,1474467571.0,22520.0,-123715.0,-84.60012992785585,6569842951.0,1545320798.0,96956.0,5852502061.0,1466121977.0,17801.0,-79155.0,-81.64012541771525,4185989853.0,1194272381.0,119393.0,5761295109.0,1420631020.0,17833.0,-101560.0,-85.06361344467432,6467794348.0,1543106797.0,128063.0,5593711510.0,1427140034.0,23086.0,-104977.0,-81.97293519595824,6144359803.0,1421079741.0,149608.0,5863972116.0,1431771969.0,24018.0,-125590.0,-83.94604566600717,6252452335.0,1432610064.0,148342.0,6165515866.0,1459322084.0,27117.0,-121225.0,-81.71994445268366
62,23 ST IND,64494318697.0,64063370157.0,281298.0,68240739132.0,88747437311.0,288709.0,7411.0,2.6345725885004514,2.6345725885004514,59851604769.0,61594073735.0,280744.0,64577314092.0,78409532299.0,17000.0,-263744.0,-93.94466132847008,35333130493.0,24401021697.0,248598.0,64606052183.0,80999545140.0,15139.0,-233459.0,-93.91024867456697,65130524150.0,55545880055.0,257848.0,59560513604.0,73127269506.0,23488.0,-234360.0,-90.8907573454128,64962183524.0,55094471717.0,260862.0,64013373241.0,79597062834.0,42162.0,-218700.0,-83.83743128550728,65295184834.0,55615284051.0,284205.0,65023549624.0,82612819570.0,50338.0,-233867.0,-82.28813708414701,64568165863.0,55245239811.0,251175.0,64893070520.0,81809630046.0,58173.0,-193002.0,-76.83965362794865,63276192508.0,55597220926.0,304822.0,66157311648.0,85209696039.0,67909.0,-236913.0,-77.72175236695514,60457711358.0,57035257990.0,327822.0,65670861544.0,84052438228.0,67606.0,-260216.0,-79.37722300516744,59627669766.0,56577339605.0,317056.0,65430001361.0,83154962130.0,66491.0,-250565.0,-79.0286258578926,56906505726.0,55080766728.0,209445.0,63321930198.0,78381457866.0,45286.0,-164159.0,-78.37809448781303,66032204984.0,83332031289.0,295085.0,59893590130.0,76313385912.0,52953.0,-242132.0,-82.05500110137757,68240739132.0,88747437311.0,288709.0,66314107157.0,84989334489.0,66123.0,-222586.0,-77.09700771364938,59851604769.0,61594073735.0,280744.0,62006780564.0,82617029187.0,65918.0,-214826.0,-76.52024620294645,35333130493.0,24401021697.0,248598.0,66770553552.0,85590092028.0,75191.0,-173407.0,-69.75398032164378
63,23 ST IRT,79271377279.0,65142691273.0,259867.0,83513290759.0,63821093604.0,253108.0,-6759.0,-2.6009458684634836,-2.6009458684634836,84480783092.0,64740487484.0,294764.0,81159300289.0,62045389824.0,15392.0,-279372.0,-94.77819543770609,85259993714.0,65213646345.0,277381.0,77133376992.0,58930462907.0,13897.0,-263484.0,-94.98992360688007,85264772081.0,65216326658.0,210981.0,72960843460.0,55762825881.0,20900.0,-190081.0,-90.09389471089814,83288786374.0,63691717259.0,196380.0,70949453538.0,54226538667.0,30840.0,-165540.0,-84.29575313168347,85353750456.0,65252942960.0,225683.0,73097529122.0,55851000694.0,35988.0,-189695.0,-84.05373909421623,87367930099.0,66820558940.0,229959.0,58565532030.0,44680240702.0,38943.0,-191016.0,-83.06524206488983,85365506195.0,65299687443.0,259608.0,74821101540.0,57245874742.0,50122.0,-209486.0,-80.69319897691905,81322805925.0,62171125937.0,279822.0,73284629788.0,55934903067.0,52059.0,-227763.0,-81.3956729635268,77410304064.0,59138270911.0,259677.0,73326488603.0,55981719692.0,48256.0,-211421.0,-81.41691408942648,85543147489.0,65384470406.0,154238.0,75358863929.0,57565963906.0,34999.0,-119239.0,-77.3084453895927,85560170552.0,65386636116.0,265302.0,79103804619.0,60501287901.0,39070.0,-226232.0,-85.27338655569879,83513290759.0,63821093604.0,253108.0,81329865918.0,62209745835.0,50044.0,-203064.0,-80.22820298054584,84480783092.0,64740487484.0,294764.0,83341305850.0,63766981614.0,51772.0,-242992.0,-82.43611838623441,85259993714.0,65213646345.0,277381.0,85459999230.0,65391412377.0,58179.0,-219202.0,-79.02560016727894
64,231 ST IRT,1979169462.0,115032436.0,64158.0,2066501242.0,90766598.0,63245.0,-913.0,-1.4230493469247794,-1.4230493469247794,1944158884.0,112919734.0,65042.0,2050981864.0,90535114.0,11881.0,-53161.0,-81.73334153316318,1715911732.0,99725472.0,57519.0,2036571172.0,90280914.0,11491.0,-46028.0,-80.02225351622943,1963228738.0,115701944.0,59308.0,1932311040.0,85521777.0,14796.0,-44512.0,-75.05226950832939,1973848560.0,116155234.0,52721.0,2003613066.0,89021358.0,19042.0,-33679.0,-63.88156522069005,1981846938.0,119646089.0,54440.0,2032505966.0,90006710.0,20725.0,-33715.0,-61.930565760470245,1992776251.0,119161210.0,55363.0,2053094658.0,91960626.0,22904.0,-32459.0,-58.62940953344291,1987644620.0,122532999.0,60792.0,2035170634.0,91636685.0,27290.0,-33502.0,-55.1092248980129,3333032149.0,183463618.0,64390.0,2139895393.0,97011407.0,27512.0,-36878.0,-57.27286845783507,2024656199.0,125838587.0,71863.0,2091362222.0,95262284.0,26404.0,-45459.0,-63.25786566104949,2099877770.0,115178357.0,50771.0,2093625397.0,95750505.0,21372.0,-29399.0,-57.905103307005966,2043469610.0,89869673.0,60984.0,1382807010.0,62929946.0,17241.0,-43743.0,-71.72865013774104,2066501242.0,90766598.0,63245.0,2100237850.0,96609077.0,19037.0,-44208.0,-69.89959680607163,1944158884.0,112919734.0,65042.0,2066163514.0,94331022.0,24176.0,-40866.0,-62.830171273946064,1715911732.0,99725472.0,57519.0,2087274630.0,96481265.0,27834.0,-29685.0,-51.60903353674438
65,233 ST IRT,4109036964.0,248961201.0,29019.0,4170017704.0,268532876.0,29286.0,267.0,0.9200868396567765,0.9200868396567765,4115146888.0,250826837.0,30041.0,4172994234.0,269675966.0,6290.0,-23751.0,-79.0619486701508,4119870267.0,252314055.0,29411.0,4169574431.0,266640596.0,6025.0,-23386.0,-79.51446737615177,4124499988.0,254059262.0,26416.0,4181628299.0,269923483.0,7362.0,-19054.0,-72.1305269533616,4126109693.0,252422939.0,24957.0,3857930847.0,241044603.0,7657.0,-17300.0,-69.3192290740073,4134737612.0,257245817.0,27967.0,3061380160.0,202948707.0,7710.0,-20257.0,-72.43179461508205,4140354031.0,259040625.0,25771.0,4160326806.0,263668189.0,11161.0,-14610.0,-56.691630126886814,3137973212.0,200374334.0,24528.0,4173128140.0,267121500.0,13441.0,-11087.0,-45.20140247879974,4149286404.0,261890736.0,30025.0,3242111767.0,201669681.0,11208.0,-18817.0,-62.67110741049125,4155207667.0,263696623.0,28962.0,4186508153.0,276581240.0,12571.0,-16391.0,-56.5948484220703,4159653048.0,265082439.0,22653.0,4179658873.0,270114823.0,10484.0,-12169.0,-53.719154195912246,3904114055.0,265143165.0,28390.0,3844816531.0,238374918.0,9921.0,-18469.0,-65.05459668897498,4170017704.0,268532876.0,29286.0,4184008442.0,272131508.0,13159.0,-16127.0,-55.067267636413305,4115146888.0,250826837.0,30041.0,4195127656.0,280630792.0,13215.0,-16826.0,-56.01011950334542,4119870267.0,252314055.0,29411.0,3935724103.0,220572335.0,14569.0,-14842.0,-50.464112066913735
66,238 ST IRT,949805378.0,42325760.0,23644.0,999805329.0,46818385.0,23442.0,-202.0,-0.8543393672813399,-0.8543393672813399,956348842.0,43051956.0,25597.0,994175412.0,44772359.0,3724.0,-21873.0,-85.4514200882916,842907077.0,38139741.0,23049.0,984787270.0,44232110.0,3579.0,-19470.0,-84.47221137576467,962493283.0,43642267.0,22942.0,976942956.0,43934790.0,5031.0,-17911.0,-78.07078720251069,990713869.0,45180645.0,21035.0,998261642.0,45564138.0,6664.0,-14371.0,-68.31946755407654,969458573.0,44234054.0,22863.0,985744830.0,45563187.0,7975.0,-14888.0,-65.118313432183,975310117.0,44919742.0,23339.0,986184935.0,46119198.0,9276.0,-14063.0,-60.25536655383692,978440560.0,45104618.0,26453.0,974181758.0,46067117.0,10512.0,-15941.0,-60.26159603825653,981769648.0,45325455.0,27294.0,982932739.0,45876068.0,10406.0,-16888.0,-61.874404631054446,990557822.0,46676370.0,26514.0,979737303.0,46128264.0,9728.0,-16786.0,-63.309949460662295,990715394.0,46007852.0,20638.0,961711489.0,45933000.0,7737.0,-12901.0,-62.51090221920729,979460835.0,44340132.0,23966.0,586725162.0,29349294.0,6201.0,-17765.0,-74.12584494700826,999805329.0,46818385.0,23442.0,968143154.0,47008093.0,8684.0,-14758.0,-62.95537923385377,956348842.0,43051956.0,25597.0,1009302154.0,48331239.0,9012.0,-16585.0,-64.79274915029106,842907077.0,38139741.0,23049.0,1018375016.0,48612714.0,10364.0,-12685.0,-55.03492559330123
67,25 AV BMT,378292643.0,106887992.0,30342.0,442747617.0,122062659.0,30191.0,-151.0,-0.4976600092281326,-0.4976600092281326,384644300.0,108403692.0,31966.0,439516573.0,121440267.0,3088.0,-28878.0,-90.33973596946755,389136147.0,109478035.0,33115.0,438004644.0,121169975.0,2648.0,-30467.0,-92.00362373546731,394179317.0,110665547.0,28483.0,442583507.0,122265604.0,4297.0,-24186.0,-84.91380823649195,400051827.0,112066900.0,25637.0,441609844.0,122169028.0,6914.0,-18723.0,-73.03116589304521,404690718.0,113212742.0,28425.0,459618482.0,126870550.0,7998.0,-20427.0,-71.86279683377309,410551225.0,114650459.0,27432.0,450403657.0,124407550.0,9713.0,-17719.0,-64.59244677748615,415828781.0,115823697.0,28006.0,418638372.0,117627430.0,11850.0,-16156.0,-57.68763836320788,420985672.0,117031162.0,32598.0,423530495.0,118276626.0,10219.0,-22379.0,-68.65145100926438,427300921.0,118475858.0,31306.0,425887198.0,118230805.0,10013.0,-21293.0,-68.0157158372197,431943278.0,119585149.0,24066.0,441746524.0,123120625.0,8353.0,-15713.0,-65.29128230698912,436648344.0,120670861.0,29158.0,412728601.0,114380023.0,7983.0,-21175.0,-72.62157898346938,442747617.0,122062659.0,30191.0,441609137.0,122886659.0,9692.0,-20499.0,-67.89771786293929,384644300.0,108403692.0,31966.0,458590540.0,127459890.0,9646.0,-22320.0,-69.82418819996245,389136147.0,109478035.0,33115.0,464324557.0,128851874.0,10831.0,-22284.0,-67.29276762796316
68,25 ST BMT,840559454.0,867907227.0,22545.0,764357479.0,866838317.0,21696.0,-849.0,-3.7658017298735866,-3.7658017298735866,837499922.0,842195384.0,23223.0,864387307.0,782615217.0,3369.0,-19854.0,-85.49283038367136,768243392.0,677699665.0,22405.0,859514520.0,779104363.0,3311.0,-19094.0,-85.22204864985494,742673572.0,605442761.0,20267.0,843367470.0,782272573.0,4573.0,-15694.0,-77.43622637785563,851349165.0,871107231.0,18878.0,843495769.0,792847038.0,6464.0,-12414.0,-65.75908464879754,855335330.0,880458894.0,21389.0,852292889.0,829148210.0,7127.0,-14262.0,-66.67913413436814,818469568.0,877994275.0,20683.0,861352172.0,826980226.0,8104.0,-12579.0,-60.818063143644544,862340806.0,874437579.0,23766.0,629297089.0,451424608.0,8748.0,-15018.0,-63.19111335521333,869263151.0,893264680.0,25501.0,896848963.0,875143546.0,9405.0,-16096.0,-63.11909336888749,870866730.0,864486212.0,24139.0,807297421.0,682693226.0,8478.0,-15661.0,-64.87841252744522,875382558.0,891197450.0,18780.0,883887320.0,877519577.0,7229.0,-11551.0,-61.50692225772097,881299398.0,903359344.0,23139.0,883296656.0,882144576.0,8191.0,-14948.0,-64.60089027183542,764357479.0,866838317.0,21696.0,898242935.0,922014785.0,9336.0,-12360.0,-56.969026548672566,837499922.0,842195384.0,23223.0,870167980.0,862485841.0,9196.0,-14027.0,-60.4013262713689,768243392.0,677699665.0,22405.0,886760611.0,882040880.0,9868.0,-12537.0,-55.95625976344566
69,28 ST BMT,1562877464.0,1928750603.0,80551.0,1511792134.0,2015676762.0,73395.0,-7156.0,-8.883812739754939,-8.883812739754939,1358236267.0,1831450577.0,79821.0,1378698713.0,1767330050.0,2348.0,-77473.0,-97.05841821074654,1359390427.0,1836488243.0,80672.0,1349558163.0,1766437075.0,2165.0,-78507.0,-97.3162931376438,1388753192.0,1875693047.0,68786.0,1251903762.0,1592632321.0,3965.0,-64821.0,-94.23574564591632,1382064795.0,1869595982.0,62320.0,1432534905.0,1863338273.0,7932.0,-54388.0,-87.27214377406932,1416896267.0,1907724085.0,75062.0,1453853519.0,1921041837.0,10154.0,-64908.0,-86.47251605339586,1026752859.0,1349090468.0,59135.0,1247489033.0,1719288484.0,13116.0,-46019.0,-77.82024181956541,1289491456.0,1773931839.0,68881.0,1296970042.0,1771400927.0,14577.0,-54304.0,-78.8374152523918,1448242428.0,1945288590.0,78369.0,1524953244.0,2011081071.0,14966.0,-63403.0,-80.90316324056707,1472528782.0,1970711392.0,83175.0,1463943922.0,1946419465.0,14463.0,-68712.0,-82.61136158701532,1481028152.0,1969513521.0,61511.0,1497722539.0,1963944314.0,11537.0,-49974.0,-81.24400513729252,1250635282.0,1744419900.0,66174.0,1458620018.0,1887228823.0,11251.0,-54923.0,-82.9978541421102,1511792134.0,2015676762.0,73395.0,1468330469.0,1930232083.0,14501.0,-58894.0,-80.24252333265208,1358236267.0,1831450577.0,79821.0,1520940245.0,2014345687.0,16341.0,-63480.0,-79.52794377419477,1359390427.0,1836488243.0,80672.0,1527525288.0,2024036895.0,17966.0,-62706.0,-77.729571598572
70,28 ST IRT,69780960086.0,90732271264.0,205569.0,23429163892.0,30063024880.0,195027.0,-10542.0,-5.128205128205128,-5.128205128205128,26755106353.0,33840622557.0,215186.0,3209006637.0,2501498572.0,14740.0,-200446.0,-93.15011199613357,25647826050.0,32455781535.0,213958.0,3207077921.0,1961553081.0,13151.0,-200807.0,-93.85346656820498,22064012037.0,27975422645.0,180798.0,2912324987.0,2756672451.0,18666.0,-162132.0,-89.67577074967643,15182938035.0,20024980377.0,164250.0,2974379455.0,3127553585.0,27990.0,-136260.0,-82.95890410958904,26877820294.0,34218185277.0,195703.0,2893925184.0,3068867826.0,33890.0,-161813.0,-82.6829430310215,17514953909.0,24046312278.0,179807.0,2450834015.0,2377869950.0,35103.0,-144704.0,-80.4774007686019,24487820248.0,31442961777.0,204367.0,2833953127.0,3302989673.0,43971.0,-160396.0,-78.48429540972857,27054824096.0,34564171691.0,214614.0,2675638208.0,1773034984.0,45477.0,-169137.0,-78.80986328944057,24466187021.0,31489219250.0,208256.0,2736678861.0,3151243205.0,42954.0,-165302.0,-79.3744237861094,18691605282.0,24341084620.0,142882.0,2692075812.0,2975644689.0,30948.0,-111934.0,-78.34016881062695,24585372297.0,31294758877.0,203163.0,2659787179.0,2676353820.0,33800.0,-169363.0,-83.36311237774595,23429163892.0,30063024880.0,195027.0,2733718006.0,2771867427.0,44765.0,-150262.0,-77.04676788342127,26755106353.0,33840622557.0,215186.0,2713135604.0,3448511062.0,47107.0,-168079.0,-78.10870595670723,25647826050.0,32455781535.0,213958.0,2603685348.0,3780946884.0,51056.0,-162902.0,-76.13737275540059
71,3 AV 138 ST IRT,941945924.0,797193209.0,49649.0,579918952.0,324507153.0,40785.0,-8864.0,-17.853330379262424,-17.853330379262424,932887816.0,811488558.0,51414.0,584127934.0,326873590.0,8774.0,-42640.0,-82.93460925039872,848495831.0,719212687.0,55857.0,585345407.0,327865936.0,8104.0,-47753.0,-85.4915229962225,857362061.0,725407545.0,47370.0,573613672.0,322088767.0,10182.0,-37188.0,-78.50538315389487,626129031.0,533808804.0,31990.0,584746217.0,330567137.0,12437.0,-19553.0,-61.12222569552985,530250887.0,297175791.0,36687.0,591580198.0,332774808.0,15559.0,-21128.0,-57.58988197454139,537852390.0,301481810.0,36212.0,593780555.0,334498533.0,14522.0,-21690.0,-59.897271622666516,544324181.0,305332409.0,41035.0,593671681.0,336758061.0,15349.0,-25686.0,-62.59534543682223,564357836.0,316563308.0,41827.0,585384932.0,331568686.0,17011.0,-24816.0,-59.330097783728206,559205032.0,313436731.0,42228.0,602783154.0,341981947.0,16844.0,-25384.0,-60.11177417827034,565352727.0,316802354.0,31437.0,605185422.0,343987689.0,12056.0,-19381.0,-61.65028469637688,570337888.0,320121884.0,40427.0,607368796.0,345813846.0,12399.0,-28028.0,-69.32990328245974,579918952.0,324507153.0,40785.0,610414874.0,348399810.0,16877.0,-23908.0,-58.61959053573618,932887816.0,811488558.0,51414.0,600598297.0,343059516.0,15142.0,-36272.0,-70.54887773758121,848495831.0,719212687.0,55857.0,615899340.0,353068826.0,17293.0,-38564.0,-69.04058578154931
72,3 AV BMT,761958193.0,834171959.0,30567.0,757769036.0,892395525.0,35572.0,5005.0,16.37386724245101,16.37386724245101,1026482099.0,1086393100.0,41089.0,943497621.0,962256856.0,3811.0,-37278.0,-90.72501156027161,949406272.0,937102771.0,33861.0,832555191.0,943202491.0,3442.0,-30419.0,-89.83491332211099,904770286.0,854825275.0,26946.0,1043534619.0,1060199109.0,6231.0,-20715.0,-76.87597417056334,1023197016.0,1067991773.0,29381.0,939773683.0,758974112.0,7457.0,-21924.0,-74.61965215615534,947472213.0,924922805.0,27187.0,1055409553.0,1088548141.0,9096.0,-18091.0,-66.54283297164085,941493642.0,885433128.0,25314.0,1056728417.0,1090956392.0,10770.0,-14544.0,-57.45437307418819,913108037.0,947317272.0,28382.0,1080808107.0,1128991137.0,12073.0,-16309.0,-57.462476217320834,796370496.0,949530976.0,34260.0,1118983284.0,1171533160.0,12454.0,-21806.0,-63.64856976065383,806880267.0,963836389.0,34797.0,1080109288.0,1141660390.0,10885.0,-23912.0,-68.71856769261719,835502739.0,975245258.0,27753.0,1085001130.0,1128232775.0,8258.0,-19495.0,-70.24465823514575,806021440.0,957586086.0,35056.0,1027388046.0,1043647928.0,9219.0,-25837.0,-73.7020766773163,757769036.0,892395525.0,35572.0,1081559794.0,1136542371.0,11672.0,-23900.0,-67.18767569998876,1026482099.0,1086393100.0,41089.0,1095264218.0,1149024022.0,11561.0,-29528.0,-71.86351578281291,949406272.0,937102771.0,33861.0,1104381645.0,1175303562.0,12963.0,-20898.0,-61.71701958004784
73,3 AV-149 ST IRT,52183689113.0,60019382920.0,114116.0,93662239096.0,70881113063.0,127682.0,13566.0,11.887903536752077,11.887903536752077,53454068011.0,61516052958.0,115496.0,93622891406.0,70815512640.0,22258.0,-93238.0,-80.72833691210086,53367181795.0,61490167410.0,114657.0,93665824299.0,70886612310.0,22010.0,-92647.0,-80.80361425817874,53155609698.0,60979205347.0,102923.0,89320381230.0,68702096783.0,26173.0,-76750.0,-74.5703098432809,71006951835.0,53075868835.0,109666.0,91229619677.0,69013727349.0,35895.0,-73771.0,-67.2687979866139,67873747232.0,54013106023.0,121928.0,85132490768.0,68344439526.0,39293.0,-82635.0,-67.77360409421954,63831841057.0,52919055052.0,95675.0,91671241216.0,70463572031.0,46216.0,-49459.0,-51.69480010452051,74166076488.0,57221597328.0,132328.0,90698096123.0,68187675569.0,54599.0,-77729.0,-58.73964693791186,70030703780.0,55939656095.0,133794.0,92067620689.0,68017433766.0,54519.0,-79275.0,-59.251535943315844,62475368525.0,43661517658.0,124715.0,93611283088.0,70909597475.0,51751.0,-72964.0,-58.50459046626308,74553797874.0,58668135287.0,101267.0,93727177122.0,70929579211.0,41047.0,-60220.0,-59.4665587012551,93369496672.0,70829492845.0,126063.0,120478383519.0,113928994450.0,42088.0,-83975.0,-66.61351863750664,93662239096.0,70881113063.0,127682.0,93660686940.0,70871612274.0,54208.0,-73474.0,-57.54452467849814,53454068011.0,61516052958.0,115496.0,93745883120.0,70953115177.0,52510.0,-62986.0,-54.53522199903027,53367181795.0,61490167410.0,114657.0,93753151336.0,70961495760.0,57182.0,-57475.0,-50.127772399417395
74,30 AV BMT,864219103.0,1240330603.0,66046.0,1318127418.0,1740673199.0,86696.0,20650.0,31.266087272507043,31.266087272507043,1137154127.0,1705011757.0,113993.0,1313701614.0,1665998649.0,7292.0,-106701.0,-93.60311598080584,1154239200.0,1717571876.0,116292.0,1292592237.0,1596110946.0,6558.0,-109734.0,-94.36074708492416,1173124119.0,1731750364.0,107192.0,1257876076.0,1359661478.0,10812.0,-96380.0,-89.91342637510262,1240528757.0,1750058437.0,96162.0,1296091911.0,1671192944.0,17831.0,-78331.0,-81.45733241821094,910492213.0,1244213212.0,88584.0,1305232697.0,1714226710.0,21200.0,-67384.0,-76.06791294138895,1262150413.0,1817112503.0,102246.0,1286812555.0,1652453524.0,24259.0,-77987.0,-76.27388846507442,1230262801.0,1672990330.0,115333.0,1291581144.0,1675339744.0,28479.0,-86854.0,-75.30715406691927,1247746763.0,1685058911.0,111168.0,1381462852.0,1815434341.0,29172.0,-81996.0,-73.75863557858376,1302015298.0,1743582673.0,114334.0,1351210063.0,1760792438.0,26712.0,-87622.0,-76.63687092203544,1380943548.0,1839466917.0,68983.0,1355378631.0,1765494097.0,20746.0,-48237.0,-69.9259237783222,1300369895.0,1725698377.0,84649.0,1273829200.0,1657893996.0,21725.0,-62924.0,-74.33519592670912,1318127418.0,1740673199.0,86696.0,1398962045.0,1835561491.0,27182.0,-59514.0,-68.64676571006736,1137154127.0,1705011757.0,113993.0,1343663342.0,1773057581.0,27220.0,-86773.0,-76.12134078408323,1154239200.0,1717571876.0,116292.0,1372091725.0,1780844013.0,27507.0,-88785.0,-76.34661025693943
75,33 ST IRT,10746264418.0,4548730319.0,163896.0,12624069597.0,5432297127.0,145116.0,-18780.0,-11.458485869087715,-11.458485869087715,13394601469.0,5578399370.0,177360.0,11821640802.0,4965887034.0,13908.0,-163452.0,-92.15832205683357,12365813783.0,5254555354.0,169478.0,11934331718.0,4992881933.0,12167.0,-157311.0,-92.82089710758919,12456625237.0,5252832132.0,144358.0,10576689311.0,4674337190.0,17374.0,-126984.0,-87.96464345585281,12310683406.0,5250198584.0,130808.0,10812787080.0,4566113228.0,25050.0,-105758.0,-80.84979511956455,12571432195.0,5312613857.0,155918.0,10631932758.0,4481959511.0,31561.0,-124357.0,-79.7579496915045,12573336743.0,5344292319.0,136684.0,7325726047.0,3184384398.0,29699.0,-106985.0,-78.27178016446695,12577127607.0,5360566426.0,159306.0,10617615433.0,4552776924.0,39955.0,-119351.0,-74.91933762695693,11698975021.0,5104431701.0,163939.0,10839012316.0,4673512655.0,41483.0,-122456.0,-74.69607597948017,11613756799.0,4969474516.0,153294.0,11266886490.0,4735227713.0,39373.0,-113921.0,-74.31536785523242,12607868740.0,5428569973.0,117035.0,11350168381.0,4769263410.0,29182.0,-87853.0,-75.06557867304653,12686260492.0,5457085394.0,153446.0,10881012978.0,4570279721.0,34357.0,-119089.0,-77.60971286315707,12624069597.0,5432297127.0,145116.0,11458918206.0,4899548413.0,42366.0,-102750.0,-70.8054246258166,13394601469.0,5578399370.0,177360.0,11071820837.0,4641373874.0,42845.0,-134515.0,-75.84291835814163,12365813783.0,5254555354.0,169478.0,10489290500.0,4831271926.0,47910.0,-121568.0,-71.73084412136089
