,full,ENTRIES_x,EXITS                                                               _x,change_x,ENTRIES_y,EXITS                                                               _y,change_y,diff,pct
104,53 ST BMT,5092232168.0,6153997430.0,57068,5233726185,6319251132,24239,-32829,-57.52610920305601
105,55 ST BMT,536996897.0,383492187.0,12587,545585372,386521398,6202,-6385,-50.726940494160644
106,57 ST IND,1529744050.0,1696597437.0,90878,1428329399,1583732070,16414,-74464,-81.93842294064571
107,57 ST-7 AV BMT,67805844684.0,55155405244.0,199223,3092458026,1388246812,40681,-158542,-79.5801689563956
108,59 ST BMT,2380002375.0,1280682238.0,142482,3277773148,1899906422,59000,-83482,-58.59126065046812
109,59 ST COLUMBUS IND,86959756106.0,70427184891.0,342395,85712541947,69476516693,80621,-261774,-76.4538033557733
110,59 ST COLUMBUS IRT,43615549821.0,50931619214.0,82875,41550385507,48498087377,16498,-66377,-80.09291101055807
111,59 ST IRT,52148589731.0,35135422013.0,219081,52377951238,34928246870,65526,-153555,-70.09051446725184
112,6 AV BMT,667835779.0,524082604.0,14170,13909190218,8271211262,3496,-10674,-75.32815808045166
113,61 ST WOODSIDE IRT,2422357638.0,2012259750.0,93090,2303731467,1794679037,37277,-55813,-59.95595660113868
114,63 DR-REGO PARK IND,2519012957.0,869809794.0,94003,2456148828,861994361,33651,-60352,-64.20220631256448
115,65 ST IND,993726763.0,611973406.0,21240,939400402,565262088,8168,-13072,-61.54425612052731
116,66 ST-LINCOLN IRT,3142101644.0,2406330513.0,134384,2687556994,2124398753,20090,-114294,-85.05030360757233
117,67 AV IND,2042001342.0,1297540595.0,54459,2038543875,1283085783,16094,-38365,-70.44749260911878
118,68ST-HUNTER CO IRT,3180370889.0,2598387685.0,143686,2828629889,2363655036,36509,-107177,-74.59112230836685
119,69 ST IRT,1277472780.0,1073289642.0,30970,1138180625,977623697,13536,-17434,-56.29318695511786
120,7 AV BMT,959988286.0,953646742.0,50353,1474008729,1490130468,14261,-36092,-71.67795364725042
121,7 AV IND,2198114650.0,2491618027.0,178821,1797325521,2045391784,36528,-142293,-79.57286895834382
122,71 ST BMT,1147770454.0,654531963.0,33441,1088926568,639957957,9176,-24265,-72.56062916778805
123,72 ST IND,996043449.0,784317115.0,48775,636035022,480714142,12714,-36061,-73.93336750384418
124,72 ST IRT,2936773635.0,1607530955.0,228412,3030461188,1720878733,65587,-162825,-71.285659247325
125,72 ST-2 AVE IND,2616370602.0,986790926.0,183365,1748781460,1064127640,57078,-126287,-68.87192212254247
126,74 ST-BROADWAY IRT,660057330.0,659477574.0,20258,678942270,625291294,8546,-11712,-57.81419686049956
127,75 AV IND,20315712285.0,41978178049.0,21179,18992221448,39045224698,6605,-14574,-68.81344728268569
128,75 ST-ELDERTS BMT,371853722.0,327507365.0,16442,286232692,279610964,9737,-6705,-40.779710497506386
129,77 ST BMT,1324255243.0,751640979.0,34688,1333804230,754320263,12010,-22678,-65.37707564575645
130,77 ST IRT,10813511740.0,4489659333.0,144761,4969692716,3806069447,53483,-91278,-63.05427566817029
131,79 ST BMT,4013898498.0,5309564141.0,39518,1242821923,585419209,11241,-28277,-71.55473455134369
132,79 ST IRT,1614395946.0,483555093.0,86390,23201575882,23003798096,24813,-61577,-71.27792568584327
133,8 AV BMT,6284589023.0,3051092351.0,207402,5905747879,2739355035,56412,-150990,-72.80064801689473
134,8 ST-NYU BMT,4809942043.0,2488247949.0,103151,4184032179,1439984413,22433,-80718,-78.25227094259871
135,80 ST IND,995239001.0,394078597.0,25702,702952391,363968472,8883,-16819,-65.43848727725468
136,81 ST-MUSEUM IND,1826985986.0,1400673518.0,72366,4040636160,1828146268,17085,-55281,-76.39084653013846
137,82 ST-JACKSON H IRT,1533591966.0,1094293699.0,94814,1555853271,928460521,43560,-51254,-54.0574176809332
138,85 ST-FOREST PK BMT,885053753.0,712396189.0,23318,939561461,751556318,10058,-13260,-56.865940475169396
139,86 ST BMT,6902019981.0,3550358512.0,84948,2104789872,1503564034,34769,-50179,-59.07025474407873
140,86 ST IND,1176146433.0,618132428.0,64035,1082167034,531099499,17992,-46043,-71.90286562036387
141,86 ST IRT,50417560089.0,89720889332.0,357358,50212228468,89879609875,111682,-245676,-68.7478662853497
142,86 ST-2 AVE IND,1224122120.0,995663610.0,155713,988369547,746141035,39460,-116253,-74.65850635463963
143,88 ST IND,238287843.0,73812572.0,17156,220484064,70682842,6454,-10702,-62.38050827698765
144,9 AV BMT,1233982846.0,1241321162.0,34790,1122096567,1135684794,10879,-23911,-68.72951997700488
145,90 ST-ELMHURST IRT,2759560825.0,1408554088.0,101699,2833105750,1454180166,58415,-43284,-42.56089047089942
146,96 ST IND,1241502600.0,1091572037.0,59489,1299447161,1154559553,19059,-40430,-67.9621442619644
147,96 ST IRT,32397376855.0,5774849735.0,312950,34828052332,5562827533,101477,-211473,-67.57405336315705
148,96 ST-2 AVE IND,762902134.0,561182900.0,116041,663060828,530123709,34079,-81962,-70.63193181720254
149,9TH STREET PTH,11691730.0,12617755.0,43082,9071697,11699891,7346,-35736,-82.94879532055151
150,ALABAMA AV BMT,344804950.0,373100000.0,13389,350633596,384394523,6451,-6938,-51.81865710658003
151,ALLERTON AV IRT,923519437.0,85494927.0,32530,905236340,97095957,12406,-20124,-61.862895788502925
152,AQUEDUCT N.COND IND,249169003.0,885489662.0,5313,250735352,200807013,1932,-3381,-63.63636363636363
153,AQUEDUCT RACETR IND,2257326920.0,710376571.0,9463,2104345177,659723162,3885,-5578,-58.94536616295044
154,ASTOR PL IRT,980890013.0,1397845657.0,96818,799312343,1180325489,18002,-78816,-81.40635005887334
155,ASTORIA BLVD BMT,1913208741.0,1312381000.0,50103,1265183533,1189815233,21296,-28807,-57.4955591481548
156,ASTORIA DITMARS BMT,1517957863.0,1214338357.0,103094,1574734846,1279834386,29956,-73138,-70.9430228723301
157,ATL AV-BARCLAY BMT,7089086102.0,1473682048.0,94196,3163973980,1268157173,25452,-68744,-72.97974436281795
158,ATL AV-BARCLAY IRT,3421681791.0,4122560689.0,195447,3274607332,3931923017,63071,-132376,-67.72987050197752
159,ATLANTIC AV BMT,158999583.0,66227290.0,10114,118400259,50404976,3727,-6387,-63.150088985564565
160,AVENUE H BMT,111446266.0,57099860.0,27127,94115447,55592963,8679,-18448,-68.00604563718804
161,AVENUE I IND,419631946.0,41219997309.0,13624,264769376,27122129106,4453,-9171,-67.31503229594833
162,AVENUE J BMT,706910980.0,440521581.0,34930,969774302,615253087,25350,-9580,-27.426281133695962
163,AVENUE M BMT,447168331.0,179520935.0,30729,520910829,162037226,14223,-16506,-53.71473201210583
164,AVENUE N IND,48805974741.0,409020889.0,19897,32158091372,268645356,6371,-13526,-67.980097502136
165,AVENUE P IND,583016680.0,350337967.0,16445,404722619,242025026,5439,-11006,-66.92611736089998
166,AVENUE U BMT,1739861810.0,1283566306.0,63889,1475980202,1226271231,29461,-34428,-53.88721063093803
167,AVENUE U IND,5924638588.0,394833865.0,12888,2653439321,275750336,3875,-9013,-69.93327126008691
168,AVENUE X IND,135316802.0,336908715.0,25302,107734303,251670545,5579,-19723,-77.95035965536321
169,B'WAY-LAFAYETTE IND,2346375972.0,2956361681.0,134388,2012073078,2869469178,25732,-108656,-80.85245706461886
