date,NYC driving,NYC transit,NYC walking,Bronx driving,Bronx transit,Bronx walking,Brooklyn driving,Brooklyn transit,Brooklyn walking,Manhattan driving,Manhattan transit,Manhattan walking,Queens driving,Queens transit,Queens walking,Staten Island driving,Staten Island transit,Staten Island walking,,NYC driving,NYC transit,NYC walking,Bronx driving,Bronx transit,Bronx walking,Brooklyn driving,Brooklyn transit,Brooklyn walking,Manhattan driving,Manhattan transit,Manhattan walking,Queens driving,Queens transit,Queens walking,Staten Island driving,Staten Island transit,Staten Island walking
1/4/21,87.64,44.94,60.9,95.29,63.41,99.08,95.74,57.11,78.97,47.58,30.44,32.6,90.15,52.55,90,100.27,60.21,114.1,,90.30357143,41.53285714,62.89928571,98.85428571,56.24642857,95.40071429,96.525,51.53214286,74.86857143,54.53142857,29.54357143,38.35785714,90.84642857,47.06642857,83.15571429,100.4507143,51.87857143,105.4064286
1/5/21,91,44.17,60.15,100.46,60.84,99.68,99.25,57.07,80.49,49.57,29.47,31.88,91.22,51.39,85.42,104.56,60.81,112.26,,88.90285714,41.17785714,61.99785714,97.57,55.54857143,94.54285714,95.40785714,51.11642857,74.32857143,53.56857143,29.23928571,37.74857143,89.54857143,46.59428571,82.21071429,99.10642857,51.76428571,103.8264286
1/6/21,89.34,42.69,59.39,101.16,60.9,99.2,99.11,55.1,79.55,48.88,28.7,31.09,90.92,50.39,85.52,100.7,56.56,103.48,,86.58571429,40.70428571,60.67142857,95.84857143,54.99357143,93.12642857,93.43857143,50.54785714,73.31,52.01714286,28.83071429,36.85642857,87.25428571,46.04071429,80.89928571,96.675,51.33,100.9828571
1/7/21,90.95,43.69,60.48,106.32,63.24,101.08,98.99,56.11,80.41,50.57,29.97,32.95,91.7,49.41,84.07,102.13,58.76,108.68,,86.38714286,41.22214286,60.64142857,95.64285714,55.85857143,92.96785714,92.93428571,51.20928571,73.61142857,52.09,29.23785714,36.92857143,86.45785714,46.525,80.57,96.19285714,52.31142857,101.0678571
1/8/21,101.23,47.03,67.65,114.13,65.08,108.65,109.5,60.47,88.04,57.01,33.52,37.61,99.5,51.71,91.49,113.11,60.4,115.17,,90.06285714,42.78357143,63.04357143,98.955,57.86,95.77785714,96.535,53.33714286,76.93642857,53.82285714,30.41357143,38.11571429,89.52571429,48.21857143,83.565,100.0764286,54.35928571,105.4042857
1/9/21,99.97,48.8,72.48,105.99,58.18,100.11,104.48,61.04,88.17,60.07,37.54,43.99,97.5,53.38,93.89,107.61,55.61,109.84,,90.835,43.47857143,63.89571429,99.53928571,58.105,96.39142857,97.68785714,54.375,78.74571429,54.26642857,31.125,38.49428571,90.35,48.86571429,84.75285714,100.9535714,54.96285714,106.2285714
1/10/21,79.12,41.5,56.7,85,50.33,81.75,87.5,52.91,74.74,49.44,30.26,34.27,79.49,46.84,76.73,87.09,52.42,89.99,,90.76285714,43.66,63.90214286,99.46428571,57.94285714,96.73571429,97.88928571,54.71714286,79.45857143,54.07928571,31.36642857,38.25571429,90.40785714,48.98714286,85.12285714,100.7135714,55.335,106.5692857
1/11/21,86.1,43.73,56.67,98.29,61.4,99.23,94.6,56.73,78.6,47.95,28.98,30.16,89.56,52.2,83.48,96.57,58.85,91.32,,89.87642857,43.31642857,62.81142857,99.11857143,57.56928571,96.41714286,97.28785714,54.53928571,79.14857143,53.22785714,30.97428571,37.12,89.84285714,48.63,84.40785714,99.96071429,55.23857143,104.4085714
1/12/21,90.6,45.54,60.61,103.93,63.52,102.62,101.13,58.39,83.92,51.01,30.87,32.66,92.25,55.68,88.48,103.52,59.18,107.55,,89.10571429,43.17642857,62.205,98.95357143,57.43785714,96.45857143,96.99642857,54.45142857,79.20857143,52.61285714,30.77142857,36.48785714,89.25785714,48.70714286,84.22214286,99.46285714,55.04214286,103.9057143
1/13/21,89.93,44.82,60.27,101.72,63.29,100.46,99.43,58.37,82.98,50.18,30.23,32.41,91.62,52.49,86.41,103.16,59.54,103.85,,88.03285714,42.95285714,61.26285714,98.29285714,57.43071429,96.10857143,96.045,54.33714286,78.84071429,51.63214286,30.40214286,35.50071429,88.37571429,48.66428571,83.655,98.58571429,54.97214286,102.7057143
1/14/21,92.59,46.38,63.22,101.78,63.5,102.2,104.42,59.12,87.19,52.81,32.34,35.5,94.33,54.44,88.84,103.98,61.25,109.44,,87.77928571,43.28071429,60.66428571,97.715,58.21714286,95.57285714,95.81214286,54.83214286,78.83571429,51.25714286,30.465,34.90285714,88.21071429,49.385,83.28071429,98.46642857,56.00428571,102.5207143
1/15/21,104.96,48.95,70.9,118.06,64.44,108.35,112.18,62.53,92.59,62.5,35.49,40.8,103.89,54.47,94.82,122.23,61.37,116.76,,90.60071429,44.50357143,62.21857143,100.6714286,59.925,97.955,98.55285714,56.59285714,81.35785714,52.51357143,31.33642857,35.45785714,90.95928571,50.81928571,85.69285714,102.0414286,57.58428571,105.5207143
1/16/21,101.3,51.11,77.6,105.9,60.71,103.26,104.23,62.57,95.22,63.84,40.31,50.25,98.87,55.45,97.52,111.68,56.26,108.33,,90.99357143,44.90714286,62.30857143,101.0407143,60.36357143,98.38357143,99.10928571,57.23928571,82.23428571,52.31928571,31.60214286,35.04928571,91.595,51.46142857,86.45714286,102.67,57.70928571,105.0321429
1/17/21,83.42,44.55,63.88,86.77,51.94,80.02,91.64,55.48,82.98,54.99,34.31,42.23,82.24,49,79.26,91.7,49.9,98.16,,92.01071429,45.56428571,63.63571429,101.7714286,60.77,98.97785714,100.1571429,58.07142857,83.84642857,53.31428571,32.31642857,36.31428571,92.37428571,52.1,87.56642857,103.4507143,57.93714286,106.3521429
1/18/21,91.36,46.19,63.68,95.08,59.41,89.75,97.81,58.67,84.83,52.01,32.32,37.62,89.12,52.68,84.64,103.55,60.5,100.43,,92.27642857,45.65357143,63.83428571,101.7564286,60.48428571,98.31142857,100.305,58.18285714,84.265,53.63071429,32.45071429,36.67285714,92.30071429,52.10928571,87.18357143,103.685,57.95785714,105.3757143
1/19/21,88.29,44.95,57.68,99.91,64.15,95.87,97.18,58.69,78.46,49.44,30.17,31.01,90.3,52.13,82.93,98.32,60.44,96.42,,92.08285714,45.70928571,63.65785714,101.7171429,60.72071429,98.03928571,100.1571429,58.29857143,84.12,53.62142857,32.50071429,36.61071429,92.235,52.16214286,87.00571429,103.2392857,57.93142857,104.2442857
1/20/21,86.62,42.91,56.5,100.17,62.89,95.94,97.97,55.93,77.58,47.91,28.67,29.5,88.67,50.04,81.95,100.05,59.32,104.38,,91.88857143,45.725,63.45142857,101.6464286,60.86285714,97.80642857,100.0757143,58.35785714,83.97928571,53.55214286,32.49857143,36.49714286,92.07428571,52.13714286,86.75071429,103.1928571,58.12857143,104.3085714
1/21/21,91.56,46.29,60.7,102.48,64.46,98.61,102.71,59.87,83.9,53.97,32.17,34.01,93.35,53.39,84.5,102,58.64,100.84,,91.93214286,45.91071429,63.46714286,101.3721429,60.95,97.63,100.3414286,58.62642857,84.22857143,53.795,32.65571429,36.57285714,92.19214286,52.42142857,86.78142857,103.1835714,58.12,103.7485714
1/22/21,104.49,50.79,72.35,117.17,67.72,112.93,112.74,64.47,92.9,62.43,37.55,42.93,104.81,55.21,93.52,116.31,63.57,111.18,,92.165,46.17928571,63.80285714,101.5892857,61.13857143,97.93571429,100.5728571,58.91214286,84.57571429,54.18214286,32.94357143,36.95285714,92.57142857,52.67142857,86.92642857,103.4121429,58.34642857,103.4635714
1/23/21,101.06,50.12,72.11,106.93,58.56,100.52,104.8,61.04,87.11,61.31,40.48,44.23,97.2,53.16,90.71,110.59,54.98,112.89,,92.24285714,46.27357143,63.77642857,101.6564286,61.16571429,97.965,100.5957143,58.91214286,84.5,54.27071429,33.15357143,36.97,92.55,52.65571429,86.69928571,103.625,58.30142857,103.6814286
1/24/21,77.86,41.47,53,86.57,50.23,75.72,87.05,52.94,69.93,48.26,30.86,31.35,78.85,45.58,70.91,85.48,46.17,77.96,,92.15285714,46.27142857,63.51214286,101.7685714,61.15857143,97.53428571,100.5635714,58.91428571,84.15642857,54.18642857,33.19642857,36.76142857,92.50428571,52.56571429,86.28357143,103.51,57.855,102.8221429
1/25/21,85.67,44.25,56.18,97.76,62.29,93.28,95.16,56.93,76.53,48.53,30,30.55,88.72,52.69,81.66,97.65,58.31,96.46,,92.12214286,46.30857143,63.47714286,101.7307143,61.22214286,97.10928571,100.6035714,58.92857143,84.00857143,54.22785714,33.26928571,36.78928571,92.44428571,52.60071429,86.15357143,103.5871429,57.81642857,103.1892857
1/26/21,79.21,41.75,51.75,92.85,59.15,91.11,91.73,53.9,70.66,45.53,28.33,27.58,83.41,49.4,76.77,91.2,54.85,91.53,,91.30857143,46.03785714,62.84428571,100.9392857,60.91,96.28714286,99.93214286,58.60785714,83.06142857,53.83642857,33.08785714,36.42642857,91.81285714,52.15214286,85.31714286,102.7071429,57.50714286,102.045
1/27/21,88.29,44.89,58.55,100.36,63.67,98.69,100,58.5,80.77,51.04,31.2,32.41,91.05,51.37,83.73,100.26,58.37,98.61,,91.19142857,46.04285714,62.72142857,100.8421429,60.93714286,96.16071429,99.97285714,58.61714286,82.90357143,53.89785714,33.15714286,36.42642857,91.77214286,52.07214286,85.12571429,102.5,57.42357143,101.6707143
1/28/21,90.96,44.57,58.04,104.63,62.36,95.4,103.1,57.54,78.57,53.33,31.79,31.74,93.77,50.05,81.43,105.3,58.06,107.22,,91.075,45.91357143,62.35142857,101.0457143,60.85571429,95.675,99.87857143,58.50428571,82.28785714,53.935,33.11785714,36.15785714,91.73214286,51.75857143,84.59642857,102.5942857,57.19571429,101.5121429
1/29/21,101.18,45.17,62.15,114.79,60.32,101.74,110.7,57.4,79.84,59.35,33.3,32.68,100.29,49.13,83.88,114.72,55.6,118.48,,90.805,45.64357143,61.72642857,100.8121429,60.56142857,95.20285714,99.77285714,58.13785714,81.37714286,53.71,32.96142857,35.57785714,91.475,51.37714286,83.815,102.0578571,56.78357143,101.635
1/30/21,101.88,48.46,71,107.27,56.59,100.53,107.8,60.58,85.89,61.5,38.28,42.61,98.16,52.12,91.39,110.34,53.65,110.21,,90.84642857,45.45428571,61.255,100.91,60.26714286,95.00785714,100.0278571,57.99571429,80.71071429,53.54285714,32.81642857,35.03214286,91.42428571,51.13928571,83.37714286,101.9621429,56.59714286,101.7692857
1/31/21,73.49,37.52,48.29,80.74,44.6,72.76,82.93,48,64.03,45.08,27.31,26.56,76.1,42.62,68.98,82.34,46.94,82.77,,90.13714286,44.95214286,60.14142857,100.4792857,59.74285714,94.48928571,99.40571429,57.46142857,79.35714286,52.835,32.31642857,33.91285714,90.98571429,50.68357143,82.64285714,101.2935714,56.38571429,100.67
2/1/21,29.24,31.49,26.2,42.95,51.79,54.81,40.48,45.81,40.26,20.58,18.51,11.6,33.67,39.71,41.36,33.12,38.09,50.1,,85.7,43.90214286,57.46428571,96.75571429,59.19857143,91.99357143,95.31071429,56.54285714,76.17357143,50.59,31.33,32.05428571,87.025,49.75714286,79.55142857,96.26285714,54.785,97.075
2/2/21,51.95,38.96,39.74,65.67,58.07,74.75,60.41,52.08,55.06,30.39,24.12,18.42,54.92,48.35,60.72,60.03,52.46,82.89,,83.10428571,43.47428571,56.18285714,94.31,58.76428571,90.485,92.68428571,56.07071429,74.50214286,49.22928571,30.89785714,31.155,84.49785714,49.48714286,77.965,93.52785714,54.215,96.10857143
2/3/21,82.24,47.95,56.62,93.82,67.11,98.62,90.8,64.47,77.1,47.24,32.13,29.34,82.09,55.33,80.91,92.26,65.22,107.92,,82.79142857,43.83428571,56.19142857,93.85642857,59.06571429,90.67642857,92.17214286,56.68071429,74.46785714,49.18142857,31.145,31.14357143,84.02785714,49.865,77.89071429,92.97142857,54.63642857,96.36142857
2/4/21,92.61,49.5,63.62,104.43,68.18,103.69,102.04,65.49,87.86,55.79,34.76,34.62,93.36,55.06,87.25,103.1,64.54,115.43,,82.86642857,44.06357143,56.4,93.99571429,59.33142857,91.03928571,92.12428571,57.08214286,74.75071429,49.31142857,31.33,31.18714286,84.02857143,49.98428571,78.08714286,93.05,55.05785714,97.40357143
2/5/21,103.59,53.23,73.76,120.33,70.69,118.5,112.15,68.84,95.73,61.89,39.67,42.04,103.65,57.35,98.6,117.76,62.23,119.87,,82.80214286,44.23785714,56.50071429,94.22142857,59.54357143,91.43714286,92.08214286,57.39428571,74.95285714,49.27285714,31.48142857,31.12357143,83.94571429,50.13714286,78.45,93.15357143,54.96214286,98.02428571
2/6/21,105.58,56.69,82.13,110.92,61.49,109.53,110.47,72.76,104.32,65.22,46.77,52.05,103.03,58.13,101.24,115.51,57.75,121.26,,83.125,44.70714286,57.21642857,94.50642857,59.75285714,92.08071429,92.48714286,58.23142857,76.18214286,49.55214286,31.93071429,31.68214286,84.36214286,50.49214286,79.20214286,93.505,55.16,98.62214286
2/7/21,52.05,36.84,40.51,64.66,46.09,71.33,65.91,48.54,56.97,33.74,26.92,21.01,56.91,40.77,57.77,63.49,41.45,76.73,,81.28142857,44.37642857,56.32428571,92.94142857,59.45714286,91.76714286,90.97714286,57.91714286,75.25642857,48.515,31.64928571,30.94357143,82.795,50.14857143,78.26357143,91.93428571,54.82285714,98.53428571
2/8/21,83.49,46.25,54.94,97.04,65.15,99.25,93.41,60.07,76.23,46.82,30.98,27.87,86,54.62,81.12,92.34,59.87,93.43,,81.12571429,44.51928571,56.23571429,92.89,59.66142857,92.19357143,90.85214286,58.14142857,75.235,48.39285714,31.71928571,30.75214286,82.60071429,50.28642857,78.225,91.555,54.93428571,98.31785714
2/9/21,84.17,45.22,55.14,100.17,64.14,99.06,96.8,59.08,77.94,47.95,30.84,28.73,88.57,52.7,80.26,95.49,58.82,100.76,,81.48,44.76714286,56.47785714,93.41285714,60.01785714,92.76142857,91.21428571,58.51142857,75.755,48.56571429,31.89857143,30.83428571,82.96928571,50.52214286,78.47428571,91.86142857,55.21785714,98.97714286
2/10/21,91.66,48.34,60.36,107.56,66.55,104,104.97,64.75,85.26,54.1,33.52,32.26,95.11,54.8,86.76,102.11,60.72,113.55,,81.72071429,45.01357143,56.60714286,93.92714286,60.22357143,93.14071429,91.56928571,58.95785714,76.07571429,48.78428571,32.06428571,30.82357143,83.25928571,50.76714286,78.69071429,91.99357143,55.38571429,100.0442857
2/11/21,90.94,48.42,59.87,106,69.36,102.88,104.35,62.7,83.08,54.12,34.06,33.24,92.18,54.51,81.1,103.52,60.1,104.32,,81.71928571,45.28857143,56.73785714,94.025,60.72357143,93.675,91.65857143,59.32642857,76.39785714,48.84071429,32.22642857,30.93071429,83.14571429,51.08571429,78.66714286,91.86642857,55.53142857,99.83714286
2/12/21,110.32,56.88,78.02,124.95,73.68,118.99,117.31,72.09,96.77,72.71,43.9,48.96,107.06,59.91,98.3,120.91,61.77,126.59,,82.37214286,46.125,57.87142857,94.75071429,61.67785714,94.90714286,92.13071429,60.37571429,77.60714286,49.795,32.98357143,32.09357143,83.62928571,51.85571429,79.69714286,92.30857143,55.97214286,100.4164286
2/13/21,105.82,58.03,86.04,113.82,66.19,110,110.65,71.99,95.71,73.66,48.42,62.23,101.5,58.82,97.81,111.36,59.97,111.89,,82.65357143,46.80857143,58.94571429,95.21857143,62.36357143,95.58357143,92.33428571,61.19071429,78.30857143,50.66357143,33.70785714,33.495,83.86785714,52.33428571,80.15571429,92.38142857,56.42357143,100.5364286
2/14/21,87.87,50.41,78,94.23,57.36,92.8,98.4,62.81,88.08,69.95,42.74,60.75,86.59,50.14,85.38,95.17,52.11,98.85,,83.68071429,47.72928571,61.06785714,96.18214286,63.275,97.015,93.43928571,62.24857143,80.02642857,52.44,34.81,35.93714286,84.61714286,52.87142857,81.32714286,93.29785714,56.79285714,101.685
2/15/21,79.38,46.49,56.29,84.33,57.05,79.81,86.85,59.44,73.48,49.69,34.68,35.15,79.52,52.43,75.96,86.9,57.36,87.13,,87.26214286,48.80071429,63.21714286,99.13785714,63.65071429,98.80071429,96.75142857,63.22214286,82.39928571,54.51928571,35.965,37.61928571,87.89214286,53.78,83.79857143,97.13928571,58.16928571,104.33
2/16/21,86.59,47.91,60.75,100.48,66.34,94.7,97.14,62.09,82.22,52.31,33.28,34.98,89.24,55.63,85.97,95.45,64.06,105.22,,89.73642857,49.44,64.71785714,101.6242857,64.24142857,100.2257143,99.375,63.93714286,84.33928571,56.085,36.61928571,38.80214286,90.34357143,54.3,85.60214286,99.66928571,58.99785714,105.925
2/17/21,97.2,49.47,64.19,110.2,68.42,107.29,107.72,63.69,86.44,59.13,35.14,36.3,100.24,56.04,90.79,106.58,64.53,109.52,,90.805,49.54857143,65.25857143,102.7942857,64.335,100.845,100.5835714,63.88142857,85.00642857,56.93428571,36.83428571,39.29928571,91.64,54.35071429,86.30785714,100.6921429,58.94857143,106.0392857
2/18/21,54.65,39.95,40.64,70.71,53.94,72.7,71.7,51.7,58.41,38.31,27.86,23.14,62.89,47.43,60.43,63.4,49.65,76.5,,88.09357143,48.86642857,63.61714286,100.3857143,63.31785714,98.63142857,98.41642857,62.89642857,82.90285714,55.68571429,36.34142857,38.47928571,89.46357143,53.80571429,84.39214286,97.85642857,57.885,103.2585714
2/19/21,84.23,50.39,60.97,95.3,65.35,93.67,95.61,64.07,79.45,54.04,38.41,37.52,84.5,54.25,79.31,96.33,56.55,106.12,,86.71071429,48.66357143,62.70357143,98.59785714,62.93642857,96.85785714,97.235,62.55571429,81.74,55.125,36.25142857,38.15642857,88.09571429,53.58428571,83.01428571,96.32571429,57.47928571,102.2764286
2/20/21,102.12,56.93,79.66,108.33,62.99,101.73,105.81,70.04,95.87,67.2,47.67,54.26,98.34,59.25,96.2,109.53,60.3,113.22,,86.46357143,48.68071429,62.52714286,98.41285714,63.04357143,96.30071429,96.90214286,62.36142857,81.13642857,55.26642857,36.31571429,38.31428571,87.76071429,53.66428571,82.65428571,95.89857143,57.66142857,101.7021429
2/21/21,81.09,46.32,60.56,87.13,53.61,80.14,90.77,58.53,80.9,53.84,36.03,39.07,82.58,49.85,78.28,89.68,51.85,98.04,,88.53785714,49.35785714,63.95928571,100.0178571,63.58071429,96.93,98.67785714,63.075,82.84571429,56.70214286,36.96642857,39.60428571,89.59428571,54.31285714,84.11928571,97.76928571,58.40428571,103.2242857
2/22/21,80.78,44.55,51.46,94.19,63.72,91.37,93.77,57.39,72.02,47.72,29.87,27,85.99,52.11,77.94,90.74,59.23,98.08,,88.34428571,49.23642857,63.71071429,99.81428571,63.47857143,96.36714286,98.70357143,62.88357143,82.545,56.76642857,36.88714286,39.54214286,89.59357143,54.13357143,83.89214286,97.655,58.35857143,103.5564286
2/23/21,91.02,49.19,61.05,107.12,70.07,107.43,103.69,63.4,85.5,53.55,34.25,33.55,93.81,56.51,87.46,100.8,67.58,109.09,,88.83357143,49.52,64.13285714,100.3107143,63.90214286,96.965,99.19571429,63.19214286,83.085,57.16642857,37.13071429,39.88642857,89.96785714,54.40571429,84.40642857,98.03428571,58.98428571,104.1514286
2/24/21,97.97,53.24,69.5,111.96,72.87,114.02,114.05,70.1,98.68,59.17,38.16,40.65,104.9,60.34,97.2,108.4,69.98,117.23,,89.28428571,49.87,64.78571429,100.625,64.35357143,97.68071429,99.84428571,63.57428571,84.04357143,57.52857143,37.46214286,40.48571429,90.66714286,54.80142857,85.15214286,98.48357143,59.64571429,104.4142857
2/25/21,100.45,53.37,69.5,112.58,71.43,110.69,116.88,68.83,97.73,63.05,39.1,40.68,105.85,59.85,96.77,112.48,66.59,120.28,,89.96357143,50.22357143,65.47357143,101.095,64.50142857,98.23857143,100.7392857,64.01214286,85.09,58.16642857,37.82214286,41.01714286,91.64357143,55.18285714,86.27142857,99.12357143,60.10928571,105.5542857
2/26/21,115.51,59.3,83.29,131.45,73.64,122.36,127.65,74.38,108.23,74.56,46.69,52.99,121.83,64.16,104.71,126.47,68.73,131.23,,90.33428571,50.39642857,65.85,101.5592857,64.49857143,98.47928571,101.4778571,64.17571429,85.90857143,58.29857143,38.02142857,41.305,92.69857143,55.48642857,86.72928571,99.52071429,60.60642857,105.8857143
2/27/21,107.24,57.19,84.85,116.15,63.59,108.17,115.86,70.77,103.54,71.28,47.23,57.86,106.74,60.24,106.88,114.35,59.57,115.62,,90.43571429,50.33642857,65.765,101.7257143,64.31285714,98.34857143,101.85,64.08857143,86.46785714,58.12857143,37.93642857,40.99285714,93.07285714,55.58785714,87.37714286,99.73428571,60.57785714,106.1521429
2/28/21,82.29,45.46,58.27,90.31,54.24,85.28,95.23,57.06,78.49,54.11,34.22,36.16,86.33,51.43,79.77,93.08,54.73,88.54,,90.03714286,49.98285714,64.35571429,101.4457143,64.09,97.81142857,101.6235714,63.67785714,85.78285714,56.99714286,37.32785714,39.23642857,93.05428571,55.68,86.97642857,99.585,60.765,105.4157143
3/1/21,90.64,49.76,61.36,103.79,68.42,103.6,102.7,63.87,85.07,53.11,34.24,34.06,96.26,58.79,90.16,99.61,66.33,108.1,,90.84142857,50.21642857,64.71785714,102.8357143,64.90214286,99.51071429,102.7557143,63.99428571,86.61071429,57.24142857,37.29642857,39.15857143,94.25,56.13428571,87.99071429,100.4928571,61.40571429,106.9135714
3/2/21,93.74,49.45,61.41,109.04,67.48,105.73,108.35,64.24,85.1,55.48,34.99,33.72,96.2,55.97,87.88,107.88,66.9,111.65,,91.35214286,50.32642857,64.765,103.4471429,64.98357143,100.2985714,103.5564286,64.14785714,86.81642857,57.46785714,37.41857143,39.06857143,94.74714286,56.15857143,88.12714286,101.3807143,61.60857143,107.3728571
3/3/21,99.76,54.22,70.64,112.69,72.62,114.38,116.24,70.56,100.02,60.86,39.42,41.84,105.16,61.68,97.67,112.29,65.89,118.19,,91.535,50.66571429,65.22571429,103.625,65.28357143,100.805,104.165,64.63857143,87.78642857,57.59142857,37.72428571,39.46428571,95.09857143,56.56142857,88.61857143,101.7885714,61.70571429,107.9921429
3/4/21,99.24,52.58,67.15,112.31,70.47,107.34,112.41,67.65,93.1,60.91,38.27,39.42,102.46,58.91,93.35,112.62,69.11,117.05,,94.72,51.56785714,67.11928571,106.5964286,66.46428571,103.2792857,107.0728571,65.77785714,90.26428571,59.20571429,38.46785714,40.62714286,97.925,57.38142857,90.97,105.3042857,63.09571429,110.8885714
3/5/21,115.47,59.82,80.81,131.63,75.48,121.28,126.62,76.01,103.67,73.39,46.99,50.74,117.54,62.81,104.26,133.19,71.9,136.21,,96.95142857,52.24142857,68.53642857,109.1914286,67.18785714,105.2514286,109.2878571,66.63071429,91.99428571,60.58785714,39.08071429,41.57142857,100.285,57.99285714,92.75214286,107.9371429,64.19214286,113.0378571
3/6/21,112.89,61.25,88.32,118.47,66.56,109.64,120.03,75.37,105.97,75.93,52.09,62.56,110.51,62.7,103.61,121.58,64.85,129.31,,97.72071429,52.55,69.155,109.9157143,67.44285714,105.8164286,110.3035714,67.01142857,92.71571429,61.21142857,39.39642857,42.16428571,101.1542857,58.23928571,93.28142857,108.7978571,64.51714286,114.1871429
3/7/21,88.3,49.37,67.59,95.25,56,86.77,98.98,62.38,88.58,60.15,38.93,45.54,90.25,52.41,86.1,97.78,56.65,105.98,,98.23571429,52.76785714,69.65714286,110.4957143,67.61357143,106.29,110.89,67.28642857,93.26428571,61.66214286,39.60357143,42.62642857,101.7021429,58.42214286,93.84,109.3764286,64.86,114.7542857
3/8/21,92.74,50.18,63.26,105.44,67.77,102.66,103.56,64.05,85.58,55.1,35.42,36.15,96.8,58.3,92.36,102.87,63.04,105.96,,99.09,53.17,70.5,111.2992857,67.90285714,107.0964286,111.5892857,67.76214286,94.23285714,62.18928571,40,43.28,102.4742857,58.86428571,94.87,110.2428571,65.13214286,115.3171429
3/9/21,99.67,55.16,74.94,114.56,72.65,117.33,113.05,72.82,105.08,61.06,39.91,45.58,103.41,62.02,102.55,110.77,68.39,121.47,,99.70785714,53.59642857,71.49214286,111.8307143,68.08714286,107.8035714,112.2578571,68.435,95.63142857,62.72571429,40.40428571,44.13928571,103.16,59.25785714,95.94785714,110.955,65.19,116.2014286
3/10/21,101.19,55.13,72.94,113.11,73.68,115.38,115.11,70.74,98.27,61.66,40.25,44.15,105.44,62.83,100.76,112.83,68.99,116.95,,99.93785714,53.73142857,71.73785714,111.9128571,68.145,107.9007143,112.3335714,68.48071429,95.60214286,62.90357143,40.55357143,44.38928571,103.1985714,59.43571429,96.20214286,111.2714286,65.11928571,116.1814286
3/11/21,107.79,59.41,83.05,121.18,75.56,119.94,122.46,75.8,112.06,69.49,45.39,53.99,109.27,65.25,105.31,122.88,74.18,137.74,,100.4621429,54.16285714,72.70571429,112.5271429,68.44,108.5614286,112.7321429,68.97857143,96.62571429,63.36357143,41.00285714,45.34,103.4428571,59.82142857,96.81214286,112.0142857,65.66142857,117.4285714
3/12/21,,,,,,,,,,,,,,,,,,,,92.21142857,49.92714286,66.75642857,103.1378571,63.18,99.82142857,103.6142857,63.66571429,88.895,58.03785714,37.66785714,41.555,94.74071429,55.23857143,89.33285714,102.9807143,60.75214286,108.055
3/13/21,120.6,66.01,103.34,128.33,70.69,123.31,128.35,78.8,120.98,85.87,57.18,77.48,118.47,65.92,118.17,128.33,69.48,132.21,,93.16571429,50.55714286,68.07714286,104.0078571,63.68714286,100.9028571,104.5064286,64.23928571,90.14071429,59.08,38.37857143,42.95642857,95.57857143,55.64428571,90.13928571,103.9792857,61.46,109.24
3/14/21,93.15,51.24,71.65,98.41,55.49,87.79,104.95,63.68,92.63,64.31,41.3,49.9,93.59,53.9,88.53,121.18,62.18,112.48,,93.94142857,50.97,69.03285714,104.5864286,63.77642857,101.0821429,105.2007143,64.71214286,91.15071429,59.80857143,38.88428571,43.93785714,96.09714286,55.82071429,90.765,105.9864286,61.99214286,110.95
3/15/21,95.92,51.72,64.28,108.27,68.86,105.4,107.9,65.18,85.88,57.25,37.19,37.34,99.62,58.38,90.46,106.44,65.14,104.18,,94.31857143,51.11,69.24142857,104.9064286,63.80785714,101.2107143,105.5721429,64.80571429,91.20857143,60.10428571,39.095,44.17214286,96.33714286,55.79142857,90.78642857,106.4742857,61.90714286,110.67
3/16/21,97.87,51.93,65.16,111.62,69.12,106.24,110.84,65.41,86.71,58.96,37.9,38.84,100.56,58.2,89.3,109.23,65.01,103.07,,94.61357143,51.28714286,69.50928571,105.0907143,63.925,101.2471429,105.75,64.88928571,91.32357143,60.35285714,39.30285714,44.53785714,96.64857143,55.95071429,90.88785714,106.5707143,61.77214286,110.0571429
3/17/21,102.88,55.54,73.71,117.72,72.12,115.23,115.93,69.92,95.59,63.8,42.34,46.58,105.76,60.95,98.43,112.99,63.43,106.86,,94.83642857,51.38142857,69.72857143,105.45,63.88928571,101.3078571,105.7278571,64.84357143,91.00714286,60.56285714,39.51142857,44.87642857,96.69142857,55.89857143,90.94214286,106.6207143,61.59642857,109.2478571
3/18/21,100.84,52.39,65.49,116.35,68.91,104.87,116.43,65.81,86.72,63.05,39.69,39.53,106.24,56.95,88.51,111.75,62.17,110.29,,94.95071429,51.36785714,69.61,105.7385714,63.77785714,101.1314286,106.015,64.71214286,90.55142857,60.71571429,39.61285714,44.88428571,96.96142857,55.75857143,90.59642857,106.5585714,61.10071429,108.765
3/19/21,122.11,64.27,89.96,138.13,77.18,130.45,135.07,78.99,110.93,80.83,52.39,61.19,122.3,66.15,108.52,136.98,72.16,137.09,,95.425,51.68571429,70.26357143,106.2028571,63.89928571,101.7864286,106.6185714,64.925,91.07,61.24714286,39.99857143,45.63071429,97.30142857,55.99714286,90.90071429,106.8292857,61.11928571,108.8278571
