Date,Area,Mode of Transportation,Difference
11/28/20,Queens,Walking,89.58642857
11/29/20,Queens,Walking,89.56857143
11/30/20,Queens,Walking,88.71357143
12/1/20,Queens,Walking,88.86214286
12/2/20,Queens,Walking,88.90571429
12/3/20,Queens,Walking,89.03785714
12/4/20,Queens,Walking,88.23642857
12/5/20,Queens,Walking,86.81642857
12/6/20,Queens,Walking,86.59357143
12/7/20,Queens,Walking,86.64
12/8/20,Queens,Walking,85.95214286
12/9/20,Queens,Walking,84.80428571
12/10/20,Queens,Walking,86.805
12/11/20,Queens,Walking,88.01714286
12/12/20,Queens,Walking,88.60142857
12/13/20,Queens,Walking,88.94071429
12/14/20,Queens,Walking,89.345
12/15/20,Queens,Walking,89.44571429
12/16/20,Queens,Walking,88.39571429
12/17/20,Queens,Walking,85.95928571
12/18/20,Queens,Walking,85.58357143
12/19/20,Queens,Walking,85.91071429
12/20/20,Queens,Walking,85.7
12/21/20,Queens,Walking,86.205
12/22/20,Queens,Walking,87.30071429
12/23/20,Queens,Walking,88.76928571
12/24/20,Queens,Walking,88.59285714
12/25/20,Queens,Walking,84.65142857
12/26/20,Queens,Walking,82.81928571
12/27/20,Queens,Walking,81.93428571
12/28/20,Queens,Walking,82.64428571
12/29/20,Queens,Walking,82.74214286
12/30/20,Queens,Walking,84.36571429
12/31/20,Queens,Walking,87.02571429
1/1/21,Queens,Walking,84.81428571
1/2/21,Queens,Walking,84.19642857
1/3/21,Queens,Walking,83.47142857
1/4/21,Queens,Walking,83.15571429
1/5/21,Queens,Walking,82.21071429
1/6/21,Queens,Walking,80.89928571
1/7/21,Queens,Walking,80.57
1/8/21,Queens,Walking,83.565
1/9/21,Queens,Walking,84.75285714
1/10/21,Queens,Walking,85.12285714
1/11/21,Queens,Walking,84.40785714
1/12/21,Queens,Walking,84.22214286
1/13/21,Queens,Walking,83.655
1/14/21,Queens,Walking,83.28071429
1/15/21,Queens,Walking,85.69285714
1/16/21,Queens,Walking,86.45714286
1/17/21,Queens,Walking,87.56642857
1/18/21,Queens,Walking,87.18357143
1/19/21,Queens,Walking,87.00571429
1/20/21,Queens,Walking,86.75071429
1/21/21,Queens,Walking,86.78142857
1/22/21,Queens,Walking,86.92642857
1/23/21,Queens,Walking,86.69928571
1/24/21,Queens,Walking,86.28357143
1/25/21,Queens,Walking,86.15357143
1/26/21,Queens,Walking,85.31714286
1/27/21,Queens,Walking,85.12571429
1/28/21,Queens,Walking,84.59642857
1/29/21,Queens,Walking,83.815
1/30/21,Queens,Walking,83.37714286
1/31/21,Queens,Walking,82.64285714
2/1/21,Queens,Walking,79.55142857
2/2/21,Queens,Walking,77.965
2/3/21,Queens,Walking,77.89071429
2/4/21,Queens,Walking,78.08714286
2/5/21,Queens,Walking,78.45
2/6/21,Queens,Walking,79.20214286
2/7/21,Queens,Walking,78.26357143
2/8/21,Queens,Walking,78.225
2/9/21,Queens,Walking,78.47428571
2/10/21,Queens,Walking,78.69071429
2/11/21,Queens,Walking,78.66714286
2/12/21,Queens,Walking,79.69714286
2/13/21,Queens,Walking,80.15571429
2/14/21,Queens,Walking,81.32714286
2/15/21,Queens,Walking,83.79857143
2/16/21,Queens,Walking,85.60214286
2/17/21,Queens,Walking,86.30785714
2/18/21,Queens,Walking,84.39214286
2/19/21,Queens,Walking,83.01428571
2/20/21,Queens,Walking,82.65428571
2/21/21,Queens,Walking,84.11928571
2/22/21,Queens,Walking,83.89214286
2/23/21,Queens,Walking,84.40642857
2/24/21,Queens,Walking,85.15214286
2/25/21,Queens,Walking,86.27142857
2/26/21,Queens,Walking,86.72928571
2/27/21,Queens,Walking,87.37714286
2/28/21,Queens,Walking,86.97642857
3/1/21,Queens,Walking,87.99071429
3/2/21,Queens,Walking,88.12714286
3/3/21,Queens,Walking,88.61857143
3/4/21,Queens,Walking,90.97
3/5/21,Queens,Walking,92.75214286
3/6/21,Queens,Walking,93.28142857
3/7/21,Queens,Walking,93.84
3/8/21,Queens,Walking,94.87
3/9/21,Queens,Walking,95.94785714
3/10/21,Queens,Walking,96.20214286
3/11/21,Queens,Walking,96.81214286
3/12/21,Queens,Walking,89.33285714
3/13/21,Queens,Walking,90.13928571
3/14/21,Queens,Walking,90.765
3/15/21,Queens,Walking,90.78642857
3/16/21,Queens,Walking,90.88785714
3/17/21,Queens,Walking,90.94214286
3/18/21,Queens,Walking,90.59642857
3/19/21,Queens,Walking,90.90071429
3/20/21,Queens,Walking,92.79357143
3/21/21,Queens,Walking,94.09785714
3/22/21,Queens,Walking,94.81428571
3/23/21,Queens,Walking,94.94642857
3/24/21,Queens,Walking,94.39714286
3/25/21,Queens,Walking,94.57928571
3/26/21,Queens,Walking,103.5207143
3/27/21,Queens,Walking,104.3592857
3/28/21,Queens,Walking,104.0542857
3/29/21,Queens,Walking,104.9964286
3/30/21,Queens,Walking,106.6892857
3/31/21,Queens,Walking,107.005
4/1/21,Queens,Walking,108.1628571
4/2/21,Queens,Walking,108.3471429
4/3/21,Queens,Walking,107.6335714
4/4/21,Queens,Walking,106.6821429
4/5/21,Queens,Walking,107.0807143
4/6/21,Queens,Walking,107.6578571
4/7/21,Queens,Walking,109.215
4/8/21,Queens,Walking,109.8635714
4/9/21,Queens,Walking,109.7557143
4/10/21,Queens,Walking,110.2407143
4/11/21,Queens,Walking,110.4764286
4/12/21,Queens,Walking,110.1535714
4/13/21,Queens,Walking,110.1842857
4/14/21,Queens,Walking,110.6471429
4/15/21,Queens,Walking,110.1207143
4/16/21,Queens,Walking,110.7028571
4/17/21,Queens,Walking,111.6385714
4/18/21,Queens,Walking,112.7557143
4/19/21,Queens,Walking,112.8307143
4/20/21,Queens,Walking,113.2614286
4/21/21,Queens,Walking,112.2957143
4/22/21,Queens,Walking,111.4471429
4/23/21,Queens,Walking,111.8414286
4/24/21,Queens,Walking,112.0678571
4/25/21,Queens,Walking,112.8921429
4/26/21,Queens,Walking,113.6685714
4/27/21,Queens,Walking,113.4157143
4/28/21,Queens,Walking,114.1828571
4/29/21,Queens,Walking,115.0392857
4/30/21,Queens,Walking,115.7614286
5/1/21,Queens,Walking,116.6971429
5/2/21,Queens,Walking,117.2035714
5/3/21,Queens,Walking,117.1821429
5/4/21,Queens,Walking,116.9971429
5/5/21,Queens,Walking,117.4064286
5/6/21,Queens,Walking,118.5278571
5/7/21,Queens,Walking,119.0607143
5/8/21,Queens,Walking,118.5957143
5/9/21,Queens,Walking,118.6378571
5/10/21,Queens,Walking,118.8192857
5/11/21,Queens,Walking,119.3114286
5/12/21,Queens,Walking,119.385
5/13/21,Queens,Walking,120.7642857
5/14/21,Queens,Walking,121.7971429
5/15/21,Queens,Walking,122.4742857
5/16/21,Queens,Walking,122.6335714
1/26/20,Bronx,Driving,100.0942857
1/27/20,Bronx,Driving,99.88071429
1/28/20,Bronx,Driving,99.85285714
1/29/20,Bronx,Driving,99.59071429
1/30/20,Bronx,Driving,99.49071429
1/31/20,Bronx,Driving,99.23714286
2/1/20,Bronx,Driving,100.3585714
2/2/20,Bronx,Driving,100.2071429
2/3/20,Bronx,Driving,100.8571429
2/4/20,Bronx,Driving,100.5857143
2/5/20,Bronx,Driving,100.3814286
2/6/20,Bronx,Driving,100.4421429
2/7/20,Bronx,Driving,100.1492857
2/8/20,Bronx,Driving,100.615
2/9/20,Bronx,Driving,100.845
2/10/20,Bronx,Driving,101.1671429
2/11/20,Bronx,Driving,101.6242857
2/12/20,Bronx,Driving,102.0171429
2/13/20,Bronx,Driving,102.6635714
2/14/20,Bronx,Driving,103.8764286
2/15/20,Bronx,Driving,104.2542857
2/16/20,Bronx,Driving,104.8778571
2/17/20,Bronx,Driving,104.6571429
2/18/20,Bronx,Driving,104.9757143
2/19/20,Bronx,Driving,105.3414286
2/20/20,Bronx,Driving,105.4164286
2/21/20,Bronx,Driving,105.7278571
2/22/20,Bronx,Driving,106.2792857
2/23/20,Bronx,Driving,106.7471429
2/24/20,Bronx,Driving,106.8521429
2/25/20,Bronx,Driving,106.9071429
2/26/20,Bronx,Driving,107.2485714
2/27/20,Bronx,Driving,107.3007143
2/28/20,Bronx,Driving,107.09
2/29/20,Bronx,Driving,107.7792857
3/1/20,Bronx,Driving,108
3/2/20,Bronx,Driving,109.0171429
3/3/20,Bronx,Driving,109.4157143
3/4/20,Bronx,Driving,109.8014286
3/5/20,Bronx,Driving,110.4242857
3/6/20,Bronx,Driving,111.0192857
3/7/20,Bronx,Driving,111.2085714
3/8/20,Bronx,Driving,111.2921429
3/9/20,Bronx,Driving,111.7135714
3/10/20,Bronx,Driving,111.65
3/11/20,Bronx,Driving,111.0735714
3/12/20,Bronx,Driving,110.0721429
3/13/20,Bronx,Driving,108.3828571
3/14/20,Bronx,Driving,106.3371429
3/15/20,Bronx,Driving,104.7228571
3/16/20,Bronx,Driving,102.3821429
3/17/20,Bronx,Driving,99.93428571
3/18/20,Bronx,Driving,97.24785714
3/19/20,Bronx,Driving,93.91642857
3/20/20,Bronx,Driving,89.78357143
3/21/20,Bronx,Driving,85.18785714
3/22/20,Bronx,Driving,81.36571429
3/23/20,Bronx,Driving,76.815
3/24/20,Bronx,Driving,72.93928571
3/25/20,Bronx,Driving,69.18071429
3/26/20,Bronx,Driving,65.95714286
3/27/20,Bronx,Driving,62.39285714
3/28/20,Bronx,Driving,58.82142857
3/29/20,Bronx,Driving,56.365
3/30/20,Bronx,Driving,54.23428571
3/31/20,Bronx,Driving,52.55142857
4/1/20,Bronx,Driving,51.02071429
4/2/20,Bronx,Driving,49.78142857
4/3/20,Bronx,Driving,48.50642857
4/4/20,Bronx,Driving,47.85214286
4/5/20,Bronx,Driving,47.82785714
4/6/20,Bronx,Driving,48.245
4/7/20,Bronx,Driving,48.25785714
4/8/20,Bronx,Driving,48.34785714
4/9/20,Bronx,Driving,48.15
4/10/20,Bronx,Driving,47.92142857
4/11/20,Bronx,Driving,48.35428571
4/12/20,Bronx,Driving,48.51571429
4/13/20,Bronx,Driving,48.36214286
4/14/20,Bronx,Driving,48.72785714
4/15/20,Bronx,Driving,49.27285714
4/16/20,Bronx,Driving,49.835
4/17/20,Bronx,Driving,50.52142857
4/18/20,Bronx,Driving,50.96785714
4/19/20,Bronx,Driving,51.72357143
4/20/20,Bronx,Driving,52.32928571
4/21/20,Bronx,Driving,52.73928571
4/22/20,Bronx,Driving,53.585
4/23/20,Bronx,Driving,54.44285714
4/24/20,Bronx,Driving,55.19928571
4/25/20,Bronx,Driving,56.23642857
4/26/20,Bronx,Driving,56.82071429
4/27/20,Bronx,Driving,57.88928571
4/28/20,Bronx,Driving,58.8
4/29/20,Bronx,Driving,59.22571429
4/30/20,Bronx,Driving,59.73571429
5/1/20,Bronx,Driving,60.865
5/2/20,Bronx,Driving,62.66857143
5/3/20,Bronx,Driving,63.77928571
5/4/20,Bronx,Driving,65.24428571
5/5/20,Bronx,Driving,66.71428571
5/6/20,Bronx,Driving,67.49785714
5/7/20,Bronx,Driving,68.63714286
5/8/20,Bronx,Driving,69.53714286
5/9/20,Bronx,Driving,70.31357143
5/10/20,Bronx,Driving,71.77142857
5/11/20,Bronx,Driving,67.39785714
5/12/20,Bronx,Driving,62.61428571
5/13/20,Bronx,Driving,63.83285714
5/14/20,Bronx,Driving,65.16428571
5/15/20,Bronx,Driving,66.54071429
5/16/20,Bronx,Driving,67.46
5/17/20,Bronx,Driving,67.98214286
5/18/20,Bronx,Driving,68.07428571
5/19/20,Bronx,Driving,68.81857143
5/20/20,Bronx,Driving,69.89785714
5/21/20,Bronx,Driving,71.00214286
5/22/20,Bronx,Driving,72.78
5/23/20,Bronx,Driving,73.40285714
5/24/20,Bronx,Driving,74.68714286
5/25/20,Bronx,Driving,80.56642857
5/26/20,Bronx,Driving,87.25214286
