date,NYC driving,NYC transit,NYC walking,Bronx driving,Bronx transit,Bronx walking,Brooklyn driving,Brooklyn transit,Brooklyn walking,Manhattan driving,Manhattan transit,Manhattan walking,Queens driving,Queens transit,Queens walking,Staten Island driving,Staten Island transit,Staten Island walking
4/10/20,40.05285714,13.58357143,23.60142857,47.92142857,23.97714286,47.41857143,44.49642857,17.69642857,35.34357143,18.31285714,6.804285714,7.43,39.24857143,15.54928571,37.36357143,48.60428571,21.05357143,61.21071429
4/11/20,40.57928571,13.52071429,24.04357143,48.35428571,23.87928571,47.85571429,44.94785714,17.58214286,36.03214286,18.46428571,6.774285714,7.571428571,39.60785714,15.44285714,37.93571429,49.28285714,21.07142857,62.00571429
4/12/20,40.62857143,13.40714286,24.205,48.51571429,23.67214286,47.97428571,45.12142857,17.42571429,36.32,18.55785714,6.723571429,7.648571429,39.74428571,15.31571429,38.07071429,49.25785714,20.91142857,61.895
4/13/20,40.41928571,13.21571429,23.90214286,48.36214286,23.33571429,47.54928571,44.98642857,17.12214286,35.78928571,18.55857143,6.639285714,7.537142857,39.61357143,15.06571429,37.53,49.17,20.81285714,61.56928571
4/14/20,40.87,13.18571429,24.16357143,48.72785714,23.26714286,47.78714286,45.40857143,17.05785714,36.065,18.70071429,6.627857143,7.597857143,39.945,15.01928571,37.90071429,49.75642857,20.90928571,61.96642857
4/15/20,41.25214286,13.11642857,24.21857143,49.27285714,23.08714286,47.88071429,45.73071429,16.90785714,35.90357143,18.85214286,6.615714286,7.624285714,40.33214286,14.89571429,38.08642857,50.35571429,20.97571429,61.97142857
4/16/20,41.69642857,13.08071429,24.285,49.835,23.02642857,48.035,46.13714286,16.815,35.88,19.02571429,6.616428571,7.645,40.73928571,14.82714286,38.26142857,51.04857143,21.05714286,62.16285714
4/17/20,42.26,13.05928571,24.52928571,50.52142857,22.95285714,48.52428571,46.81785714,16.74857143,36.11714286,19.23357143,6.599285714,7.715,41.20142857,14.79785714,38.56642857,51.87571429,20.99714286,62.77428571
4/18/20,42.56142857,13.01571429,24.35642857,50.96785714,22.81714286,48.55571429,47.35428571,16.64285714,35.77,19.40071429,6.585,7.649285714,41.57785714,14.76428571,38.51428571,52.17071429,21.01857143,62.56071429
4/19/20,43.18785714,13.05714286,24.72071429,51.72357143,22.86642857,49.08285714,48.00642857,16.65214286,36.37285714,19.73071429,6.608571429,7.843571429,42.19214286,14.80142857,38.90714286,52.88642857,21.06928571,63.04
4/20/20,43.54714286,13.08,24.68857143,52.32928571,22.87571429,49.44857143,48.48428571,16.67785714,36.23285714,19.95357143,6.625714286,7.839285714,42.65071429,14.85,39.12928571,53.40428571,20.95071429,62.85
4/21/20,43.70428571,13.07642857,24.46071429,52.73928571,22.91714286,49.39714286,48.77357143,16.62642857,35.89,20.085,6.645714286,7.799285714,42.89,14.85428571,38.83,53.77214286,21.07428571,62.14785714
4/22/20,44.335,13.12928571,24.59857143,53.585,23.02214286,49.98642857,49.72928571,16.68785714,36.22428571,20.33071429,6.685714286,7.862142857,43.42714286,14.91571429,39.005,54.52785714,21.07714286,61.78857143
4/23/20,45.00142857,13.22214286,24.88857143,54.44285714,23.18142857,50.80642857,50.61357143,16.76928571,36.68357143,20.55285714,6.738571429,7.946428571,44.03142857,15.04285714,39.505,55.20571429,21.16214286,62.35285714
4/24/20,45.45642857,13.255,25.01571429,55.19928571,23.19857143,51.24642857,51.425,16.82571429,36.91214286,20.75928571,6.749285714,7.982857143,44.45214286,15.15142857,39.60357143,55.62642857,21.17285714,62.11928571
4/25/20,46.38285714,13.36642857,25.58785714,56.23642857,23.31714286,52.085,52.36142857,16.94071429,37.795,21.195,6.798571429,8.216428571,45.33785714,15.29428571,40.36857143,56.55214286,21.30071429,62.88714286
4/26/20,46.89571429,13.43357143,25.50785714,56.82071429,23.39285714,52.26357143,52.84071429,16.98928571,37.515,21.37642857,6.837142857,8.164285714,45.67142857,15.38642857,40.26857143,57.33714286,21.36,62.82142857
4/27/20,47.72857143,13.59285714,25.94428571,57.88928571,23.69571429,53.27,53.655,17.19285714,38.10714286,21.62285714,6.892142857,8.281428571,46.35428571,15.62928571,40.97071429,58.12285714,21.415,63.57
4/28/20,48.47071429,13.72714286,26.40714286,58.8,23.91785714,54.11928571,54.46,17.35214286,38.85928571,21.97785714,6.954285714,8.450714286,47.03642857,15.81428571,41.45714286,58.98071429,21.47214286,64.79714286
4/29/20,48.84571429,13.86785714,26.51785714,59.22571429,24.13071429,54.63428571,54.98428571,17.59214286,39.00285714,22.16571429,7.010714286,8.482857143,47.35571429,16.00571429,41.595,59.44642857,21.49357143,65.31285714
4/30/20,49.13642857,13.97928571,26.58357143,59.73571429,24.345,54.85357143,55.44,17.74142857,39.13785714,22.36357143,7.047857143,8.494285714,47.72,16.19928571,41.63428571,59.6,21.56071429,65.37285714
5/1/20,49.81714286,14.19714286,26.97928571,60.865,24.71071429,55.67071429,56.19142857,18.04214286,39.72214286,22.695,7.150714286,8.612857143,48.41714286,16.48071429,42.30714286,60.26,21.79285714,66.32857143
5/2/20,51.31857143,14.50214286,28.32714286,62.66857143,25.17785714,57.49785714,57.58071429,18.46071429,41.99285714,23.37285714,7.301428571,9.138571429,49.74642857,16.83,44.13857143,61.69571429,21.92571429,69.14857143
5/3/20,52.22714286,14.71857143,28.98214286,63.77928571,25.48571429,58.44285714,58.49785714,18.745,43.01714286,23.75357143,7.405,9.355714286,50.54928571,17.08214286,45.25428571,62.60642857,22.46571429,70.77571429
5/4/20,52.99857143,14.96428571,29.43285714,65.24428571,26.04785714,59.45285714,59.18214286,19.02785714,43.70142857,24.11214286,7.517857143,9.488571429,51.16642857,17.37857143,45.87142857,63.44142857,22.87071429,72.08
5/5/20,54.24428571,15.28357143,30.29142857,66.71428571,26.58571429,61.00642857,60.36928571,19.43857143,44.92571429,24.6,7.656428571,9.739285714,52.32071429,17.81285714,47.28714286,64.665,23.18785714,73.62857143
5/6/20,54.75071429,15.49571429,30.46285714,67.49785714,27.015,61.44142857,60.77642857,19.68357143,45.01714286,24.82071429,7.753571429,9.746428571,52.86214286,18.11214286,47.64571429,65.08071429,23.80857143,74.36928571
5/7/20,55.78,15.75357143,31.26357143,68.63714286,27.49357143,62.50357143,61.75357143,20.04214286,46.23642857,25.24428571,7.875,9.981428571,53.76714286,18.42785714,48.94785714,66.395,24.24714286,76.46714286
5/8/20,56.63785714,15.91857143,31.66642857,69.53714286,27.76571429,63.25,62.44285714,20.22428571,46.70928571,25.56571429,7.958571429,10.07142857,54.51571429,18.60714286,49.75785714,67.21857143,24.50428571,77.51214286
5/9/20,57.21571429,16.01357143,31.56357143,70.31357143,28.03214286,63.75571429,62.795,20.3,46.12285714,25.66642857,8.01,9.906428571,55.05857143,18.73142857,50.01357143,67.82,24.51,77.39214286
5/10/20,58.55214286,16.18785714,32.52642857,71.77142857,28.25,65.10642857,64.06428571,20.55857143,47.61428571,26.105,8.077142857,10.20571429,56.44,18.905,51.755,69.42785714,24.91428571,79.70285714
5/11/20,55.115,15.11785714,30.71714286,67.39785714,28.28214286,65.16642857,60.17285714,20.59714286,47.76285714,24.53714286,8.099285714,10.24857143,53.05357143,18.94214286,52.17142857,65.46785714,24.90142857,80.29785714
5/12/20,51.09428571,13.97428571,28.35285714,62.61428571,27.95785714,64.24928571,55.78,20.30642857,46.86357143,22.73428571,8.007142857,10.02,49.18214286,18.71857143,51.52428571,60.65571429,24.48928571,78.96
5/13/20,52.28571429,14.19285714,29.14714286,63.83285714,28.35785714,65.05357143,56.77714286,20.56785714,48.07214286,23.16214286,8.113571429,10.225,50.18285714,18.96571429,52.78142857,61.95285714,24.73214286,80.76071429
5/14/20,53.7,14.45285714,30.12214286,65.16428571,28.86928571,66.55214286,57.97214286,20.90785714,49.43714286,23.65928571,8.239285714,10.47714286,51.32,19.25,54.46357143,63.48,24.97571429,82.73714286
5/15/20,55.32357143,14.71214286,31.25142857,66.54071429,29.30857143,68.175,59.44142857,21.29928571,51.02857143,24.27642857,8.367142857,10.81214286,52.77642857,19.55571429,56.21357143,65.32785714,25.28714286,85.43857143
5/16/20,56.46214286,14.91214286,31.80142857,67.46,29.67714286,69.14142857,60.42571429,21.53714286,51.45714286,24.63071429,8.46,10.945,53.76785714,19.80285714,57.07,66.75142857,25.59357143,86.73285714
