date,NYC driving,NYC transit,NYC walking,Bronx driving,Bronx transit,Bronx walking,Brooklyn driving,Brooklyn transit,Brooklyn walking,Manhattan driving,Manhattan transit,Manhattan walking,Queens driving,Queens transit,Queens walking,Staten Island driving,Staten Island transit,Staten Island walking
2/20/20,109.155,103.0664286,115.9378571,105.4164286,92.13928571,99.07142857,112.995,112.0907143,116.3035714,114.7707143,103.0042857,119.7921429,107.8864286,98.20285714,102.2592857,110.1585714,104.065,105.7828571
2/21/20,109.6235714,103.35,116.675,105.7278571,92.34571429,99.51642857,113.2157143,112.4392857,116.8564286,115.1,103.2271429,120.5328571,108.0671429,98.585,103.1292857,110.3892857,104.4964286,106.6014286
2/22/20,109.9964286,103.35,117.4021429,106.2792857,92.61642857,100.3178571,113.3292857,112.3371429,117.5514286,115.4392857,103.1935714,121.3464286,108.4092857,98.56571429,103.7064286,110.6685714,105.0028571,107.2357143
2/23/20,110.285,103.2135714,117.7978571,106.7471429,92.69928571,100.6692857,113.5392857,112.1035714,118.3035714,115.4392857,102.9721429,121.6735714,108.6378571,98.36214286,103.9678571,110.8521429,105.2307143,107.3785714
2/24/20,110.3271429,103.1985714,118.4278571,106.8521429,92.81285714,101.3657143,113.5528571,112.125,119.25,115.41,102.9007143,122.2264286,108.55,98.33785714,104.5814286,110.6871429,105.1228571,108.0157143
2/25/20,110.3528571,102.9442857,118.1335714,106.9071429,92.72785714,101.35,113.5778571,111.7307143,118.8564286,115.2021429,102.6207143,121.855,108.7464286,98.21785714,104.5771429,110.4657143,105.05,108.1607143
2/26/20,110.4364286,102.7264286,117.9864286,107.2485714,92.56928571,101.4692857,113.6378571,111.445,118.3514286,115.13,102.4121429,121.7578571,108.86,98.01214286,104.4414286,110.9171429,105.1821429,107.5978571
2/27/20,110.2264286,102.3078571,117.6707143,107.3007143,92.26142857,101.3621429,113.3657143,110.8764286,117.65,114.8421429,102.0164286,121.5535714,108.5421429,97.60071429,104.0371429,110.7485714,105.0178571,106.925
2/28/20,109.6121429,102.0128571,116.86,107.09,92.36714286,101.34,112.5871429,110.6885714,117.1371429,113.7678571,101.5657143,120.4978571,107.98,97.435,104.0157143,110.6414286,105.0121429,106.6135714
2/29/20,109.9885714,102.1385714,116.4407143,107.7792857,92.875,102.0942857,113.065,111.1321429,117.6271429,113.1771429,101.505,119.405,108.4092857,97.465,104.3892857,111.2942857,105.4707143,107.4392857
3/1/20,109.8328571,101.5092857,114.9671429,108,92.75071429,102.2071429,112.8621429,110.6807143,116.8107143,111.7907143,100.54,116.9028571,108.3671429,97.14428571,104.105,111.9114286,105.4207143,112.1378571
3/2/20,109.7621429,100.9292857,114.055,109.0171429,93.255,103.1271429,112.7721429,109.9507143,116.1457143,111.1314286,99.88285714,115.5964286,108.4528571,96.31071429,103.6764286,111.9471429,105.5485714,112.7892857
3/3/20,109.8942857,100.5021429,113.5585714,109.4157143,92.81571429,103.175,113.015,109.5842857,116.05,110.9214286,99.59785714,114.9557143,108.53,95.52714286,103.1428571,111.9585714,104.5771429,112.725
3/4/20,109.9485714,100.2221429,113.3928571,109.8014286,92.67428571,103.5285714,113.2907143,109.7014286,116.6614286,110.7335714,99.21928571,114.485,108.5971429,95.05142857,103.1821429,112.1464286,104.28,112.4971429
3/5/20,110.2114286,99.95857143,113.6357143,110.4242857,92.51071429,104.2542857,113.8728571,109.8157143,117.6214286,110.6635714,98.89357143,114.4735714,108.8107143,94.39928571,103.305,112.2971429,103.9257143,112.9142857
3/6/20,110.3792857,99.43785714,112.8207143,111.0192857,92.32,104.5142857,114.4821429,109.59,117.4092857,110.2042857,98.19142857,113.2207143,109.1735714,93.94285714,102.7621429,112.6342857,103.5371429,112.6278571
3/7/20,110.4471429,99.23357143,112.4142857,111.2085714,92.38285714,104.5021429,114.9671429,109.9728571,117.5464286,109.6257143,97.67142857,112.3864286,109.32,93.91785714,102.8128571,113,103.32,112.5664286
3/8/20,110.4178571,99.10214286,112.5735714,111.2921429,92.48785714,104.8228571,115.0514286,110.0778571,117.9928571,109.3642857,97.42,112.3485714,109.275,93.93357143,103.1007143,113.3457143,103.2742857,113.0971429
3/9/20,110.765,99.15285714,113.7235714,111.7135714,92.47,105.5321429,115.4928571,110.2907143,119.1492857,109.8371429,97.45357143,113.6257143,109.4985714,93.99214286,103.8792857,113.7828571,103.7321429,113.6878571
3/10/20,110.6492857,98.65,114.2842857,111.65,92.225,105.9828571,115.495,110.07,120.0114286,109.6642857,96.80714286,114.1542857,109.0928571,93.46714286,104.2128571,113.7214286,103.295,114.21
3/11/20,110.2892857,97.72285714,113.9735714,111.0735714,91.67214286,106.0378571,115.3392857,109.4892857,120.5842857,108.8228571,95.54071429,113.4857143,108.7278571,92.87214286,104.2092857,113.165,102.7328571,114.46
3/12/20,109.2228571,95.69571429,112.5835714,110.0721429,90.57428571,105.7664286,114.6664286,108.165,120.3657143,106.82,92.83428571,111.3985714,107.7221429,91.38,103.8907143,112.0478571,101.1057143,114.2485714
3/13/20,107.26,92.25285714,109.4957143,108.3828571,88.76,104.9635714,113.2878571,105.4614286,119.1328571,102.9578571,88.26142857,106.9564286,106.2207143,89.03714286,102.8328571,110.0592857,98.93285714,113.455
3/14/20,104.5685714,88.17857143,105.355,106.3371429,86.79,103.7628571,110.625,101.42,116.5764286,97.90571429,83.18071429,101.2185714,104.0671429,86.23214286,101.4635714,107.6064286,96.095,112.2478571
3/15/20,102.26,84.86714286,101.77,104.7228571,85.27071429,102.9007143,108.265,98.06142857,114.1728571,93.88928571,79.19214286,96.46714286,102.1178571,83.69357143,100.1335714,104.8542857,93.40142857,106.5885714
3/16/20,99.77642857,80.84571429,97.64428571,102.3821429,82.37857143,100.6907143,106.2592857,94.12428571,111.045,89.92714286,74.59928571,91.11642857,100.0835714,80.40571429,98.00857143,102.8457143,89.66928571,104.4207143
3/17/20,96.56285714,76.29285714,93.29857143,99.93428571,79.12571429,98.48785714,103.6307143,89.60285714,108.0014286,85.30071429,69.415,85.475,97.45642857,76.59642857,95.79214286,100.2307143,85.40357143,102.2407143
3/18/20,93.09571429,71.2,88.13571429,97.24785714,75.45357143,95.72714286,100.4414286,84.22571429,103.8071429,80.13714286,63.75,78.89428571,94.475,72.19285714,92.85928571,97.06071429,80.20142857,99.65428571
3/19/20,88.92428571,65.81857143,82.28214286,93.91642857,71.77714286,92.91,96.75,78.85428571,99.185,74.19071429,57.57857143,71.57214286,90.88714286,67.79714286,89.43785714,93.67571429,75.48214286,96.22142857
3/20/20,84.11357143,59.79714286,76.36928571,89.78357143,67.63785714,89.96928571,92.31857143,72.88285714,94.91214286,67.24714286,50.61571429,63.94857143,86.52857143,62.81928571,86.38214286,89.37928571,70.47428571,94.01857143
3/21/20,78.63571429,52.95857143,68.10285714,85.18785714,62.955,85.75928571,86.31428571,64.79928571,87.13285714,59.42785714,43.21928571,54.09428571,81.57571429,57.03357143,81.06357143,84.37928571,65.105,90.11071429
3/22/20,74.18142857,47.87571429,61.81,81.36571429,59.44642857,82.33571429,81.47714286,58.83285714,80.58214286,53.55071429,37.85571429,46.81214286,77.365,52.55642857,76.74214286,80.18214286,60.87714286,86.60357143
3/23/20,69.29928571,42.39428571,54.98357143,76.815,54.75142857,77.36857143,76.69357143,52.96285714,73.96857143,47.64785714,32.19714286,39.17357143,72.64142857,47.28714286,71.27571429,75.49142857,54.93857143,82.13714286
3/24/20,65.09285714,37.49571429,49.62357143,72.93928571,50.43642857,73.54071429,72.7,47.76428571,69.33928571,42.26142857,27.07,32.685,68.60714286,42.70357143,67.33857143,71.53571429,49.97928571,79.15
3/25/20,60.74428571,32.75785714,44.25571429,69.18071429,46.06285714,69.28285714,68.50285714,42.55642857,64.03357143,37.26214286,22.27214286,26.64785714,64.34,38.12428571,62.91285714,67.41714286,44.90428571,75.64714286
3/26/20,57.13714286,28.96857143,40.26142857,65.95714286,42.59357143,66.26428571,64.76357143,38.11857143,59.96,33.01214286,18.54714286,21.93428571,60.545,34.29642857,59.62857143,64.20928571,41.05428571,73.79285714
3/27/20,53.40785714,25.45857143,36.245,62.39285714,39.25142857,62.86785714,60.63214286,33.85214286,55.31142857,29.04785714,15.31,17.59428571,56.35285714,30.54357143,55.65857143,60.76571429,37.14142857,71.34428571
3/28/20,49.73142857,22.26071429,31.94142857,58.82142857,36.12214286,59.01,56.62714286,29.71071429,49.46,25.83928571,12.48428571,13.72357143,52.44642857,27.15571429,50.89357143,57.35285714,33.78357143,67.86785714
3/29/20,47.31571429,20.27428571,29.44214286,56.365,34.04214286,56.52928571,53.95714286,27.10285714,45.87357143,23.84,10.875,11.57785714,49.68214286,24.83,47.675,55.18571429,31.56785714,65.72
3/30/20,45.28571429,18.76428571,27.90071429,54.23428571,32.04142857,54.43928571,51.645,25.15214286,43.715,22.24428571,9.792142857,10.31357143,47.19,22.87,45.44642857,53.175,29.51714286,64.03
3/31/20,43.79428571,17.65,26.78928571,52.55142857,30.42285714,52.74428571,49.71785714,23.68142857,41.86142857,21.12357143,9.047142857,9.528571429,45.16785714,21.38428571,43.59714286,51.59857143,27.82571429,63.08285714
4/1/20,42.49571429,16.72428571,25.865,51.02071429,29.03142857,51.18785714,48.24,22.425,40.45428571,20.21928571,8.472857143,8.906428571,43.40214286,20.14,41.87571429,50.24857143,26.47428571,62.42357143
4/2/20,41.55071429,15.91285714,25.22714286,49.78142857,27.66357143,49.95428571,46.94785714,21.21428571,39.145,19.55357143,8.039285714,8.491428571,41.98714286,18.91785714,40.60857143,49.12714286,25.05,62.10785714
4/3/20,40.445,15.17214286,24.16571429,48.50642857,26.56357143,48.34428571,45.51571429,20.10071429,37.19,18.91857143,7.640714286,7.952857143,40.60714286,17.88714286,38.80571429,48.03642857,23.92,60.30071429
4/4/20,39.88857143,14.74142857,23.73928571,47.85214286,25.91,47.65071429,44.82142857,19.42,36.22285714,18.59214286,7.417857143,7.733571429,39.78714286,17.30142857,37.87285714,47.58928571,23.27785714,60.01714286
4/5/20,39.87142857,14.53142857,23.72071429,47.82785714,25.56571429,47.67571429,44.755,19.11571429,36.02928571,18.52285714,7.324285714,7.690714286,39.595,16.95785714,37.61428571,47.67,22.72642857,60.00714286
4/6/20,40.31428571,14.44571429,24.31714286,48.245,25.40214286,48.34428571,45.15642857,18.98,37.03928571,18.52142857,7.278571429,7.813571429,39.81,16.75928571,38.38357143,48.22142857,22.54142857,61.05714286
4/7/20,40.31142857,14.23285714,24.27071429,48.25785714,25.01928571,48.36285714,45.12214286,18.67785714,36.82,18.45,7.172142857,7.752857143,39.66071429,16.42714286,38.20428571,48.31571429,22.09857143,61.48142857
4/8/20,40.45785714,14.09,24.47785714,48.34785714,24.80571429,48.52642857,45.11857143,18.43571429,36.99357143,18.46071429,7.095714286,7.772142857,39.68571429,16.18571429,38.50428571,48.65214286,21.82642857,62.45214286
4/9/20,40.21357143,13.85285714,24.07928571,48.15,24.37785714,48.00642857,44.78214286,18.095,36.24857143,18.40285714,6.977857143,7.633571429,39.42857143,15.86857143,37.855,48.55642857,21.42071429,62.03142857
