GEO_ID,NAME,B11001_001E
id,Geographic Area Name,Estimate!!Total:
8600000US12429,ZCTA5 12429,123
8600000US12430,ZCTA5 12430,492
8600000US12431,ZCTA5 12431,402
8600000US12432,ZCTA5 12432,106
8600000US12433,ZCTA5 12433,277
8600000US12434,ZCTA5 12434,376
8600000US12435,ZCTA5 12435,89
8600000US12436,ZCTA5 12436,94
8600000US12438,ZCTA5 12438,8
8600000US12439,ZCTA5 12439,143
8600000US12440,ZCTA5 12440,801
8600000US12441,ZCTA5 12441,42
8600000US12442,ZCTA5 12442,380
8600000US12443,ZCTA5 12443,1404
8600000US12444,ZCTA5 12444,218
8600000US12446,ZCTA5 12446,2036
8600000US12448,ZCTA5 12448,197
8600000US12449,ZCTA5 12449,1233
8600000US12450,ZCTA5 12450,83
8600000US12451,ZCTA5 12451,480
8600000US12452,ZCTA5 12452,101
8600000US12453,ZCTA5 12453,91
8600000US12454,ZCTA5 12454,115
8600000US12455,ZCTA5 12455,815
8600000US12456,ZCTA5 12456,342
8600000US12457,ZCTA5 12457,478
8600000US12458,ZCTA5 12458,917
8600000US12459,ZCTA5 12459,135
8600000US12460,ZCTA5 12460,136
8600000US12461,ZCTA5 12461,744
8600000US12463,ZCTA5 12463,687
8600000US12464,ZCTA5 12464,519
8600000US12465,ZCTA5 12465,108
8600000US12466,ZCTA5 12466,998
8600000US12468,ZCTA5 12468,369
8600000US12469,ZCTA5 12469,286
8600000US12470,ZCTA5 12470,183
8600000US12471,ZCTA5 12471,123
8600000US12472,ZCTA5 12472,610
8600000US12473,ZCTA5 12473,287
8600000US12474,ZCTA5 12474,448
8600000US12475,ZCTA5 12475,104
8600000US12477,ZCTA5 12477,7813
8600000US12480,ZCTA5 12480,263
8600000US12481,ZCTA5 12481,589
8600000US12482,ZCTA5 12482,139
8600000US12483,ZCTA5 12483,141
8600000US12484,ZCTA5 12484,1165
8600000US12485,ZCTA5 12485,554
8600000US12486,ZCTA5 12486,600
8600000US12487,ZCTA5 12487,1273
8600000US12489,ZCTA5 12489,192
8600000US12490,ZCTA5 12490,14
8600000US12491,ZCTA5 12491,612
8600000US12492,ZCTA5 12492,72
8600000US12493,ZCTA5 12493,76
8600000US12494,ZCTA5 12494,310
8600000US12495,ZCTA5 12495,78
8600000US12496,ZCTA5 12496,561
8600000US12498,ZCTA5 12498,2383
8600000US12501,ZCTA5 12501,972
8600000US12502,ZCTA5 12502,437
8600000US12503,ZCTA5 12503,243
8600000US12504,ZCTA5 12504,41
8600000US12507,ZCTA5 12507,83
8600000US12508,ZCTA5 12508,7283
8600000US12512,ZCTA5 12512,58
8600000US12513,ZCTA5 12513,136
8600000US12514,ZCTA5 12514,1138
8600000US12515,ZCTA5 12515,513
8600000US12516,ZCTA5 12516,639
8600000US12517,ZCTA5 12517,215
8600000US12518,ZCTA5 12518,2298
8600000US12520,ZCTA5 12520,1038
8600000US12521,ZCTA5 12521,660
8600000US12522,ZCTA5 12522,1899
8600000US12523,ZCTA5 12523,750
8600000US12524,ZCTA5 12524,5938
8600000US12525,ZCTA5 12525,1092
8600000US12526,ZCTA5 12526,1522
8600000US12527,ZCTA5 12527,0
8600000US12528,ZCTA5 12528,5169
8600000US12529,ZCTA5 12529,941
8600000US12530,ZCTA5 12530,40
8600000US12531,ZCTA5 12531,1113
8600000US12533,ZCTA5 12533,8612
8600000US12534,ZCTA5 12534,7594
8600000US12538,ZCTA5 12538,5084
8600000US12540,ZCTA5 12540,2759
8600000US12542,ZCTA5 12542,2267
8600000US12543,ZCTA5 12543,1362
8600000US12545,ZCTA5 12545,2028
8600000US12546,ZCTA5 12546,1221
8600000US12547,ZCTA5 12547,1072
8600000US12548,ZCTA5 12548,521
8600000US12549,ZCTA5 12549,3788
8600000US12550,ZCTA5 12550,19684
8600000US12553,ZCTA5 12553,9695
8600000US12561,ZCTA5 12561,6442
8600000US12563,ZCTA5 12563,2441
8600000US12564,ZCTA5 12564,2784
8600000US12565,ZCTA5 12565,523
8600000US12566,ZCTA5 12566,3999
8600000US12567,ZCTA5 12567,1109
8600000US12569,ZCTA5 12569,3996
8600000US12570,ZCTA5 12570,2437
8600000US12571,ZCTA5 12571,3887
8600000US12572,ZCTA5 12572,3740
8600000US12574,ZCTA5 12574,102
8600000US12575,ZCTA5 12575,823
8600000US12577,ZCTA5 12577,544
8600000US12578,ZCTA5 12578,828
8600000US12580,ZCTA5 12580,1669
8600000US12581,ZCTA5 12581,1007
8600000US12582,ZCTA5 12582,1424
8600000US12583,ZCTA5 12583,885
8600000US12585,ZCTA5 12585,322
8600000US12586,ZCTA5 12586,4047
8600000US12589,ZCTA5 12589,4762
8600000US12590,ZCTA5 12590,12975
8600000US12592,ZCTA5 12592,503
8600000US12594,ZCTA5 12594,1667
8600000US12601,ZCTA5 12601,16099
8600000US12603,ZCTA5 12603,15708
8600000US12604,ZCTA5 12604,7
8600000US12701,ZCTA5 12701,4119
8600000US12719,ZCTA5 12719,454
8600000US12720,ZCTA5 12720,62
8600000US12721,ZCTA5 12721,2070
8600000US12722,ZCTA5 12722,58
8600000US12723,ZCTA5 12723,680
8600000US12724,ZCTA5 12724,114
8600000US12725,ZCTA5 12725,51
8600000US12726,ZCTA5 12726,479
8600000US12729,ZCTA5 12729,708
8600000US12732,ZCTA5 12732,286
8600000US12733,ZCTA5 12733,262
8600000US12734,ZCTA5 12734,380
8600000US12736,ZCTA5 12736,36
8600000US12737,ZCTA5 12737,717
8600000US12738,ZCTA5 12738,114
8600000US12740,ZCTA5 12740,742
8600000US12741,ZCTA5 12741,116
8600000US12742,ZCTA5 12742,61
8600000US12743,ZCTA5 12743,142
8600000US12745,ZCTA5 12745,76
8600000US12746,ZCTA5 12746,354
8600000US12747,ZCTA5 12747,656
8600000US12748,ZCTA5 12748,898
8600000US12749,ZCTA5 12749,128
8600000US12750,ZCTA5 12750,73
8600000US12751,ZCTA5 12751,355
8600000US12752,ZCTA5 12752,139
8600000US12754,ZCTA5 12754,2535
8600000US12758,ZCTA5 12758,1651
8600000US12759,ZCTA5 12759,623
8600000US12760,ZCTA5 12760,251
8600000US12762,ZCTA5 12762,185
8600000US12763,ZCTA5 12763,262
8600000US12764,ZCTA5 12764,743
8600000US12765,ZCTA5 12765,317
8600000US12766,ZCTA5 12766,183
8600000US12767,ZCTA5 12767,66
8600000US12768,ZCTA5 12768,294
8600000US12769,ZCTA5 12769,183
8600000US12770,ZCTA5 12770,77
8600000US12771,ZCTA5 12771,5720
8600000US12775,ZCTA5 12775,713
8600000US12776,ZCTA5 12776,873
8600000US12777,ZCTA5 12777,436
8600000US12778,ZCTA5 12778,245
8600000US12779,ZCTA5 12779,853
8600000US12780,ZCTA5 12780,844
8600000US12781,ZCTA5 12781,118
8600000US12783,ZCTA5 12783,627
8600000US12784,ZCTA5 12784,17
8600000US12785,ZCTA5 12785,377
8600000US12786,ZCTA5 12786,215
8600000US12787,ZCTA5 12787,107
8600000US12788,ZCTA5 12788,914
8600000US12789,ZCTA5 12789,862
8600000US12790,ZCTA5 12790,1602
8600000US12791,ZCTA5 12791,222
8600000US12792,ZCTA5 12792,104
8600000US12801,ZCTA5 12801,6434
8600000US12803,ZCTA5 12803,3586
8600000US12804,ZCTA5 12804,11048
8600000US12808,ZCTA5 12808,147
8600000US12809,ZCTA5 12809,1414
8600000US12810,ZCTA5 12810,270
8600000US12811,ZCTA5 12811,33
8600000US12812,ZCTA5 12812,50
8600000US12814,ZCTA5 12814,635
8600000US12815,ZCTA5 12815,483
8600000US12816,ZCTA5 12816,1990
8600000US12817,ZCTA5 12817,942
8600000US12819,ZCTA5 12819,108
8600000US12821,ZCTA5 12821,118
8600000US12822,ZCTA5 12822,2309
8600000US12823,ZCTA5 12823,111
8600000US12824,ZCTA5 12824,455
8600000US12827,ZCTA5 12827,1392
8600000US12828,ZCTA5 12828,3840
8600000US12831,ZCTA5 12831,6169
8600000US12832,ZCTA5 12832,2761
8600000US12833,ZCTA5 12833,1639
8600000US12834,ZCTA5 12834,2589
8600000US12835,ZCTA5 12835,1110
8600000US12836,ZCTA5 12836,271
8600000US12837,ZCTA5 12837,405
8600000US12838,ZCTA5 12838,262
8600000US12839,ZCTA5 12839,5285
8600000US12841,ZCTA5 12841,112
8600000US12842,ZCTA5 12842,267
8600000US12843,ZCTA5 12843,246
8600000US12844,ZCTA5 12844,114
8600000US12845,ZCTA5 12845,1960
8600000US12846,ZCTA5 12846,1483
8600000US12847,ZCTA5 12847,142
8600000US12849,ZCTA5 12849,166
8600000US12850,ZCTA5 12850,1121
8600000US12851,ZCTA5 12851,180
8600000US12852,ZCTA5 12852,207
8600000US12853,ZCTA5 12853,751
8600000US12855,ZCTA5 12855,116
8600000US12856,ZCTA5 12856,105
8600000US12857,ZCTA5 12857,255
8600000US12858,ZCTA5 12858,66
8600000US12859,ZCTA5 12859,918
8600000US12860,ZCTA5 12860,258
8600000US12861,ZCTA5 12861,273
8600000US12862,ZCTA5 12862,0
8600000US12863,ZCTA5 12863,263
8600000US12864,ZCTA5 12864,19
8600000US12865,ZCTA5 12865,1437
8600000US12866,ZCTA5 12866,17628
8600000US12870,ZCTA5 12870,755
8600000US12871,ZCTA5 12871,1728
8600000US12872,ZCTA5 12872,16
8600000US12873,ZCTA5 12873,363
8600000US12874,ZCTA5 12874,88
8600000US12878,ZCTA5 12878,260
8600000US12883,ZCTA5 12883,2152
8600000US12884,ZCTA5 12884,196
8600000US12885,ZCTA5 12885,1939
8600000US12886,ZCTA5 12886,126
8600000US12887,ZCTA5 12887,1776
8600000US12901,ZCTA5 12901,13257
8600000US12903,ZCTA5 12903,697
8600000US12910,ZCTA5 12910,621
8600000US12911,ZCTA5 12911,0
8600000US12912,ZCTA5 12912,890
8600000US12913,ZCTA5 12913,510
8600000US12914,ZCTA5 12914,349
8600000US12916,ZCTA5 12916,895
8600000US12917,ZCTA5 12917,532
8600000US12918,ZCTA5 12918,896
8600000US12919,ZCTA5 12919,1134
8600000US12920,ZCTA5 12920,976
8600000US12921,ZCTA5 12921,986
8600000US12922,ZCTA5 12922,16
8600000US12923,ZCTA5 12923,243
8600000US12924,ZCTA5 12924,37
8600000US12926,ZCTA5 12926,978
8600000US12927,ZCTA5 12927,132
8600000US12928,ZCTA5 12928,832
8600000US12929,ZCTA5 12929,314
8600000US12930,ZCTA5 12930,279
8600000US12932,ZCTA5 12932,509
8600000US12933,ZCTA5 12933,26
8600000US12934,ZCTA5 12934,415
8600000US12935,ZCTA5 12935,649
8600000US12936,ZCTA5 12936,215
8600000US12937,ZCTA5 12937,658
8600000US12939,ZCTA5 12939,97
8600000US12941,ZCTA5 12941,527
8600000US12942,ZCTA5 12942,392
8600000US12943,ZCTA5 12943,200
8600000US12944,ZCTA5 12944,1670
8600000US12945,ZCTA5 12945,202
8600000US12946,ZCTA5 12946,1761
8600000US12950,ZCTA5 12950,277
8600000US12952,ZCTA5 12952,129
8600000US12953,ZCTA5 12953,4727
8600000US12955,ZCTA5 12955,158
8600000US12956,ZCTA5 12956,595
8600000US12957,ZCTA5 12957,682
8600000US12958,ZCTA5 12958,851
8600000US12959,ZCTA5 12959,619
8600000US12960,ZCTA5 12960,333
8600000US12961,ZCTA5 12961,174
8600000US12962,ZCTA5 12962,2236
8600000US12964,ZCTA5 12964,36
8600000US12965,ZCTA5 12965,164
8600000US12966,ZCTA5 12966,1132
8600000US12967,ZCTA5 12967,463
8600000US12969,ZCTA5 12969,200
8600000US12970,ZCTA5 12970,146
8600000US12972,ZCTA5 12972,2285
8600000US12973,ZCTA5 12973,50
8600000US12974,ZCTA5 12974,681
8600000US12975,ZCTA5 12975,136
8600000US12976,ZCTA5 12976,120
8600000US12977,ZCTA5 12977,37
8600000US12978,ZCTA5 12978,143
8600000US12979,ZCTA5 12979,1121
8600000US12980,ZCTA5 12980,535
8600000US12981,ZCTA5 12981,1078
8600000US12983,ZCTA5 12983,3348
8600000US12985,ZCTA5 12985,506
8600000US12986,ZCTA5 12986,2568
8600000US12987,ZCTA5 12987,106
8600000US12989,ZCTA5 12989,463
8600000US12992,ZCTA5 12992,1739
8600000US12993,ZCTA5 12993,711
8600000US12996,ZCTA5 12996,927
8600000US12997,ZCTA5 12997,513
8600000US12998,ZCTA5 12998,223
8600000US13020,ZCTA5 13020,37
8600000US13021,ZCTA5 13021,16708
8600000US13024,ZCTA5 13024,0
8600000US13026,ZCTA5 13026,582
8600000US13027,ZCTA5 13027,13911
8600000US13028,ZCTA5 13028,486
8600000US13029,ZCTA5 13029,2774
8600000US13030,ZCTA5 13030,1435
8600000US13031,ZCTA5 13031,6103
8600000US13032,ZCTA5 13032,4638
8600000US13033,ZCTA5 13033,1382
8600000US13034,ZCTA5 13034,810
8600000US13035,ZCTA5 13035,2980
8600000US13036,ZCTA5 13036,3739
8600000US13037,ZCTA5 13037,3562
8600000US13039,ZCTA5 13039,6609
8600000US13040,ZCTA5 13040,980
8600000US13041,ZCTA5 13041,4333
8600000US13042,ZCTA5 13042,894
8600000US13044,ZCTA5 13044,1093
8600000US13045,ZCTA5 13045,10495
8600000US13051,ZCTA5 13051,88
8600000US13052,ZCTA5 13052,571
8600000US13053,ZCTA5 13053,1821
8600000US13054,ZCTA5 13054,643
8600000US13057,ZCTA5 13057,6121
8600000US13060,ZCTA5 13060,1207
8600000US13061,ZCTA5 13061,420
8600000US13062,ZCTA5 13062,16
8600000US13063,ZCTA5 13063,739
8600000US13064,ZCTA5 13064,80
8600000US13066,ZCTA5 13066,5159
8600000US13068,ZCTA5 13068,2179
8600000US13069,ZCTA5 13069,9348
8600000US13071,ZCTA5 13071,365
8600000US13072,ZCTA5 13072,343
8600000US13073,ZCTA5 13073,2621
8600000US13074,ZCTA5 13074,1588
8600000US13076,ZCTA5 13076,897
8600000US13077,ZCTA5 13077,2721
8600000US13078,ZCTA5 13078,3884
8600000US13080,ZCTA5 13080,1277
8600000US13081,ZCTA5 13081,438
8600000US13082,ZCTA5 13082,1685
8600000US13083,ZCTA5 13083,764
8600000US13084,ZCTA5 13084,1576
8600000US13087,ZCTA5 13087,52
8600000US13088,ZCTA5 13088,10151
8600000US13090,ZCTA5 13090,12184
8600000US13092,ZCTA5 13092,1036
8600000US13101,ZCTA5 13101,890
8600000US13102,ZCTA5 13102,29
8600000US13103,ZCTA5 13103,119
8600000US13104,ZCTA5 13104,6101
8600000US13108,ZCTA5 13108,2472
8600000US13110,ZCTA5 13110,884
8600000US13111,ZCTA5 13111,636
8600000US13112,ZCTA5 13112,636
8600000US13113,ZCTA5 13113,99
8600000US13114,ZCTA5 13114,2347
8600000US13115,ZCTA5 13115,110
8600000US13116,ZCTA5 13116,1392
8600000US13117,ZCTA5 13117,115
8600000US13118,ZCTA5 13118,2165
8600000US13120,ZCTA5 13120,798
8600000US13122,ZCTA5 13122,415
8600000US13123,ZCTA5 13123,80
8600000US13124,ZCTA5 13124,36
8600000US13126,ZCTA5 13126,13634
8600000US13131,ZCTA5 13131,1410
8600000US13132,ZCTA5 13132,1339
8600000US13134,ZCTA5 13134,65
8600000US13135,ZCTA5 13135,2630
8600000US13136,ZCTA5 13136,192
8600000US13138,ZCTA5 13138,19
8600000US13140,ZCTA5 13140,1800
8600000US13141,ZCTA5 13141,267
8600000US13142,ZCTA5 13142,2567
8600000US13143,ZCTA5 13143,1043
8600000US13144,ZCTA5 13144,562
8600000US13145,ZCTA5 13145,690
8600000US13146,ZCTA5 13146,830
8600000US13147,ZCTA5 13147,426
8600000US13148,ZCTA5 13148,4545
8600000US13152,ZCTA5 13152,3411
8600000US13153,ZCTA5 13153,173
8600000US13155,ZCTA5 13155,210
8600000US13156,ZCTA5 13156,749
8600000US13157,ZCTA5 13157,315
8600000US13158,ZCTA5 13158,611
8600000US13159,ZCTA5 13159,2092
8600000US13160,ZCTA5 13160,724
8600000US13162,ZCTA5 13162,132
8600000US13163,ZCTA5 13163,139
8600000US13164,ZCTA5 13164,878
8600000US13165,ZCTA5 13165,4301
8600000US13166,ZCTA5 13166,2285
8600000US13167,ZCTA5 13167,1241
8600000US13202,ZCTA5 13202,2683
8600000US13203,ZCTA5 13203,7109
8600000US13204,ZCTA5 13204,7903
8600000US13205,ZCTA5 13205,6937
8600000US13206,ZCTA5 13206,7793
8600000US13207,ZCTA5 13207,5179
8600000US13208,ZCTA5 13208,8564
8600000US13209,ZCTA5 13209,5452
8600000US13210,ZCTA5 13210,7639
8600000US13211,ZCTA5 13211,2374
8600000US13212,ZCTA5 13212,8915
8600000US13214,ZCTA5 13214,2880
8600000US13215,ZCTA5 13215,5432
8600000US13219,ZCTA5 13219,6224
8600000US13224,ZCTA5 13224,3547
8600000US13290,ZCTA5 13290,0
8600000US13301,ZCTA5 13301,53
8600000US13302,ZCTA5 13302,669
8600000US13303,ZCTA5 13303,435
8600000US13304,ZCTA5 13304,697
8600000US13305,ZCTA5 13305,96
8600000US13308,ZCTA5 13308,1231
8600000US13309,ZCTA5 13309,2236
8600000US13310,ZCTA5 13310,238
8600000US13312,ZCTA5 13312,199
8600000US13313,ZCTA5 13313,156
8600000US13314,ZCTA5 13314,124
8600000US13315,ZCTA5 13315,544
8600000US13316,ZCTA5 13316,2715
8600000US13317,ZCTA5 13317,1531
8600000US13318,ZCTA5 13318,536
8600000US13319,ZCTA5 13319,275
8600000US13320,ZCTA5 13320,801
8600000US13321,ZCTA5 13321,441
8600000US13322,ZCTA5 13322,385
8600000US13323,ZCTA5 13323,4128
8600000US13324,ZCTA5 13324,898
8600000US13325,ZCTA5 13325,395
8600000US13326,ZCTA5 13326,2324
8600000US13327,ZCTA5 13327,777
8600000US13328,ZCTA5 13328,635
8600000US13329,ZCTA5 13329,1630
8600000US13331,ZCTA5 13331,66
8600000US13332,ZCTA5 13332,1041
8600000US13333,ZCTA5 13333,21
8600000US13334,ZCTA5 13334,384
8600000US13335,ZCTA5 13335,499
8600000US13337,ZCTA5 13337,327
8600000US13338,ZCTA5 13338,563
8600000US13339,ZCTA5 13339,2215
8600000US13340,ZCTA5 13340,3121
8600000US13341,ZCTA5 13341,63
8600000US13342,ZCTA5 13342,80
8600000US13343,ZCTA5 13343,732
8600000US13345,ZCTA5 13345,54
8600000US13346,ZCTA5 13346,1767
8600000US13348,ZCTA5 13348,603
8600000US13350,ZCTA5 13350,4152
8600000US13352,ZCTA5 13352,11
8600000US13353,ZCTA5 13353,9
8600000US13354,ZCTA5 13354,1455
8600000US13355,ZCTA5 13355,318
8600000US13357,ZCTA5 13357,4184
8600000US13360,ZCTA5 13360,29
8600000US13361,ZCTA5 13361,245
8600000US13362,ZCTA5 13362,50
8600000US13363,ZCTA5 13363,985
8600000US13364,ZCTA5 13364,52
8600000US13365,ZCTA5 13365,3131
8600000US13367,ZCTA5 13367,3222
8600000US13368,ZCTA5 13368,447
8600000US13402,ZCTA5 13402,752
8600000US13403,ZCTA5 13403,1783
8600000US13404,ZCTA5 13404,58
8600000US13406,ZCTA5 13406,313
8600000US13407,ZCTA5 13407,2040
8600000US13408,ZCTA5 13408,972
8600000US13409,ZCTA5 13409,865
8600000US13410,ZCTA5 13410,98
8600000US13411,ZCTA5 13411,1266
8600000US13413,ZCTA5 13413,6393
8600000US13415,ZCTA5 13415,27
8600000US13416,ZCTA5 13416,856
8600000US13417,ZCTA5 13417,1667
8600000US13418,ZCTA5 13418,111
8600000US13420,ZCTA5 13420,439
8600000US13421,ZCTA5 13421,5404
8600000US13424,ZCTA5 13424,873
8600000US13425,ZCTA5 13425,889
8600000US13428,ZCTA5 13428,608
8600000US13431,ZCTA5 13431,661
8600000US13433,ZCTA5 13433,652
8600000US13435,ZCTA5 13435,105
8600000US13436,ZCTA5 13436,30
8600000US13437,ZCTA5 13437,145
8600000US13438,ZCTA5 13438,1406
8600000US13439,ZCTA5 13439,1477
8600000US13440,ZCTA5 13440,16261
8600000US13441,ZCTA5 13441,103
8600000US13450,ZCTA5 13450,28
8600000US13452,ZCTA5 13452,1797
8600000US13454,ZCTA5 13454,288
8600000US13456,ZCTA5 13456,1655
8600000US13459,ZCTA5 13459,1009
8600000US13460,ZCTA5 13460,1835
8600000US13461,ZCTA5 13461,1237
8600000US13464,ZCTA5 13464,588
8600000US13468,ZCTA5 13468,188
8600000US13469,ZCTA5 13469,468
8600000US13470,ZCTA5 13470,277
8600000US13471,ZCTA5 13471,1244
8600000US13472,ZCTA5 13472,43
8600000US13473,ZCTA5 13473,268
8600000US13475,ZCTA5 13475,5
8600000US13476,ZCTA5 13476,1491
8600000US13477,ZCTA5 13477,436
8600000US13478,ZCTA5 13478,1160
8600000US13480,ZCTA5 13480,1429
8600000US13483,ZCTA5 13483,136
8600000US13484,ZCTA5 13484,85
8600000US13485,ZCTA5 13485,446
8600000US13486,ZCTA5 13486,395
8600000US13488,ZCTA5 13488,56
8600000US13489,ZCTA5 13489,273
8600000US13490,ZCTA5 13490,654
8600000US13491,ZCTA5 13491,1364
8600000US13492,ZCTA5 13492,4818
8600000US13493,ZCTA5 13493,735
8600000US13494,ZCTA5 13494,125
8600000US13495,ZCTA5 13495,847
8600000US13501,ZCTA5 13501,13775
8600000US13502,ZCTA5 13502,12936
8600000US13601,ZCTA5 13601,15076
8600000US13602,ZCTA5 13602,83
8600000US13603,ZCTA5 13603,3222
8600000US13605,ZCTA5 13605,1940
8600000US13606,ZCTA5 13606,1043
8600000US13607,ZCTA5 13607,684
8600000US13608,ZCTA5 13608,572
8600000US13612,ZCTA5 13612,1000
8600000US13613,ZCTA5 13613,1119
8600000US13614,ZCTA5 13614,119
8600000US13615,ZCTA5 13615,385
8600000US13616,ZCTA5 13616,705
8600000US13617,ZCTA5 13617,3566
8600000US13618,ZCTA5 13618,747
8600000US13619,ZCTA5 13619,4080
8600000US13620,ZCTA5 13620,762
8600000US13621,ZCTA5 13621,229
8600000US13622,ZCTA5 13622,952
8600000US13623,ZCTA5 13623,15
8600000US13624,ZCTA5 13624,1897
8600000US13625,ZCTA5 13625,760
8600000US13626,ZCTA5 13626,897
8600000US13628,ZCTA5 13628,92
8600000US13630,ZCTA5 13630,533
8600000US13633,ZCTA5 13633,124
8600000US13634,ZCTA5 13634,1507
8600000US13635,ZCTA5 13635,445
8600000US13636,ZCTA5 13636,74
8600000US13637,ZCTA5 13637,1745
8600000US13638,ZCTA5 13638,130
8600000US13639,ZCTA5 13639,110
8600000US13640,ZCTA5 13640,165
8600000US13641,ZCTA5 13641,23
8600000US13642,ZCTA5 13642,3855
8600000US13643,ZCTA5 13643,13
8600000US13646,ZCTA5 13646,873
8600000US13647,ZCTA5 13647,34
8600000US13648,ZCTA5 13648,896
8600000US13650,ZCTA5 13650,627
8600000US13651,ZCTA5 13651,58
8600000US13652,ZCTA5 13652,619
8600000US13654,ZCTA5 13654,872
8600000US13655,ZCTA5 13655,1440
8600000US13656,ZCTA5 13656,964
8600000US13658,ZCTA5 13658,908
8600000US13659,ZCTA5 13659,171
8600000US13660,ZCTA5 13660,618
8600000US13661,ZCTA5 13661,558
8600000US13662,ZCTA5 13662,7209
8600000US13664,ZCTA5 13664,133
8600000US13665,ZCTA5 13665,331
8600000US13666,ZCTA5 13666,82
8600000US13667,ZCTA5 13667,1263
8600000US13668,ZCTA5 13668,1384
8600000US13669,ZCTA5 13669,6100
8600000US13670,ZCTA5 13670,197
8600000US13672,ZCTA5 13672,239
8600000US13673,ZCTA5 13673,891
8600000US13674,ZCTA5 13674,32
8600000US13675,ZCTA5 13675,36
8600000US13676,ZCTA5 13676,5402
8600000US13677,ZCTA5 13677,8
8600000US13678,ZCTA5 13678,192
8600000US13679,ZCTA5 13679,655
8600000US13680,ZCTA5 13680,522
8600000US13681,ZCTA5 13681,381
8600000US13682,ZCTA5 13682,282
8600000US13684,ZCTA5 13684,408
8600000US13685,ZCTA5 13685,1118
8600000US13687,ZCTA5 13687,197
8600000US13690,ZCTA5 13690,321
8600000US13691,ZCTA5 13691,1228
8600000US13692,ZCTA5 13692,22
8600000US13693,ZCTA5 13693,191
8600000US13694,ZCTA5 13694,591
8600000US13695,ZCTA5 13695,39
8600000US13696,ZCTA5 13696,37
8600000US13697,ZCTA5 13697,843
8600000US13730,ZCTA5 13730,1260
8600000US13731,ZCTA5 13731,459
8600000US13732,ZCTA5 13732,3103
8600000US13733,ZCTA5 13733,2073
8600000US13734,ZCTA5 13734,736
8600000US13736,ZCTA5 13736,856
8600000US13739,ZCTA5 13739,352
8600000US13740,ZCTA5 13740,239
8600000US13743,ZCTA5 13743,1379
8600000US13744,ZCTA5 13744,454
8600000US13746,ZCTA5 13746,836
8600000US13748,ZCTA5 13748,1610
8600000US13750,ZCTA5 13750,411
8600000US13751,ZCTA5 13751,73
8600000US13752,ZCTA5 13752,301
8600000US13753,ZCTA5 13753,1823
8600000US13754,ZCTA5 13754,1361
8600000US13755,ZCTA5 13755,490
8600000US13756,ZCTA5 13756,193
8600000US13757,ZCTA5 13757,524
8600000US13760,ZCTA5 13760,18753
8600000US13774,ZCTA5 13774,66
8600000US13775,ZCTA5 13775,765
8600000US13776,ZCTA5 13776,256
8600000US13777,ZCTA5 13777,137
8600000US13778,ZCTA5 13778,2380
8600000US13780,ZCTA5 13780,381
8600000US13782,ZCTA5 13782,326
8600000US13783,ZCTA5 13783,1121
8600000US13784,ZCTA5 13784,39
8600000US13786,ZCTA5 13786,187
8600000US13787,ZCTA5 13787,1460
8600000US13788,ZCTA5 13788,381
8600000US13790,ZCTA5 13790,7619
8600000US13794,ZCTA5 13794,16
8600000US13795,ZCTA5 13795,1309
8600000US13796,ZCTA5 13796,571
8600000US13797,ZCTA5 13797,836
8600000US13801,ZCTA5 13801,633
8600000US13802,ZCTA5 13802,254
8600000US13803,ZCTA5 13803,1474
8600000US13804,ZCTA5 13804,140
8600000US13806,ZCTA5 13806,115
8600000US13807,ZCTA5 13807,514
8600000US13808,ZCTA5 13808,565
8600000US13809,ZCTA5 13809,684
8600000US13810,ZCTA5 13810,515
8600000US13811,ZCTA5 13811,1601
8600000US13812,ZCTA5 13812,926
8600000US13813,ZCTA5 13813,304
8600000US13815,ZCTA5 13815,5615
8600000US13820,ZCTA5 13820,7698
8600000US13825,ZCTA5 13825,1244
8600000US13826,ZCTA5 13826,15
8600000US13827,ZCTA5 13827,5083
8600000US13830,ZCTA5 13830,2258
8600000US13832,ZCTA5 13832,241
8600000US13833,ZCTA5 13833,1496
8600000US13834,ZCTA5 13834,86
8600000US13835,ZCTA5 13835,454
8600000US13838,ZCTA5 13838,1692
8600000US13839,ZCTA5 13839,507
8600000US13841,ZCTA5 13841,254
8600000US13842,ZCTA5 13842,212
8600000US13843,ZCTA5 13843,845
8600000US13844,ZCTA5 13844,284
8600000US13845,ZCTA5 13845,63
8600000US13846,ZCTA5 13846,145
8600000US13847,ZCTA5 13847,28
8600000US13849,ZCTA5 13849,1852
8600000US13850,ZCTA5 13850,8936
8600000US13856,ZCTA5 13856,2727
8600000US13859,ZCTA5 13859,82
8600000US13860,ZCTA5 13860,7
8600000US13861,ZCTA5 13861,127
8600000US13862,ZCTA5 13862,1699
8600000US13863,ZCTA5 13863,238
8600000US13864,ZCTA5 13864,447
8600000US13865,ZCTA5 13865,2512
8600000US13901,ZCTA5 13901,8108
8600000US13902,ZCTA5 13902,8
8600000US13903,ZCTA5 13903,7649
8600000US13904,ZCTA5 13904,3887
8600000US13905,ZCTA5 13905,11194
8600000US14001,ZCTA5 14001,4064
8600000US14004,ZCTA5 14004,4219
8600000US14005,ZCTA5 14005,661
8600000US14006,ZCTA5 14006,4162
8600000US14008,ZCTA5 14008,581
8600000US14009,ZCTA5 14009,2381
8600000US14011,ZCTA5 14011,2783
8600000US14012,ZCTA5 14012,886
8600000US14013,ZCTA5 14013,709
8600000US14020,ZCTA5 14020,9658
8600000US14024,ZCTA5 14024,604
